block,wealth_bucket,n_wallets,mean,median,p25,p75,p90,p95,p99,max
18251965,"1,000–10,000",884345,3.0186974540479112,2.0,1.0,3.0,7.0,10.0,19.0,685.0
18251965,"10,000–100,000",261994,3.4219562280052216,1.0,1.0,3.0,7.0,12.0,27.0,1414.0
18251965,"100–1,000",2660819,1.844694058483497,1.0,1.0,2.0,4.0,5.0,10.0,1143.0
18251965,1–100,11139373,1.2697229009209046,1.0,1.0,1.0,2.0,2.0,5.0,772.0
18251965,">100,000",103592,2.993754343964785,1.0,1.0,2.0,5.0,8.0,27.0,1505.0
18473543,0–1,7326198,1.1150781073620997,1.0,1.0,1.0,1.0,2.0,3.0,1600.0
18473543,"1,000–10,000",956431,2.992407188809229,2.0,1.0,3.0,6.0,9.0,19.0,685.0
18473543,"10,000–100,000",283934,3.522086118605028,2.0,1.0,3.0,8.0,12.0,27.0,1465.0
18473543,"100–1,000",2732039,1.8162647019314146,1.0,1.0,2.0,3.0,5.0,10.0,1143.0
18473543,1–100,11064982,1.2659190046581188,1.0,1.0,1.0,2.0,2.0,5.0,819.0
18473543,">100,000",108164,3.0680078399467474,1.0,1.0,2.0,5.0,9.0,27.0,1576.0
18687851,0–1,7445867,1.1113462005163401,1.0,1.0,1.0,1.0,2.0,3.0,1695.0
18687851,"1,000–10,000",1053940,2.968298005579065,2.0,1.0,3.0,6.0,9.0,18.0,685.0
18687851,"10,000–100,000",314625,3.775507350019865,2.0,1.0,4.0,8.0,13.0,28.0,1536.0
18687851,"100–1,000",2879930,1.780747448722712,1.0,1.0,2.0,3.0,5.0,9.0,1143.0
18687851,1–100,11135874,1.2577196904347159,1.0,1.0,1.0,2.0,2.0,5.0,819.0
18687851,">100,000",116332,3.190669807103806,1.0,1.0,2.0,5.0,10.0,29.0,1665.0
18908895,0–1,7442469,1.1112785286710634,1.0,1.0,1.0,1.0,2.0,3.0,1174.0
18908895,"1,000–10,000",1136665,2.948335701371996,2.0,1.0,3.0,6.0,9.0,18.0,1150.0
18908895,"10,000–100,000",341657,3.9175576674852266,2.0,1.0,4.0,9.0,13.0,29.0,1596.0
18908895,"100–1,000",3043383,1.752532954281469,1.0,1.0,2.0,3.0,5.0,9.0,1143.0
18908895,1–100,11281113,1.2523494800557355,1.0,1.0,1.0,2.0,2.0,5.0,1785.0
18908895,">100,000",118707,3.3175718365387046,1.0,1.0,2.0,6.0,10.0,31.0,1760.0
19129889,0–1,7582504,1.111170267763789,1.0,1.0,1.0,1.0,2.0,3.0,1861.0
19129889,"1,000–10,000",1136803,3.0103553562050767,2.0,1.0,3.0,7.0,9.0,18.0,1173.0
19129889,"10,000–100,000",335407,3.9551231787052745,2.0,1.0,4.0,9.0,14.0,29.0,1142.0
19129889,"100–1,000",3183735,1.7655552362241205,1.0,1.0,2.0,3.0,5.0,9.0,1144.0
19129889,1–100,12505009,1.2405655205845914,1.0,1.0,1.0,2.0,2.0,4.0,1348.0
19129889,">100,000",116472,3.348967992307164,1.0,1.0,2.0,6.0,10.0,31.0,1839.0
19336607,0–1,7348029,1.1089240393580373,1.0,1.0,1.0,1.0,2.0,3.0,1944.0
19336607,"1,000–10,000",1349494,2.8626477776114605,2.0,1.0,3.0,6.0,9.0,17.0,1196.0
19336607,"10,000–100,000",414979,4.050445926179397,2.0,1.0,4.0,9.0,14.0,28.0,1172.0
19336607,"100–1,000",3594417,1.6757120834894783,1.0,1.0,2.0,3.0,4.0,8.0,1315.0
19336607,1–100,12564988,1.2237293024076108,1.0,1.0,1.0,2.0,2.0,4.0,1462.0
19336607,">100,000",134314,3.640655478952306,1.0,1.0,3.0,7.0,12.0,34.0,1922.0
19557289,0–1,7339163,1.1103257960069834,1.0,1.0,1.0,1.0,2.0,3.0,2064.0
19557289,"1,000–10,000",1615803,2.737946395693039,2.0,1.0,3.0,6.0,8.0,16.0,1225.0
19557289,"10,000–100,000",494243,4.209931147229197,2.0,1.0,5.0,10.0,14.0,28.0,1179.0
19557289,"100–1,000",4205210,1.5900421144247254,1.0,1.0,2.0,3.0,4.0,8.0,1315.0
19557289,1–100,12436355,1.2164194412269511,1.0,1.0,1.0,2.0,2.0,4.0,1603.0
19557289,">100,000",141370,4.142547923887671,1.0,1.0,3.0,8.0,14.0,37.0,2049.0
19771560,0–1,7883275,1.113336906298461,1.0,1.0,1.0,1.0,2.0,3.0,1935.0
19771560,"1,000–10,000",1416810,2.987615135409829,2.0,1.0,3.0,6.0,9.0,18.0,1249.0
19771560,"10,000–100,000",396697,4.33204183545628,2.0,1.0,5.0,10.0,15.0,31.0,1193.0
19771560,"100–1,000",3864834,1.6987252233860497,1.0,1.0,2.0,3.0,4.0,9.0,1315.0
19771560,1–100,13030491,1.2356986394449756,1.0,1.0,1.0,2.0,2.0,4.0,2194.0
19771560,">100,000",107059,4.308997842311249,1.0,1.0,3.0,8.0,14.0,38.0,2155.0
19993250,0–1,8019671,1.114087971938001,1.0,1.0,1.0,1.0,2.0,3.0,866.0
19993250,"1,000–10,000",1520757,2.915932657222686,2.0,1.0,3.0,6.0,9.0,17.0,1270.0
19993250,"10,000–100,000",445051,4.331184515931882,2.0,1.0,5.0,10.0,15.0,30.0,1355.0
19993250,"100–1,000",3974567,1.6808251062316977,1.0,1.0,2.0,3.0,4.0,8.0,1315.0
19993250,1–100,12992746,1.2350775578926887,1.0,1.0,1.0,2.0,2.0,4.0,2295.0
19993250,">100,000",117296,4.506163893056882,2.0,1.0,3.0,8.0,14.0,40.0,2265.0
20207949,0–1,8426002,1.1201801281319421,1.0,1.0,1.0,1.0,2.0,3.0,2232.0
20207949,"1,000–10,000",1371764,3.089288682309785,2.0,1.0,4.0,7.0,10.0,19.0,1312.0
20207949,"10,000–100,000",390387,4.35055982909267,2.0,1.0,5.0,10.0,15.0,31.0,1810.0
20207949,"100–1,000",3785092,1.7531188145492898,1.0,1.0,2.0,3.0,5.0,9.0,1975.0
20207949,1–100,13270194,1.2520816199069886,1.0,1.0,1.0,2.0,2.0,5.0,2409.0
20207949,">100,000",106833,4.356406728258123,1.0,1.0,3.0,8.0,13.0,39.0,2375.0
20429973,0–1,8958549,1.1197856929732706,1.0,1.0,1.0,1.0,2.0,3.0,2384.0
20429973,"1,000–10,000",1330916,3.137749489825053,2.0,1.0,4.0,7.0,10.0,19.0,1337.0
20429973,"10,000–100,000",366730,4.359313391323317,2.0,1.0,5.0,10.0,15.0,31.0,1959.0
20429973,"100–1,000",3761919,1.7792876454809368,1.0,1.0,2.0,3.0,5.0,9.0,1315.0
20429973,1–100,13187118,1.2669496852913578,1.0,1.0,1.0,2.0,2.0,5.0,2535.0
20429973,">100,000",102702,4.385270004478978,1.0,1.0,3.0,8.0,13.0,39.0,2477.0
20651994,0–1,9535648,1.1223494197772401,1.0,1.0,1.0,1.0,2.0,3.0,2450.0
20651994,"1,000–10,000",1255643,3.2152028880820422,2.0,1.0,4.0,7.0,10.0,20.0,2485.0
20651994,"10,000–100,000",329613,4.361793982640248,2.0,1.0,5.0,10.0,15.0,32.0,2211.0
20651994,"100–1,000",3628523,1.8281667223826334,1.0,1.0,2.0,3.0,5.0,10.0,1343.0
20651994,1–100,13209111,1.2842214741022313,1.0,1.0,1.0,2.0,3.0,5.0,2592.0
20651994,">100,000",93133,4.3832046642972955,1.0,1.0,3.0,7.0,13.0,40.0,2544.0
20866919,0–1,9277191,1.1211493867055233,1.0,1.0,1.0,1.0,2.0,3.0,866.0
20866919,"1,000–10,000",1395739,3.1413781516458306,2.0,1.0,4.0,7.0,10.0,19.0,2487.0
20866919,"10,000–100,000",375088,4.516870707673933,2.0,1.0,5.0,10.0,15.0,32.0,2285.0
20866919,"100–1,000",3948070,1.7820654142403756,1.0,1.0,2.0,3.0,5.0,9.0,1316.0
20866919,1–100,13423708,1.2650658074505197,1.0,1.0,1.0,2.0,2.0,5.0,2681.0
20866919,">100,000",106201,4.540701123341588,1.0,1.0,3.0,8.0,14.0,41.0,2641.0
21089069,0–1,9611889,1.1239397375479472,1.0,1.0,1.0,1.0,2.0,3.0,866.0
21089069,"1,000–10,000",1360697,3.1836801286399545,2.0,1.0,4.0,7.0,10.0,20.0,2488.0
21089069,"10,000–100,000",365471,4.567391119952062,2.0,1.0,5.0,10.0,16.0,33.0,2367.0
21089069,"100–1,000",3769479,1.8225009344792742,1.0,1.0,2.0,3.0,5.0,10.0,1317.0
21089069,1–100,13677354,1.278821693143279,1.0,1.0,1.0,2.0,3.0,5.0,2797.0
21089069,">100,000",103653,4.7038194745931134,1.0,1.0,3.0,8.0,14.0,43.0,2755.0
21303934,0–1,8392760,1.1331856266591682,1.0,1.0,1.0,1.0,2.0,3.0,866.0
21303934,"1,000–10,000",1623812,2.9308411318551655,2.0,1.0,3.0,6.0,9.0,18.0,2488.0
21303934,"10,000–100,000",479074,4.557753081987334,2.0,1.0,5.0,10.0,15.0,31.0,1864.0
21303934,"100–1,000",4177563,1.7149036411898515,1.0,1.0,2.0,3.0,4.0,9.0,1318.0
21303934,1–100,14607683,1.246702916540563,1.0,1.0,1.0,2.0,2.0,5.0,2904.0
21303934,">100,000",130456,4.984722818421536,2.0,1.0,4.0,9.0,16.0,43.0,2858.0
21525891,0–1,9236024,1.1306015445607331,1.0,1.0,1.0,1.0,2.0,3.0,867.0
21525891,"1,000–10,000",1573709,3.0434546666505686,2.0,1.0,3.0,7.0,9.0,19.0,2490.0
21525891,"10,000–100,000",461537,4.598478561848779,2.0,1.0,5.0,10.0,15.0,32.0,2572.0
21525891,"100–1,000",4065694,1.774642164412767,1.0,1.0,2.0,3.0,5.0,9.0,1319.0
21525891,1–100,14553957,1.2628966129280168,1.0,1.0,1.0,2.0,2.0,5.0,3009.0
21525891,">100,000",127234,4.894210666960089,2.0,1.0,4.0,9.0,15.0,43.0,2981.0
21747950,0–1,10206811,1.1260107588942325,1.0,1.0,1.0,1.0,2.0,3.0,867.0
21747950,"1,000–10,000",1523211,3.0935549966485274,2.0,1.0,3.0,7.0,10.0,20.0,2491.0
21747950,"10,000–100,000",437839,4.531435070882219,2.0,1.0,5.0,10.0,15.0,32.0,2593.0
21747950,"100–1,000",4072709,1.8040245448422658,1.0,1.0,2.0,3.0,5.0,10.0,1319.0
21747950,1–100,14244279,1.2825980872741962,1.0,1.0,1.0,2.0,3.0,5.0,3094.0
21747950,">100,000",123044,4.758769220766555,2.0,1.0,3.0,8.0,14.0,42.0,3064.0
21948292,0–1,10963454,1.13372017614157,1.0,1.0,1.0,1.0,2.0,3.0,2307.0
21948292,"1,000–10,000",1337945,3.234574664877854,2.0,1.0,4.0,7.0,10.0,21.0,2492.0
21948292,"10,000–100,000",354567,4.418721990484168,2.0,1.0,5.0,10.0,15.0,33.0,2627.0
21948292,"100–1,000",3818844,1.891656218478681,1.0,1.0,2.0,4.0,5.0,11.0,1427.0
21948292,1–100,14428331,1.309012941275051,1.0,1.0,1.0,2.0,3.0,5.0,3130.0
21948292,">100,000",102608,4.690082644628099,1.0,1.0,3.0,8.0,13.0,43.0,3113.0
22170335,0–1,11503510,1.1383518595628639,1.0,1.0,1.0,1.0,2.0,3.0,2628.0
22170335,"1,000–10,000",1253100,3.2891493097119144,2.0,1.0,4.0,7.0,11.0,22.0,2492.0
22170335,"10,000–100,000",322751,4.322059420420076,2.0,1.0,4.0,9.0,15.0,33.0,2802.0
22170335,"100–1,000",3713895,1.9325761767632095,1.0,1.0,2.0,4.0,5.0,11.0,1427.0
22170335,1–100,14659605,1.3222838541693314,1.0,1.0,1.0,2.0,3.0,6.0,3175.0
22170335,">100,000",96608,4.6299995859556144,1.0,1.0,3.0,7.0,13.0,41.0,3179.0
22385294,0–1,11560987,1.1413170865082714,1.0,1.0,1.0,1.0,2.0,4.0,2628.0
22385294,"1,000–10,000",1315739,3.2235420550732328,2.0,1.0,4.0,7.0,10.0,21.0,2492.0
22385294,"10,000–100,000",342279,4.413195083542957,2.0,1.0,4.0,10.0,15.0,33.0,2824.0
22385294,"100–1,000",3868050,1.8833750856374658,1.0,1.0,2.0,4.0,5.0,11.0,1427.0
22385294,1–100,14865938,1.3168670554121777,1.0,1.0,1.0,2.0,3.0,5.0,3214.0
22385294,">100,000",100802,4.649868058173449,1.0,1.0,3.0,7.0,13.0,42.0,3221.0
22606143,0–1,11906068,1.1421342461675845,1.0,1.0,1.0,1.0,2.0,4.0,3309.0
22606143,"1,000–10,000",1363593,3.174168538559526,2.0,1.0,3.0,7.0,10.0,21.0,2493.0
22606143,"10,000–100,000",360260,4.405074113140509,2.0,1.0,4.0,10.0,15.0,33.0,2901.0
22606143,"100–1,000",3945112,1.8676638331180457,1.0,1.0,2.0,4.0,5.0,11.0,1428.0
22606143,1–100,15027271,1.3183742410714494,1.0,1.0,1.0,2.0,3.0,5.0,2684.0
22606143,">100,000",106342,4.6423520340034985,1.0,1.0,3.0,8.0,13.0,41.0,3319.0
22820674,0–1,12306468,1.1440280021855174,1.0,1.0,1.0,1.0,2.0,4.0,1693.0
22820674,"1,000–10,000",1337140,3.174239795384178,1.0,1.0,3.0,7.0,10.0,22.0,2494.0
22820674,"10,000–100,000",352239,4.3085234741184255,2.0,1.0,4.0,9.0,14.0,32.0,2998.0
22820674,"100–1,000",3940842,1.8852186918430123,1.0,1.0,2.0,4.0,5.0,11.0,1428.0
22820674,1–100,15289037,1.3309114890623917,1.0,1.0,1.0,2.0,3.0,6.0,3404.0
22820674,">100,000",104859,4.595056218350356,1.0,1.0,3.0,7.0,12.0,40.0,3421.0
23042514,0–1,12545729,1.1412499026561151,1.0,1.0,1.0,1.0,2.0,4.0,1702.0
23042514,"1,000–10,000",1400996,3.1429447336038074,2.0,1.0,3.0,7.0,10.0,21.0,2494.0
23042514,"10,000–100,000",390333,4.303410165166666,2.0,1.0,4.0,9.0,14.0,32.0,3098.0
23042514,"100–1,000",4075323,1.857802436763908,1.0,1.0,2.0,3.0,5.0,11.0,1428.0
23042514,1–100,15353226,1.3247598257200148,1.0,1.0,1.0,2.0,3.0,6.0,3535.0
23042514,">100,000",113742,4.684188778111867,2.0,1.0,3.0,7.0,13.0,41.0,3548.0
23264566,0–1,13249559,1.140912010731829,1.0,1.0,1.0,1.0,2.0,4.0,1766.0
23264566,"1,000–10,000",1449983,3.145502395545327,2.0,1.0,3.0,7.0,10.0,21.0,2494.0
23264566,"10,000–100,000",406007,4.329267721985089,2.0,1.0,4.0,9.0,14.0,32.0,3207.0
23264566,"100–1,000",4194044,1.8598109604954074,1.0,1.0,2.0,3.0,5.0,11.0,1428.0
23264566,1–100,15653173,1.3304130095540374,1.0,1.0,1.0,2.0,3.0,6.0,3635.0
23264566,">100,000",119386,4.784899401939926,2.0,1.0,3.0,8.0,13.0,40.0,3555.0
23479244,0–1,14136972,1.1422080343654921,1.0,1.0,1.0,1.0,2.0,4.0,2308.0
23479244,"1,000–10,000",1429850,3.19368954785467,2.0,1.0,3.0,7.0,10.0,21.0,2114.0
23479244,"10,000–100,000",392951,4.3767848917549514,2.0,1.0,4.0,9.0,14.0,32.0,3300.0
23479244,"100–1,000",4434375,1.8441705990133896,1.0,1.0,2.0,3.0,5.0,11.0,1428.0
23479244,1–100,15707840,1.3501771726730092,1.0,1.0,1.0,2.0,3.0,6.0,3754.0
23479244,">100,000",118060,4.823030662375063,2.0,1.0,3.0,7.0,13.0,40.0,3697.0
23700767,0–1,14886117,1.1468315746812954,1.0,1.0,1.0,1.0,2.0,4.0,2623.0
23700767,"1,000–10,000",1319502,3.2442967119413235,2.0,1.0,3.0,7.0,10.0,22.0,2114.0
23700767,"10,000–100,000",361868,4.245318735008346,2.0,1.0,4.0,9.0,14.0,31.0,3370.0
23700767,"100–1,000",4265567,1.8830849450963962,1.0,1.0,2.0,4.0,5.0,11.0,1428.0
23700767,1–100,15820422,1.3661676660711073,1.0,1.0,1.0,2.0,3.0,6.0,3811.0
23700767,">100,000",112349,4.716232454227452,2.0,1.0,3.0,7.0,12.0,39.0,3770.0
23914921,0–1,15391276,1.1537953058602808,1.0,1.0,1.0,1.0,2.0,4.0,2623.0
23914921,"1,000–10,000",1250817,3.39323178370617,2.0,1.0,3.0,7.0,11.0,23.0,2496.0
23914921,"10,000–100,000",339263,4.259500741312787,2.0,1.0,4.0,8.0,13.0,30.0,3399.0
23914921,"100–1,000",3995567,2.0137577470231385,1.0,1.0,2.0,4.0,6.0,12.0,1428.0
23914921,1–100,16286353,1.3742882768167926,1.0,1.0,1.0,2.0,3.0,6.0,3840.0
23914921,">100,000",109863,4.763323411885712,2.0,1.0,3.0,7.0,12.0,38.0,3837.0
