block,wallet_type,wealth_bucket,n_wallets,mean,median,p25,p75,p90,p95,p99,max
13136427,EOA,">100,000",109197,3.177468245464619,1.0,1.0,2.0,7.0,12.0,29.039999999993597,785.0
13330090,CA,0–1,37318,1.0325312181788948,1.0,1.0,1.0,1.0,1.0,2.0,20.0
13330090,CA,"1,000–10,000",4019,1.371734262254292,1.0,1.0,1.0,2.0,3.0,6.0,33.0
13330090,CA,"10,000–100,000",3206,1.3861509669369931,1.0,1.0,1.0,2.0,3.0,7.0,26.0
13330090,CA,"100–1,000",5313,1.2160737812911726,1.0,1.0,1.0,2.0,2.0,5.0,16.0
13330090,CA,1–100,8543,1.1270045651410512,1.0,1.0,1.0,1.0,2.0,3.0,10.0
13330090,CA,">100,000",2476,1.7827140549273022,2.0,1.0,2.0,3.0,3.0,7.0,44.0
13330090,EOA,0–1,3470814,1.113994296438818,1.0,1.0,1.0,1.0,2.0,3.0,328.0
13330090,EOA,"1,000–10,000",1198412,2.133318090940344,1.0,1.0,2.0,4.0,6.0,12.0,684.0
13330090,EOA,"10,000–100,000",352273,3.2166643483888917,1.0,1.0,3.0,7.0,11.0,23.0,555.0
13330090,EOA,"100–1,000",2890781,1.3843847043411452,1.0,1.0,1.0,2.0,3.0,6.0,313.0
13330090,EOA,1–100,7085921,1.1778999511848918,1.0,1.0,1.0,2.0,2.0,4.0,392.0
13330090,EOA,">100,000",109896,3.136692873261993,1.0,1.0,2.0,6.0,11.0,29.0,823.0
13527859,CA,0–1,38561,1.0314825860325199,1.0,1.0,1.0,1.0,1.0,2.0,20.0
13527859,CA,"1,000–10,000",4096,1.363037109375,1.0,1.0,1.0,2.0,3.0,6.0,33.0
13527859,CA,"10,000–100,000",3613,1.3941323000276777,1.0,1.0,1.0,2.0,3.0,7.0,26.0
13527859,CA,"100–1,000",5740,1.1942508710801394,1.0,1.0,1.0,2.0,2.0,4.609999999999673,12.0
13527859,CA,1–100,8275,1.12797583081571,1.0,1.0,1.0,1.0,2.0,3.0,10.0
13527859,CA,">100,000",2805,1.7308377896613192,1.0,1.0,2.0,2.0,3.0,7.0,44.0
13527859,EOA,0–1,3588452,1.1075678314771942,1.0,1.0,1.0,1.0,2.0,3.0,328.0
13527859,EOA,"1,000–10,000",1594648,1.911927898821558,1.0,1.0,2.0,4.0,5.0,10.0,700.0
13527859,EOA,"10,000–100,000",471193,3.011358403032303,1.0,1.0,3.0,7.0,10.0,21.0,583.0
13527859,EOA,"100–1,000",3226082,1.3367459351622184,1.0,1.0,1.0,2.0,3.0,5.0,392.0
13527859,EOA,1–100,6909397,1.169174820899711,1.0,1.0,1.0,2.0,2.0,3.0,304.0
13527859,EOA,">100,000",134145,3.2637071825263706,1.0,1.0,3.0,7.0,12.0,30.0,863.0
13717847,CA,0–1,40981,1.030184719748176,1.0,1.0,1.0,1.0,1.0,2.0,20.0
13717847,CA,"1,000–10,000",4350,1.3526436781609195,1.0,1.0,1.0,2.0,3.0,6.0,16.0
13717847,CA,"10,000–100,000",4067,1.3599704942217852,1.0,1.0,1.0,2.0,3.0,7.0,33.0
13717847,CA,"100–1,000",6106,1.1945627251883393,1.0,1.0,1.0,2.0,2.0,5.0,12.0
13717847,CA,1–100,8471,1.1267855034824696,1.0,1.0,1.0,1.0,2.0,3.0,10.0
13717847,CA,">100,000",2982,1.7193158953722334,1.0,1.0,2.0,2.0,3.0,7.0,45.0
13717847,EOA,0–1,3528051,1.1063003340938098,1.0,1.0,1.0,1.0,2.0,3.0,328.0
13717847,EOA,"1,000–10,000",1722344,1.8980105019670868,1.0,1.0,2.0,4.0,5.0,10.0,314.0
13717847,EOA,"10,000–100,000",482959,3.098252646705,1.0,1.0,3.0,7.0,11.0,21.0,729.0
13717847,EOA,"100–1,000",5961435,1.2560153721377487,1.0,1.0,1.0,2.0,2.0,4.0,392.0
13717847,EOA,1–100,5007353,1.1704415486585427,1.0,1.0,1.0,2.0,2.0,4.0,575.0
13717847,EOA,">100,000",141927,3.3237861717643575,1.0,1.0,3.0,7.0,12.0,30.0,914.0
13916166,CA,0–1,43126,1.0302833557482725,1.0,1.0,1.0,1.0,1.0,2.0,20.0
13916166,CA,"1,000–10,000",4394,1.3677742375967228,1.0,1.0,1.0,2.0,3.0,7.0,32.0
13916166,CA,"10,000–100,000",3966,1.3630862329803328,1.0,1.0,1.0,2.0,2.0,7.0,33.0
13916166,CA,"100–1,000",6278,1.198789423383243,1.0,1.0,1.0,2.0,2.0,4.0,12.0
13916166,CA,1–100,9227,1.1256096239297713,1.0,1.0,1.0,1.0,2.0,3.0,10.0
13916166,CA,">100,000",2761,1.7736327417602318,2.0,1.0,2.0,2.0,3.0,8.0,45.0
13916166,EOA,0–1,3722361,1.121723551262223,1.0,1.0,1.0,1.0,2.0,3.0,575.0
13916166,EOA,"1,000–10,000",1610899,2.0287069518324863,1.0,1.0,2.0,4.0,6.0,11.0,755.0
13916166,EOA,"10,000–100,000",416640,3.213762480798771,1.0,1.0,3.0,7.0,11.0,23.0,677.0
13916166,EOA,"100–1,000",3784924,1.3814454398555955,1.0,1.0,1.0,2.0,3.0,6.0,392.0
13916166,EOA,1–100,7718819,1.156488965475159,1.0,1.0,1.0,2.0,2.0,3.0,304.0
13916166,EOA,">100,000",133984,3.180655899211846,1.0,1.0,2.0,6.0,11.0,29.0,906.0
14116761,CA,0–1,44300,1.0306772009029346,1.0,1.0,1.0,1.0,1.0,2.0,20.0
14116761,CA,"1,000–10,000",4563,1.3659872890642122,1.0,1.0,1.0,2.0,3.0,7.0,32.0
14116761,CA,"10,000–100,000",3680,1.3839673913043478,1.0,1.0,1.0,2.0,3.0,7.0,33.0
14116761,CA,"100–1,000",6179,1.209742676808545,1.0,1.0,1.0,2.0,2.0,4.0,15.0
14116761,CA,1–100,10168,1.1300157356412275,1.0,1.0,1.0,1.0,2.0,3.0,11.0
14116761,CA,">100,000",2403,1.8531002913025385,2.0,1.0,2.0,3.0,3.0,9.0,45.0
14116761,EOA,0–1,3746651,1.1269144096954853,1.0,1.0,1.0,1.0,2.0,3.0,575.0
14116761,EOA,"1,000–10,000",1440245,2.13361337827939,1.0,1.0,2.0,4.0,6.0,12.0,770.0
14116761,EOA,"10,000–100,000",344649,3.1991736520343887,1.0,1.0,3.0,7.0,11.0,24.0,701.0
14116761,EOA,"100–1,000",3893407,1.4014394076961387,1.0,1.0,1.0,2.0,3.0,6.0,392.0
14116761,EOA,1–100,8304386,1.171542122439877,1.0,1.0,1.0,2.0,2.0,4.0,696.0
14116761,EOA,">100,000",115915,3.0671957900185483,1.0,1.0,2.0,6.0,10.0,29.0,909.0
14297759,CA,0–1,45918,1.0302277973779346,1.0,1.0,1.0,1.0,1.0,2.0,20.0
14297759,CA,"1,000–10,000",4566,1.3688129653964083,1.0,1.0,1.0,2.0,3.0,6.0,32.0
14297759,CA,"10,000–100,000",3856,1.3812240663900415,1.0,1.0,1.0,2.0,3.0,7.0,33.0
14297759,CA,"100–1,000",6444,1.2102731222842955,1.0,1.0,1.0,2.0,2.0,5.0,15.0
14297759,CA,1–100,10524,1.129988597491448,1.0,1.0,1.0,1.0,2.0,3.0,11.0
14297759,CA,">100,000",2419,1.8309218685407194,2.0,1.0,2.0,3.0,3.0,8.0,45.0
14297759,EOA,0–1,3818740,1.1274823632926043,1.0,1.0,1.0,1.0,2.0,3.0,605.0
14297759,EOA,"1,000–10,000",1438015,2.146377471723174,1.0,1.0,2.0,4.0,6.0,13.0,787.0
14297759,EOA,"10,000–100,000",359736,3.0473208130406744,1.0,1.0,3.0,7.0,11.0,24.0,821.0
14297759,EOA,"100–1,000",4045852,1.4046811400911352,1.0,1.0,1.0,2.0,3.0,6.0,392.0
14297759,EOA,1–100,8413680,1.1745714122714437,1.0,1.0,1.0,2.0,2.0,4.0,697.0
14297759,EOA,">100,000",112844,3.0357218815355713,1.0,1.0,2.0,6.0,10.0,29.0,912.0
14497034,CA,0–1,48583,1.0293106642241112,1.0,1.0,1.0,1.0,1.0,2.0,20.0
14497034,CA,"1,000–10,000",4677,1.3551421851614283,1.0,1.0,1.0,2.0,3.0,6.0,32.0
14497034,CA,"10,000–100,000",4243,1.3601225547961349,1.0,1.0,1.0,2.0,3.0,7.0,33.0
14497034,CA,"100–1,000",6882,1.1958732926474862,1.0,1.0,1.0,2.0,2.0,4.0,15.0
14497034,CA,1–100,10894,1.1291536625665504,1.0,1.0,1.0,1.0,2.0,3.0,17.0
14497034,CA,">100,000",2470,1.8380566801619433,2.0,1.0,2.0,3.0,3.0,9.309999999999945,45.0
14497034,EOA,0–1,3885803,1.1274997728912146,1.0,1.0,1.0,1.0,2.0,3.0,605.0
14497034,EOA,"1,000–10,000",1383556,2.190199746161341,1.0,1.0,2.0,4.0,6.0,13.0,808.0
14497034,EOA,"10,000–100,000",352262,3.2337095684462134,1.0,1.0,3.0,7.0,11.0,24.0,762.0
14497034,EOA,"100–1,000",4007341,1.4045118695913326,1.0,1.0,1.0,2.0,3.0,6.0,392.0
14497034,EOA,1–100,8430641,1.1758464154742208,1.0,1.0,1.0,2.0,2.0,4.0,697.0
14497034,EOA,">100,000",119272,3.1225853511301898,1.0,1.0,2.0,6.0,10.0,29.0,933.0
14688630,CA,0–1,52096,1.0284090909090908,1.0,1.0,1.0,1.0,1.0,2.0,20.0
14688630,CA,"1,000–10,000",5190,1.332562620423892,1.0,1.0,1.0,2.0,3.0,6.0,32.0
14688630,CA,"10,000–100,000",4130,1.3665859564164649,1.0,1.0,1.0,2.0,2.549999999999727,7.0,33.0
14688630,CA,"100–1,000",6847,1.2057835548415365,1.0,1.0,1.0,2.0,2.0,5.0,15.0
14688630,CA,1–100,11890,1.1259882253994953,1.0,1.0,1.0,1.0,2.0,3.0,17.0
14688630,CA,">100,000",2234,1.8786929274843331,2.0,1.0,2.0,3.0,3.0,10.0,46.0
14688630,EOA,0–1,4108368,1.1264908596308802,1.0,1.0,1.0,1.0,2.0,3.0,605.0
14688630,EOA,"1,000–10,000",1231003,2.2849757474189745,1.0,1.0,2.0,5.0,7.0,14.0,823.0
14688630,EOA,"10,000–100,000",298907,3.200587473695832,1.0,1.0,3.0,7.0,11.0,25.0,804.0
14688630,EOA,"100–1,000",3990511,1.4409730984327571,1.0,1.0,1.0,2.0,3.0,6.0,392.0
14688630,EOA,1–100,8819485,1.1916699217698086,1.0,1.0,1.0,2.0,2.0,4.0,697.0
14688630,EOA,">100,000",105704,3.0634129266631347,1.0,1.0,2.0,5.0,10.0,29.0,956.0
14881677,CA,0–1,55106,1.0282183428301819,1.0,1.0,1.0,1.0,1.0,2.0,20.0
14881677,CA,"1,000–10,000",5375,1.331906976744186,1.0,1.0,1.0,2.0,3.0,6.0,33.0
14881677,CA,"10,000–100,000",3597,1.4353628023352794,1.0,1.0,2.0,2.0,3.0,7.0,29.0
14881677,CA,"100–1,000",6483,1.2178004010488972,1.0,1.0,1.0,2.0,2.0,5.0,16.0
14881677,CA,1–100,13154,1.1303785920632508,1.0,1.0,1.0,1.0,2.0,3.0,17.0
14881677,CA,">100,000",1733,1.9705712637045585,2.0,1.0,2.0,3.0,3.0,11.680000000000064,46.0
14881677,EOA,0–1,4474133,1.124925655987428,1.0,1.0,1.0,1.0,2.0,3.0,605.0
14881677,EOA,"1,000–10,000",1003152,2.4389225162288466,1.0,1.0,3.0,5.0,8.0,16.0,838.0
14881677,EOA,"10,000–100,000",246419,3.1333501069316894,1.0,1.0,3.0,7.0,11.0,25.0,817.0
14881677,EOA,"100–1,000",3717239,1.4954185081992306,1.0,1.0,1.0,3.0,4.0,7.0,315.0
14881677,EOA,1–100,9257945,1.2098428971008144,1.0,1.0,1.0,2.0,2.0,4.0,770.0
14881677,EOA,">100,000",93219,3.0447440972333966,1.0,1.0,2.0,5.0,9.0,28.0,967.0
15053226,CA,0–1,57787,1.028518524927752,1.0,1.0,1.0,1.0,1.0,2.0,20.0
15053226,CA,"1,000–10,000",5436,1.329654157468727,1.0,1.0,1.0,2.0,3.0,6.0,33.0
15053226,CA,"10,000–100,000",2895,1.5613126079447324,1.0,1.0,2.0,2.0,3.0,8.0,32.0
15053226,CA,"100–1,000",6047,1.2470646601620639,1.0,1.0,1.0,2.0,2.0,5.0,16.0
15053226,CA,1–100,14351,1.1277262908508119,1.0,1.0,1.0,1.0,2.0,3.0,17.0
15053226,CA,">100,000",1335,2.0359550561797755,2.0,1.0,2.0,3.0,3.0,12.0,46.0
15053226,EOA,0–1,4686905,1.1281335977580087,1.0,1.0,1.0,1.0,2.0,3.0,605.0
15053226,EOA,"1,000–10,000",860010,2.5508784781572307,1.0,1.0,3.0,5.0,8.0,17.0,845.0
15053226,EOA,"10,000–100,000",220920,3.037977548433822,1.0,1.0,3.0,6.0,10.0,25.0,837.0
15053226,EOA,"100–1,000",3488570,1.5427989118750662,1.0,1.0,2.0,3.0,4.0,8.0,315.0
15053226,EOA,1–100,9595576,1.2220554555557686,1.0,1.0,1.0,2.0,2.0,4.0,770.0
15053226,EOA,">100,000",87412,2.9627282295337025,1.0,1.0,2.0,5.0,9.0,27.0,982.0
15253306,CA,0–1,61828,1.0263634599210714,1.0,1.0,1.0,1.0,1.0,2.0,20.0
15253306,CA,"1,000–10,000",6170,1.2952998379254457,1.0,1.0,1.0,2.0,2.0,6.0,33.0
15253306,CA,"10,000–100,000",3393,1.4812849985263778,1.0,1.0,2.0,2.0,3.0,7.0,32.0
15253306,CA,"100–1,000",6648,1.2221720818291215,1.0,1.0,1.0,2.0,2.0,5.0,16.0
15253306,CA,1–100,14457,1.1251988656014387,1.0,1.0,1.0,1.0,2.0,3.0,17.0
15253306,CA,">100,000",1587,1.998109640831758,2.0,1.0,2.0,3.0,3.0,12.0,46.0
15253306,EOA,0–1,4535834,1.1291204660488017,1.0,1.0,1.0,1.0,2.0,3.0,605.0
15253306,EOA,"1,000–10,000",965051,2.5322858584675836,1.0,1.0,3.0,5.0,8.0,16.0,859.0
15253306,EOA,"10,000–100,000",250038,3.171793887329126,1.0,1.0,3.0,7.0,11.0,25.0,849.0
15253306,EOA,"100–1,000",3585850,1.5228857871913215,1.0,1.0,1.0,3.0,4.0,7.0,315.0
15253306,EOA,1–100,9494005,1.2143729648341244,1.0,1.0,1.0,2.0,2.0,4.0,770.0
15253306,EOA,">100,000",97355,3.0174105079348776,1.0,1.0,2.0,5.0,9.0,28.0,997.0
15449618,CA,0–1,68676,1.0246956724328733,1.0,1.0,1.0,1.0,1.0,2.0,20.0
15449618,CA,"1,000–10,000",6491,1.2857803112001231,1.0,1.0,1.0,2.0,2.0,6.0,33.0
15449618,CA,"10,000–100,000",3290,1.496352583586626,1.0,1.0,2.0,2.0,3.0,7.0,32.0
15449618,CA,"100–1,000",6703,1.229001939430106,1.0,1.0,1.0,2.0,2.0,5.0,16.0
15449618,CA,1–100,15644,1.1196624904116594,1.0,1.0,1.0,1.0,2.0,3.0,17.0
15449618,CA,">100,000",1482,2.0357624831309042,2.0,1.0,2.0,3.0,3.0,13.190000000000055,46.0
15449618,EOA,0–1,4809684,1.1273992220694748,1.0,1.0,1.0,1.0,2.0,3.0,605.0
15449618,EOA,"1,000–10,000",899033,2.5951906103557936,1.0,1.0,3.0,5.0,8.0,17.0,307.0
15449618,EOA,"10,000–100,000",255739,3.0079143188954363,1.0,1.0,3.0,6.0,10.0,24.0,875.0
15449618,EOA,"100–1,000",3355843,1.5628371172310505,1.0,1.0,2.0,3.0,4.0,8.0,873.0
15449618,EOA,1–100,9538700,1.2238574438864835,1.0,1.0,1.0,2.0,2.0,4.0,771.0
15449618,EOA,">100,000",94772,2.9882771282657323,1.0,1.0,2.0,5.0,9.0,28.0,1014.0
15649595,CA,0–1,75532,1.0233146216173277,1.0,1.0,1.0,1.0,1.0,2.0,21.0
15649595,CA,"1,000–10,000",7153,1.2714944778414652,1.0,1.0,1.0,2.0,2.0,5.479999999999563,33.0
15649595,CA,"10,000–100,000",3089,1.5415992230495306,1.0,1.0,2.0,2.0,3.0,8.0,32.0
15649595,CA,"100–1,000",6774,1.2260112193681725,1.0,1.0,1.0,2.0,2.0,4.0,16.0
15649595,CA,1–100,17010,1.1166960611405057,1.0,1.0,1.0,1.0,2.0,3.0,17.0
15649595,CA,">100,000",1378,2.0457184325108853,2.0,1.0,2.0,3.0,3.1499999999998636,13.230000000000018,45.0
15649595,EOA,0–1,5586764,1.1138682428683224,1.0,1.0,1.0,1.0,2.0,3.0,606.0
15649595,EOA,"1,000–10,000",860248,2.641475481489059,1.0,1.0,3.0,6.0,8.0,17.0,713.0
15649595,EOA,"10,000–100,000",251761,2.9941015486910203,1.0,1.0,3.0,6.0,10.0,24.0,723.0
15649595,EOA,"100–1,000",3258124,1.581724022781208,1.0,1.0,2.0,3.0,4.0,8.0,882.0
15649595,EOA,1–100,9763467,1.2277050764856376,1.0,1.0,1.0,2.0,2.0,4.0,771.0
15649595,EOA,">100,000",95048,2.9044482787644137,1.0,1.0,2.0,5.0,8.0,26.0,1032.0
15871480,CA,0–1,85114,1.0210188688112414,1.0,1.0,1.0,1.0,1.0,2.0,21.0
15871480,CA,"1,000–10,000",8641,1.22578405277167,1.0,1.0,1.0,2.0,2.0,5.0,33.0
15871480,CA,"10,000–100,000",3233,1.5162387875038663,1.0,1.0,2.0,2.0,3.0,7.679999999999836,32.0
15871480,CA,"100–1,000",7267,1.2175588275767166,1.0,1.0,1.0,2.0,2.0,4.0,16.0
15871480,CA,1–100,18792,1.107865048957003,1.0,1.0,1.0,1.0,2.0,3.0,17.0
15871480,CA,">100,000",1465,2.1051194539249147,2.0,1.0,2.0,3.0,4.0,14.0,46.0
15871480,EOA,0–1,5849388,1.109891154425044,1.0,1.0,1.0,1.0,2.0,3.0,606.0
15871480,EOA,"1,000–10,000",894254,2.638523283094065,1.0,1.0,3.0,6.0,8.0,17.0,792.0
15871480,EOA,"10,000–100,000",257957,3.0842543524695976,1.0,1.0,3.0,7.0,10.0,24.0,563.0
15871480,EOA,"100–1,000",3338465,1.5752023759422369,1.0,1.0,2.0,3.0,4.0,8.0,890.0
15871480,EOA,1–100,9743902,1.2302823858450136,1.0,1.0,1.0,2.0,2.0,4.0,771.0
15871480,EOA,">100,000",96325,3.0481287308590708,1.0,1.0,2.0,5.0,9.0,27.0,1044.0
16086234,CA,0–1,92323,1.0204282789770696,1.0,1.0,1.0,1.0,1.0,2.0,21.0
16086234,CA,"1,000–10,000",8356,1.2388702728578267,1.0,1.0,1.0,2.0,2.0,5.0,33.0
16086234,CA,"10,000–100,000",2980,1.5583892617449664,1.0,1.0,2.0,2.0,3.0,8.0,32.0
16086234,CA,"100–1,000",7291,1.2209573446715127,1.0,1.0,1.0,2.0,2.0,4.0,16.0
16086234,CA,1–100,20581,1.1049025800495602,1.0,1.0,1.0,1.0,2.0,3.0,22.0
16086234,CA,">100,000",1297,2.1781033153430993,2.0,1.0,2.0,3.0,4.0,14.0,47.0
16086234,EOA,0–1,5923407,1.1157219147696587,1.0,1.0,1.0,1.0,2.0,3.0,713.0
16086234,EOA,"1,000–10,000",870595,2.7240232254952073,1.0,1.0,3.0,6.0,9.0,18.0,621.0
16086234,EOA,"10,000–100,000",254109,3.137322959832198,1.0,1.0,3.0,7.0,11.0,25.0,945.0
16086234,EOA,"100–1,000",3105904,1.6370988929471098,1.0,1.0,2.0,3.0,4.0,8.0,902.0
16086234,EOA,1–100,10072453,1.2385374247961247,1.0,1.0,1.0,2.0,2.0,4.0,771.0
16086234,EOA,">100,000",99013,2.9090725460293094,1.0,1.0,2.0,5.0,8.0,26.0,1077.0
16308190,CA,0–1,98338,1.019565173178222,1.0,1.0,1.0,1.0,1.0,2.0,21.0
16308190,CA,"1,000–10,000",8853,1.2312210550096012,1.0,1.0,1.0,2.0,2.0,5.0,33.0
16308190,CA,"10,000–100,000",2868,1.5794979079497908,1.0,1.0,2.0,2.0,3.0,8.0,32.0
16308190,CA,"100–1,000",7487,1.2163750500868171,1.0,1.0,1.0,2.0,2.0,4.0,16.0
16308190,CA,1–100,22440,1.0991532976827094,1.0,1.0,1.0,1.0,2.0,3.0,22.0
16308190,CA,">100,000",1217,2.1972062448644207,2.0,1.0,2.0,3.0,4.0,14.679999999999836,47.0
16308190,EOA,0–1,6122244,1.11033683074376,1.0,1.0,1.0,1.0,2.0,3.0,731.0
16308190,EOA,"1,000–10,000",827574,2.7712845014463965,1.0,1.0,3.0,6.0,9.0,18.0,639.0
16308190,EOA,"10,000–100,000",249612,3.0522851465474417,1.0,1.0,3.0,6.0,10.0,24.0,1023.0
16308190,EOA,"100–1,000",2553728,1.7739649641621973,1.0,1.0,2.0,3.0,5.0,9.0,910.0
16308190,EOA,1–100,10283317,1.24933598760011,1.0,1.0,1.0,2.0,2.0,4.0,771.0
16308190,EOA,">100,000",100209,2.791874981289106,1.0,1.0,2.0,5.0,8.0,24.0,1123.0
16530248,CA,0–1,103985,1.0181660816463913,1.0,1.0,1.0,1.0,1.0,2.0,21.0
16530248,CA,"1,000–10,000",9685,1.2077439339184306,1.0,1.0,1.0,2.0,2.0,4.1599999999998545,33.0
16530248,CA,"10,000–100,000",3263,1.549800796812749,1.0,1.0,2.0,2.0,3.0,8.0,32.0
16530248,CA,"100–1,000",7975,1.2096551724137932,1.0,1.0,1.0,2.0,2.0,4.0,22.0
16530248,CA,1–100,24261,1.0880425374057128,1.0,1.0,1.0,1.0,2.0,3.0,17.0
16530248,CA,">100,000",1411,2.118355776045358,2.0,1.0,2.0,3.0,4.0,13.0,49.0
16530248,EOA,0–1,5968860,1.1059850624742413,1.0,1.0,1.0,1.0,2.0,3.0,884.0
16530248,EOA,"1,000–10,000",970959,2.7190952450103456,1.0,1.0,3.0,6.0,8.0,17.0,662.0
16530248,EOA,"10,000–100,000",282061,3.2616065319204,1.0,1.0,3.0,7.0,11.0,25.0,910.0
16530248,EOA,"100–1,000",2746344,1.7088536614495489,1.0,1.0,2.0,3.0,4.0,9.0,922.0
16530248,EOA,1–100,10231753,1.2355656943634195,1.0,1.0,1.0,2.0,2.0,4.0,771.0
16530248,EOA,">100,000",112296,2.8270641875044524,1.0,1.0,2.0,5.0,8.0,25.0,1158.0
16730072,CA,0–1,108162,1.017344353839611,1.0,1.0,1.0,1.0,1.0,2.0,21.0
16730072,CA,"1,000–10,000",9784,1.2079926410466066,1.0,1.0,1.0,2.0,2.0,5.0,33.0
16730072,CA,"10,000–100,000",3339,1.5432764300688828,1.0,1.0,2.0,2.0,3.0,8.0,32.0
16730072,CA,"100–1,000",8250,1.2024242424242424,1.0,1.0,1.0,2.0,2.0,4.0,22.0
16730072,CA,1–100,26249,1.0820983656520249,1.0,1.0,1.0,1.0,2.0,2.0,17.0
16730072,CA,">100,000",1471,2.124405166553365,2.0,1.0,2.0,3.0,4.0,13.299999999999955,49.0
16730072,EOA,0–1,6155079,1.1033435964022558,1.0,1.0,1.0,1.0,2.0,3.0,1015.0
16730072,EOA,"1,000–10,000",1012307,2.7342387240234434,1.0,1.0,3.0,6.0,8.0,17.0,942.0
16730072,EOA,"10,000–100,000",291695,3.4129038893364645,2.0,1.0,3.0,7.0,12.0,26.0,984.0
16730072,EOA,"100–1,000",2709761,1.7225552364212193,1.0,1.0,2.0,3.0,4.0,9.0,623.0
16730072,EOA,1–100,10205259,1.2328526889910387,1.0,1.0,1.0,2.0,2.0,4.0,771.0
16730072,EOA,">100,000",115290,2.8837713591811953,1.0,1.0,2.0,5.0,8.0,26.0,1195.0
16950603,CA,0–1,113821,1.0167631632124126,1.0,1.0,1.0,1.0,1.0,2.0,21.0
16950603,CA,"1,000–10,000",10444,1.197721179624665,1.0,1.0,1.0,2.0,2.0,4.0,32.0
16950603,CA,"10,000–100,000",3598,1.5247359644246803,1.0,1.0,2.0,2.0,3.0,8.0,33.0
16950603,CA,"100–1,000",8775,1.191908831908832,1.0,1.0,1.0,2.0,2.0,4.0,22.0
16950603,CA,1–100,27971,1.0780451181580923,1.0,1.0,1.0,1.0,2.0,2.0,17.0
16950603,CA,">100,000",1507,2.1161247511612475,2.0,1.0,2.0,3.0,4.0,13.0,53.0
16950603,EOA,0–1,6135642,1.1072168161049813,1.0,1.0,1.0,1.0,2.0,3.0,1102.0
16950603,EOA,"1,000–10,000",995636,2.773057623468818,1.0,1.0,3.0,6.0,9.0,17.0,953.0
16950603,EOA,"10,000–100,000",286157,3.4110226204496135,2.0,1.0,3.0,7.0,12.0,26.0,1044.0
16950603,EOA,"100–1,000",2707896,1.7272845781374173,1.0,1.0,2.0,3.0,5.0,9.0,623.0
16950603,EOA,1–100,10369139,1.234766551012577,1.0,1.0,1.0,2.0,2.0,4.0,771.0
16950603,EOA,">100,000",110909,2.9238114129601747,1.0,1.0,2.0,5.0,8.0,26.0,1235.0
17162287,CA,0–1,122197,1.0159987561069421,1.0,1.0,1.0,1.0,1.0,2.0,21.0
17162287,CA,"1,000–10,000",11920,1.1769295302013423,1.0,1.0,1.0,2.0,2.0,4.0,32.0
17162287,CA,"10,000–100,000",3800,1.5118421052631579,1.0,1.0,2.0,2.0,3.0,8.0,33.0
17162287,CA,"100–1,000",9244,1.190177412375595,1.0,1.0,1.0,2.0,2.0,4.0,22.0
17162287,CA,1–100,30389,1.0738754154463785,1.0,1.0,1.0,1.0,2.0,2.0,17.0
17162287,CA,">100,000",1462,2.1196990424076607,2.0,1.0,2.0,3.0,4.0,13.3900000000001,55.0
17162287,EOA,0–1,6217529,1.1081138503736774,1.0,1.0,1.0,1.0,2.0,3.0,818.0
17162287,EOA,"1,000–10,000",978885,2.816099950453833,2.0,1.0,3.0,6.0,9.0,18.0,978.0
17162287,EOA,"10,000–100,000",284773,3.4003153388839533,2.0,1.0,3.0,7.0,12.0,26.0,1125.0
17162287,EOA,"100–1,000",2814461,1.7321700318462399,1.0,1.0,2.0,3.0,5.0,9.0,623.0
17162287,EOA,1–100,10546784,1.2362168410768628,1.0,1.0,1.0,2.0,2.0,4.0,1180.0
17162287,EOA,">100,000",111271,2.900567083966173,1.0,1.0,2.0,5.0,8.0,26.0,1206.0
17382266,CA,0–1,136075,1.0150799191622266,1.0,1.0,1.0,1.0,1.0,2.0,21.0
17382266,CA,"1,000–10,000",15016,1.14664358018114,1.0,1.0,1.0,1.0,2.0,4.0,33.0
17382266,CA,"10,000–100,000",4187,1.4556962025316456,1.0,1.0,2.0,2.0,3.0,8.0,32.0
17382266,CA,"100–1,000",9896,1.1825990299110751,1.0,1.0,1.0,2.0,2.0,4.0,22.0
17382266,CA,1–100,33562,1.0681723377629462,1.0,1.0,1.0,1.0,1.0,2.0,18.0
17382266,CA,">100,000",1453,2.1218169304886443,2.0,1.0,2.0,3.0,4.0,13.480000000000018,55.0
17382266,EOA,0–1,6410744,1.1113249881760994,1.0,1.0,1.0,1.0,2.0,3.0,819.0
17382266,EOA,"1,000–10,000",922243,2.927092967905422,2.0,1.0,3.0,6.0,9.0,19.0,1070.0
17382266,EOA,"10,000–100,000",268563,3.4017009044432776,1.0,1.0,3.0,7.0,12.0,27.0,1208.0
17382266,EOA,"100–1,000",2804501,1.7804661150058423,1.0,1.0,2.0,3.0,5.0,9.0,685.0
17382266,EOA,1–100,10813570,1.2486422152906025,1.0,1.0,1.0,2.0,2.0,5.0,1283.0
17382266,EOA,">100,000",107554,2.9024211093962102,1.0,1.0,2.0,5.0,8.0,27.0,1279.0
17595510,CA,0–1,146478,1.014213738581903,1.0,1.0,1.0,1.0,1.0,2.0,21.0
17595510,CA,"1,000–10,000",15989,1.1407217462005128,1.0,1.0,1.0,1.0,2.0,4.0,33.0
17595510,CA,"10,000–100,000",4315,1.4495944380069525,1.0,1.0,2.0,2.0,3.0,8.0,32.0
17595510,CA,"100–1,000",10305,1.1762251334303737,1.0,1.0,1.0,2.0,2.0,4.0,22.0
