size_bucket,wallet_count,wallet_pct,wallet_type,wealth_bucket,block
5,41066,2.9681,EOA,"1,000–10,000",14497034
51–100,136,0.0098,EOA,"1,000–10,000",14497034
6–10,71631,5.1773,EOA,"1,000–10,000",14497034
>100,28,0.002,EOA,"1,000–10,000",14497034
1,183574,52.1129,EOA,"10,000–100,000",14497034
11–20,14590,4.1418,EOA,"10,000–100,000",14497034
2,54971,15.6051,EOA,"10,000–100,000",14497034
21–50,4813,1.3663,EOA,"10,000–100,000",14497034
3,30217,8.578,EOA,"10,000–100,000",14497034
4,19403,5.5081,EOA,"10,000–100,000",14497034
5,13323,3.7821,EOA,"10,000–100,000",14497034
51–100,351,0.0996,EOA,"10,000–100,000",14497034
6–10,30955,8.7875,EOA,"10,000–100,000",14497034
>100,65,0.0185,EOA,"10,000–100,000",14497034
1,3131950,78.1553,EOA,"100–1,000",14497034
11–20,6405,0.1598,EOA,"100–1,000",14497034
2,540753,13.4941,EOA,"100–1,000",14497034
21–50,827,0.0206,EOA,"100–1,000",14497034
3,176259,4.3984,EOA,"100–1,000",14497034
4,72867,1.8183,EOA,"100–1,000",14497034
5,35230,0.8791,EOA,"100–1,000",14497034
51–100,38,0.0009,EOA,"100–1,000",14497034
6–10,42993,1.0729,EOA,"100–1,000",14497034
>100,19,0.0005,EOA,"100–1,000",14497034
1,7410439,87.8989,EOA,1–100,14497034
11–20,3354,0.0398,EOA,1–100,14497034
2,781660,9.2717,EOA,1–100,14497034
21–50,492,0.0058,EOA,1–100,14497034
3,147796,1.7531,EOA,1–100,14497034
4,47063,0.5582,EOA,1–100,14497034
5,19606,0.2326,EOA,1–100,14497034
51–100,55,0.0007,EOA,1–100,14497034
6–10,20154,0.2391,EOA,1–100,14497034
>100,22,0.0003,EOA,1–100,14497034
1,76787,64.3797,EOA,">100,000",14497034
11–20,3671,3.0778,EOA,">100,000",14497034
2,15366,12.8832,EOA,">100,000",14497034
21–50,1755,1.4714,EOA,">100,000",14497034
3,7057,5.9167,EOA,">100,000",14497034
4,4399,3.6882,EOA,">100,000",14497034
5,2953,2.4759,EOA,">100,000",14497034
51–100,287,0.2406,EOA,">100,000",14497034
6–10,6835,5.7306,EOA,">100,000",14497034
>100,162,0.1358,EOA,">100,000",14497034
1,50897,97.6985,CA,0–1,14688630
11–20,6,0.0115,CA,0–1,14688630
2,1119,2.148,CA,0–1,14688630
3,32,0.0614,CA,0–1,14688630
4,11,0.0211,CA,0–1,14688630
5,7,0.0134,CA,0–1,14688630
6–10,24,0.0461,CA,0–1,14688630
1,4240,81.6956,CA,"1,000–10,000",14688630
11–20,7,0.1349,CA,"1,000–10,000",14688630
2,669,12.8902,CA,"1,000–10,000",14688630
21–50,2,0.0385,CA,"1,000–10,000",14688630
3,127,2.447,CA,"1,000–10,000",14688630
4,60,1.1561,CA,"1,000–10,000",14688630
5,27,0.5202,CA,"1,000–10,000",14688630
6–10,58,1.1175,CA,"1,000–10,000",14688630
1,3279,79.3947,CA,"10,000–100,000",14688630
11–20,10,0.2421,CA,"10,000–100,000",14688630
2,644,15.5932,CA,"10,000–100,000",14688630
21–50,3,0.0726,CA,"10,000–100,000",14688630
3,88,2.1308,CA,"10,000–100,000",14688630
4,41,0.9927,CA,"10,000–100,000",14688630
5,26,0.6295,CA,"10,000–100,000",14688630
6–10,39,0.9443,CA,"10,000–100,000",14688630
1,5961,87.06,CA,"100–1,000",14688630
11–20,6,0.0876,CA,"100–1,000",14688630
2,680,9.9314,CA,"100–1,000",14688630
3,91,1.329,CA,"100–1,000",14688630
4,43,0.628,CA,"100–1,000",14688630
5,24,0.3505,CA,"100–1,000",14688630
6–10,42,0.6134,CA,"100–1,000",14688630
1,10815,90.9588,CA,1–100,14688630
11–20,3,0.0252,CA,1–100,14688630
2,888,7.4685,CA,1–100,14688630
3,102,0.8579,CA,1–100,14688630
4,31,0.2607,CA,1–100,14688630
5,21,0.1766,CA,1–100,14688630
6–10,30,0.2523,CA,1–100,14688630
1,1055,47.2247,CA,">100,000",14688630
11–20,15,0.6714,CA,">100,000",14688630
2,936,41.8979,CA,">100,000",14688630
21–50,7,0.3133,CA,">100,000",14688630
3,152,6.8039,CA,">100,000",14688630
4,31,1.3876,CA,">100,000",14688630
5,12,0.5372,CA,">100,000",14688630
6–10,26,1.1638,CA,">100,000",14688630
0,279,0.0068,EOA,0–1,14688630
1,3759283,91.5031,EOA,0–1,14688630
11–20,898,0.0219,EOA,0–1,14688630
2,260342,6.3369,EOA,0–1,14688630
21–50,143,0.0035,EOA,0–1,14688630
3,54531,1.3273,EOA,0–1,14688630
4,17696,0.4307,EOA,0–1,14688630
5,8940,0.2176,EOA,0–1,14688630
51–100,35,0.0009,EOA,0–1,14688630
6–10,6189,0.1506,EOA,0–1,14688630
>100,32,0.0008,EOA,0–1,14688630
1,720743,58.5492,EOA,"1,000–10,000",14688630
11–20,20848,1.6936,EOA,"1,000–10,000",14688630
2,210058,17.064,EOA,"1,000–10,000",14688630
21–50,3803,0.3089,EOA,"1,000–10,000",14688630
3,106542,8.6549,EOA,"1,000–10,000",14688630
4,61133,4.9661,EOA,"1,000–10,000",14688630
5,38075,3.093,EOA,"1,000–10,000",14688630
51–100,162,0.0132,EOA,"1,000–10,000",14688630
6–10,69609,5.6547,EOA,"1,000–10,000",14688630
>100,30,0.0024,EOA,"1,000–10,000",14688630
1,160381,53.6558,EOA,"10,000–100,000",14688630
11–20,11928,3.9905,EOA,"10,000–100,000",14688630
2,45794,15.3205,EOA,"10,000–100,000",14688630
21–50,4226,1.4138,EOA,"10,000–100,000",14688630
3,24766,8.2855,EOA,"10,000–100,000",14688630
4,15893,5.317,EOA,"10,000–100,000",14688630
5,10678,3.5723,EOA,"10,000–100,000",14688630
51–100,361,0.1208,EOA,"10,000–100,000",14688630
6–10,24806,8.2989,EOA,"10,000–100,000",14688630
>100,74,0.0248,EOA,"10,000–100,000",14688630
1,3084833,77.3042,EOA,"100–1,000",14688630
11–20,8040,0.2015,EOA,"100–1,000",14688630
2,540246,13.5383,EOA,"100–1,000",14688630
21–50,1062,0.0266,EOA,"100–1,000",14688630
3,184295,4.6183,EOA,"100–1,000",14688630
4,80341,2.0133,EOA,"100–1,000",14688630
5,40168,1.0066,EOA,"100–1,000",14688630
51–100,43,0.0011,EOA,"100–1,000",14688630
6–10,51459,1.2895,EOA,"100–1,000",14688630
>100,24,0.0006,EOA,"100–1,000",14688630
1,7680088,87.0809,EOA,1–100,14688630
11–20,4015,0.0455,EOA,1–100,14688630
2,858174,9.7304,EOA,1–100,14688630
21–50,635,0.0072,EOA,1–100,14688630
3,172572,1.9567,EOA,1–100,14688630
4,56118,0.6363,EOA,1–100,14688630
5,23442,0.2658,EOA,1–100,14688630
51–100,61,0.0007,EOA,1–100,14688630
6–10,24351,0.2761,EOA,1–100,14688630
>100,29,0.0003,EOA,1–100,14688630
1,69119,65.3892,EOA,">100,000",14688630
11–20,3017,2.8542,EOA,">100,000",14688630
2,13894,13.1443,EOA,">100,000",14688630
21–50,1453,1.3746,EOA,">100,000",14688630
3,6179,5.8456,EOA,">100,000",14688630
4,3615,3.4199,EOA,">100,000",14688630
5,2498,2.3632,EOA,">100,000",14688630
51–100,256,0.2422,EOA,">100,000",14688630
6–10,5515,5.2174,EOA,">100,000",14688630
>100,158,0.1495,EOA,">100,000",14688630
1,53846,97.7135,CA,0–1,14881677
11–20,6,0.0109,CA,0–1,14881677
2,1174,2.1304,CA,0–1,14881677
3,37,0.0671,CA,0–1,14881677
4,10,0.0181,CA,0–1,14881677
5,7,0.0127,CA,0–1,14881677
6–10,26,0.0472,CA,0–1,14881677
1,4417,82.1767,CA,"1,000–10,000",14881677
11–20,7,0.1302,CA,"1,000–10,000",14881677
2,669,12.4465,CA,"1,000–10,000",14881677
21–50,4,0.0744,CA,"1,000–10,000",14881677
3,128,2.3814,CA,"1,000–10,000",14881677
4,66,1.2279,CA,"1,000–10,000",14881677
5,29,0.5395,CA,"1,000–10,000",14881677
6–10,55,1.0233,CA,"1,000–10,000",14881677
1,2651,73.7003,CA,"10,000–100,000",14881677
11–20,9,0.2502,CA,"10,000–100,000",14881677
2,742,20.6283,CA,"10,000–100,000",14881677
21–50,1,0.0278,CA,"10,000–100,000",14881677
3,86,2.3909,CA,"10,000–100,000",14881677
4,37,1.0286,CA,"10,000–100,000",14881677
5,29,0.8062,CA,"10,000–100,000",14881677
6–10,42,1.1676,CA,"10,000–100,000",14881677
1,5578,86.0404,CA,"100–1,000",14881677
11–20,4,0.0617,CA,"100–1,000",14881677
2,694,10.7049,CA,"100–1,000",14881677
3,104,1.6042,CA,"100–1,000",14881677
4,41,0.6324,CA,"100–1,000",14881677
5,20,0.3085,CA,"100–1,000",14881677
6–10,42,0.6478,CA,"100–1,000",14881677
1,11974,91.0293,CA,1–100,14881677
11–20,6,0.0456,CA,1–100,14881677
2,965,7.3362,CA,1–100,14881677
3,104,0.7906,CA,1–100,14881677
4,38,0.2889,CA,1–100,14881677
5,30,0.2281,CA,1–100,14881677
6–10,37,0.2813,CA,1–100,14881677
1,759,43.7969,CA,">100,000",14881677
11–20,15,0.8656,CA,">100,000",14881677
2,767,44.2585,CA,">100,000",14881677
21–50,7,0.4039,CA,">100,000",14881677
3,134,7.7323,CA,">100,000",14881677
4,25,1.4426,CA,">100,000",14881677
5,8,0.4616,CA,">100,000",14881677
6–10,18,1.0387,CA,">100,000",14881677
0,287,0.0064,EOA,0–1,14881677
1,4099739,91.632,EOA,0–1,14881677
11–20,1014,0.0227,EOA,0–1,14881677
2,278838,6.2322,EOA,0–1,14881677
21–50,154,0.0034,EOA,0–1,14881677
3,58647,1.3108,EOA,0–1,14881677
4,19042,0.4256,EOA,0–1,14881677
5,9532,0.213,EOA,0–1,14881677
51–100,39,0.0009,EOA,0–1,14881677
6–10,6806,0.1521,EOA,0–1,14881677
>100,35,0.0008,EOA,0–1,14881677
1,571145,56.935,EOA,"1,000–10,000",14881677
11–20,21010,2.0944,EOA,"1,000–10,000",14881677
2,170134,16.9599,EOA,"1,000–10,000",14881677
21–50,4395,0.4381,EOA,"1,000–10,000",14881677
3,88356,8.8078,EOA,"1,000–10,000",14881677
4,51852,5.1689,EOA,"1,000–10,000",14881677
5,32966,3.2862,EOA,"1,000–10,000",14881677
51–100,215,0.0214,EOA,"1,000–10,000",14881677
6–10,63042,6.2844,EOA,"1,000–10,000",14881677
>100,37,0.0037,EOA,"1,000–10,000",14881677
1,134510,54.5859,EOA,"10,000–100,000",14881677
11–20,9178,3.7246,EOA,"10,000–100,000",14881677
2,38525,15.6339,EOA,"10,000–100,000",14881677
21–50,3317,1.3461,EOA,"10,000–100,000",14881677
3,20065,8.1426,EOA,"10,000–100,000",14881677
4,12856,5.2171,EOA,"10,000–100,000",14881677
5,8490,3.4454,EOA,"10,000–100,000",14881677
51–100,327,0.1327,EOA,"10,000–100,000",14881677
6–10,19072,7.7397,EOA,"10,000–100,000",14881677
>100,79,0.0321,EOA,"10,000–100,000",14881677
1,2823620,75.9601,EOA,"100–1,000",14881677
11–20,10425,0.2805,EOA,"100–1,000",14881677
2,512618,13.7903,EOA,"100–1,000",14881677
21–50,1374,0.037,EOA,"100–1,000",14881677
3,182930,4.9211,EOA,"100–1,000",14881677
4,83301,2.2409,EOA,"100–1,000",14881677
5,43326,1.1655,EOA,"100–1,000",14881677
51–100,65,0.0017,EOA,"100–1,000",14881677
6–10,59559,1.6022,EOA,"100–1,000",14881677
>100,21,0.0006,EOA,"100–1,000",14881677
1,7981664,86.2142,EOA,1–100,14881677
11–20,4827,0.0521,EOA,1–100,14881677
2,941185,10.1662,EOA,1–100,14881677
21–50,767,0.0083,EOA,1–100,14881677
3,201746,2.1792,EOA,1–100,14881677
4,67945,0.7339,EOA,1–100,14881677
5,29018,0.3134,EOA,1–100,14881677
51–100,61,0.0007,EOA,1–100,14881677
6–10,30698,0.3316,EOA,1–100,14881677
>100,34,0.0004,EOA,1–100,14881677
1,60611,65.02,EOA,">100,000",14881677
11–20,2459,2.6379,EOA,">100,000",14881677
2,12697,13.6206,EOA,">100,000",14881677
21–50,1198,1.2851,EOA,">100,000",14881677
3,5661,6.0728,EOA,">100,000",14881677
4,3326,3.5679,EOA,">100,000",14881677
5,2142,2.2978,EOA,">100,000",14881677
51–100,219,0.2349,EOA,">100,000",14881677
6–10,4749,5.0945,EOA,">100,000",14881677
>100,157,0.1684,EOA,">100,000",14881677
1,56455,97.695,CA,0–1,15053226
11–20,6,0.0104,CA,0–1,15053226
2,1238,2.1424,CA,0–1,15053226
3,40,0.0692,CA,0–1,15053226
4,12,0.0208,CA,0–1,15053226
5,8,0.0138,CA,0–1,15053226
6–10,28,0.0485,CA,0–1,15053226
1,4471,82.248,CA,"1,000–10,000",15053226
11–20,8,0.1472,CA,"1,000–10,000",15053226
2,679,12.4908,CA,"1,000–10,000",15053226
21–50,4,0.0736,CA,"1,000–10,000",15053226
3,128,2.3547,CA,"1,000–10,000",15053226
4,61,1.1221,CA,"1,000–10,000",15053226
5,31,0.5703,CA,"1,000–10,000",15053226
6–10,54,0.9934,CA,"1,000–10,000",15053226
1,1912,66.0449,CA,"10,000–100,000",15053226
11–20,10,0.3454,CA,"10,000–100,000",15053226
2,781,26.9775,CA,"10,000–100,000",15053226
21–50,3,0.1036,CA,"10,000–100,000",15053226
3,93,3.2124,CA,"10,000–100,000",15053226
4,34,1.1744,CA,"10,000–100,000",15053226
5,24,0.829,CA,"10,000–100,000",15053226
6–10,38,1.3126,CA,"10,000–100,000",15053226
1,5111,84.5213,CA,"100–1,000",15053226
11–20,6,0.0992,CA,"100–1,000",15053226
2,716,11.8406,CA,"100–1,000",15053226
3,105,1.7364,CA,"100–1,000",15053226
4,42,0.6946,CA,"100–1,000",15053226
5,22,0.3638,CA,"100–1,000",15053226
6–10,45,0.7442,CA,"100–1,000",15053226
1,13105,91.3177,CA,1–100,15053226
11–20,6,0.0418,CA,1–100,15053226
2,1008,7.0239,CA,1–100,15053226
3,113,0.7874,CA,1–100,15053226
4,45,0.3136,CA,1–100,15053226
5,32,0.223,CA,1–100,15053226
6–10,42,0.2927,CA,1–100,15053226
1,537,40.2247,CA,">100,000",15053226
11–20,10,0.7491,CA,">100,000",15053226
2,618,46.2921,CA,">100,000",15053226
21–50,6,0.4494,CA,">100,000",15053226
3,118,8.839,CA,">100,000",15053226
4,25,1.8727,CA,">100,000",15053226
5,7,0.5243,CA,">100,000",15053226
6–10,14,1.0487,CA,">100,000",15053226
0,291,0.0062,EOA,0–1,15053226
1,4285800,91.442,EOA,0–1,15053226
11–20,1113,0.0237,EOA,0–1,15053226
2,298342,6.3654,EOA,0–1,15053226
21–50,173,0.0037,EOA,0–1,15053226
3,62671,1.3372,EOA,0–1,15053226
4,20858,0.445,EOA,0–1,15053226
5,10239,0.2185,EOA,0–1,15053226
51–100,40,0.0009,EOA,0–1,15053226
6–10,7338,0.1566,EOA,0–1,15053226
>100,40,0.0009,EOA,0–1,15053226
1,481284,55.9626,EOA,"1,000–10,000",15053226
11–20,20477,2.381,EOA,"1,000–10,000",15053226
2,145711,16.9429,EOA,"1,000–10,000",15053226
21–50,4746,0.5519,EOA,"1,000–10,000",15053226
3,75911,8.8268,EOA,"1,000–10,000",15053226
4,45253,5.2619,EOA,"1,000–10,000",15053226
5,29139,3.3882,EOA,"1,000–10,000",15053226
51–100,269,0.0313,EOA,"1,000–10,000",15053226
6–10,57165,6.647,EOA,"1,000–10,000",15053226
>100,55,0.0064,EOA,"1,000–10,000",15053226
1,123549,55.9248,EOA,"10,000–100,000",15053226
11–20,7532,3.4094,EOA,"10,000–100,000",15053226
2,34975,15.8315,EOA,"10,000–100,000",15053226
21–50,2796,1.2656,EOA,"10,000–100,000",15053226
3,17592,7.9631,EOA,"10,000–100,000",15053226
4,10956,4.9593,EOA,"10,000–100,000",15053226
5,7121,3.2233,EOA,"10,000–100,000",15053226
51–100,296,0.134,EOA,"10,000–100,000",15053226
6–10,16021,7.2519,EOA,"10,000–100,000",15053226
>100,82,0.0371,EOA,"10,000–100,000",15053226
1,2615652,74.9778,EOA,"100–1,000",15053226
11–20,12640,0.3623,EOA,"100–1,000",15053226
2,484115,13.8772,EOA,"100–1,000",15053226
21–50,1644,0.0471,EOA,"100–1,000",15053226
3,178653,5.1211,EOA,"100–1,000",15053226
4,84502,2.4223,EOA,"100–1,000",15053226
5,45570,1.3063,EOA,"100–1,000",15053226
51–100,74,0.0021,EOA,"100–1,000",15053226
6–10,65697,1.8832,EOA,"100–1,000",15053226
>100,23,0.0007,EOA,"100–1,000",15053226
1,8224703,85.7135,EOA,1–100,15053226
11–20,5602,0.0584,EOA,1–100,15053226
2,994306,10.3621,EOA,1–100,15053226
21–50,876,0.0091,EOA,1–100,15053226
3,223083,2.3249,EOA,1–100,15053226
4,76943,0.8019,EOA,1–100,15053226
5,33669,0.3509,EOA,1–100,15053226
51–100,66,0.0007,EOA,1–100,15053226
6–10,36293,0.3782,EOA,1–100,15053226
>100,35,0.0004,EOA,1–100,15053226
1,57301,65.5528,EOA,">100,000",15053226
11–20,2172,2.4848,EOA,">100,000",15053226
2,12037,13.7704,EOA,">100,000",15053226
21–50,1052,1.2035,EOA,">100,000",15053226
3,5324,6.0907,EOA,">100,000",15053226
4,3043,3.4812,EOA,">100,000",15053226
5,1925,2.2022,EOA,">100,000",15053226
51–100,198,0.2265,EOA,">100,000",15053226
6–10,4216,4.8231,EOA,">100,000",15053226
>100,144,0.1647,EOA,">100,000",15053226
1,60508,97.865,CA,0–1,15253306
11–20,6,0.0097,CA,0–1,15253306
2,1231,1.991,CA,0–1,15253306
3,36,0.0582,CA,0–1,15253306
4,11,0.0178,CA,0–1,15253306
5,8,0.0129,CA,0–1,15253306
6–10,28,0.0453,CA,0–1,15253306
1,5186,84.0519,CA,"1,000–10,000",15253306
11–20,6,0.0972,CA,"1,000–10,000",15253306
2,691,11.1994,CA,"1,000–10,000",15253306
21–50,4,0.0648,CA,"1,000–10,000",15253306
3,126,2.0421,CA,"1,000–10,000",15253306
4,68,1.1021,CA,"1,000–10,000",15253306
5,33,0.5348,CA,"1,000–10,000",15253306
6–10,56,0.9076,CA,"1,000–10,000",15253306
1,2417,71.2349,CA,"10,000–100,000",15253306
11–20,13,0.3831,CA,"10,000–100,000",15253306
2,772,22.7527,CA,"10,000–100,000",15253306
21–50,2,0.0589,CA,"10,000–100,000",15253306
3,90,2.6525,CA,"10,000–100,000",15253306
4,36,1.061,CA,"10,000–100,000",15253306
5,24,0.7073,CA,"10,000–100,000",15253306
6–10,39,1.1494,CA,"10,000–100,000",15253306
1,5711,85.9055,CA,"100–1,000",15253306
11–20,6,0.0903,CA,"100–1,000",15253306
2,722,10.8604,CA,"100–1,000",15253306
3,106,1.5945,CA,"100–1,000",15253306
4,40,0.6017,CA,"100–1,000",15253306
5,18,0.2708,CA,"100–1,000",15253306
6–10,45,0.6769,CA,"100–1,000",15253306
1,13225,91.4782,CA,1–100,15253306
11–20,8,0.0553,CA,1–100,15253306
2,1002,6.9309,CA,1–100,15253306
3,110,0.7609,CA,1–100,15253306
4,42,0.2905,CA,1–100,15253306
5,33,0.2283,CA,1–100,15253306
6–10,37,0.2559,CA,1–100,15253306
1,680,42.8481,CA,">100,000",15253306
11–20,13,0.8192,CA,">100,000",15253306
2,704,44.3604,CA,">100,000",15253306
21–50,7,0.4411,CA,">100,000",15253306
3,130,8.1916,CA,">100,000",15253306
4,29,1.8273,CA,">100,000",15253306
5,8,0.5041,CA,">100,000",15253306
6–10,16,1.0082,CA,">100,000",15253306
0,306,0.0067,EOA,0–1,15253306
1,4144590,91.3744,EOA,0–1,15253306
11–20,1030,0.0227,EOA,0–1,15253306
2,292186,6.4417,EOA,0–1,15253306
21–50,182,0.004,EOA,0–1,15253306
3,60724,1.3388,EOA,0–1,15253306
4,19673,0.4337,EOA,0–1,15253306
5,9875,0.2177,EOA,0–1,15253306
51–100,46,0.001,EOA,0–1,15253306
6–10,7174,0.1582,EOA,0–1,15253306
>100,48,0.0011,EOA,0–1,15253306
1,527034,54.612,EOA,"1,000–10,000",15253306
11–20,21765,2.2553,EOA,"1,000–10,000",15253306
2,170599,17.6777,EOA,"1,000–10,000",15253306
21–50,4571,0.4737,EOA,"1,000–10,000",15253306
3,89512,9.2754,EOA,"1,000–10,000",15253306
4,52957,5.4875,EOA,"1,000–10,000",15253306
5,33823,3.5048,EOA,"1,000–10,000",15253306
51–100,251,0.026,EOA,"1,000–10,000",15253306
6–10,64492,6.6828,EOA,"1,000–10,000",15253306
>100,47,0.0049,EOA,"1,000–10,000",15253306
1,133117,53.2387,EOA,"10,000–100,000",15253306
11–20,9327,3.7302,EOA,"10,000–100,000",15253306
2,41042,16.4143,EOA,"10,000–100,000",15253306
21–50,3407,1.3626,EOA,"10,000–100,000",15253306
3,21191,8.4751,EOA,"10,000–100,000",15253306
4,12991,5.1956,EOA,"10,000–100,000",15253306
5,8739,3.4951,EOA,"10,000–100,000",15253306
51–100,332,0.1328,EOA,"10,000–100,000",15253306
6–10,19818,7.926,EOA,"10,000–100,000",15253306
>100,74,0.0296,EOA,"10,000–100,000",15253306
1,2693813,75.1234,EOA,"100–1,000",15253306
11–20,11082,0.309,EOA,"100–1,000",15253306
2,503646,14.0454,EOA,"100–1,000",15253306
21–50,1501,0.0419,EOA,"100–1,000",15253306
3,183704,5.123,EOA,"100–1,000",15253306
4,84744,2.3633,EOA,"100–1,000",15253306
5,44990,1.2547,EOA,"100–1,000",15253306
51–100,70,0.002,EOA,"100–1,000",15253306
6–10,62276,1.7367,EOA,"100–1,000",15253306
>100,24,0.0007,EOA,"100–1,000",15253306
1,8173253,86.0886,EOA,1–100,15253306
11–20,5400,0.0569,EOA,1–100,15253306
2,965757,10.1723,EOA,1–100,15253306
21–50,844,0.0089,EOA,1–100,15253306
3,211844,2.2313,EOA,1–100,15253306
4,72558,0.7643,EOA,1–100,15253306
5,30991,0.3264,EOA,1–100,15253306
51–100,64,0.0007,EOA,1–100,15253306
6–10,33255,0.3503,EOA,1–100,15253306
>100,39,0.0004,EOA,1–100,15253306
1,61669,63.3445,EOA,">100,000",15253306
11–20,2507,2.5751,EOA,">100,000",15253306
2,15068,15.4774,EOA,">100,000",15253306
21–50,1188,1.2203,EOA,">100,000",15253306
3,6037,6.201,EOA,">100,000",15253306
4,3464,3.5581,EOA,">100,000",15253306
5,2221,2.2813,EOA,">100,000",15253306
51–100,216,0.2219,EOA,">100,000",15253306
6–10,4823,4.954,EOA,">100,000",15253306
>100,162,0.1664,EOA,">100,000",15253306
1,67309,98.0095,CA,0–1,15449618
11–20,7,0.0102,CA,0–1,15449618
2,1274,1.8551,CA,0–1,15449618
3,38,0.0553,CA,0–1,15449618
4,12,0.0175,CA,0–1,15449618
5,8,0.0116,CA,0–1,15449618
6–10,28,0.0408,CA,0–1,15449618
1,5480,84.4246,CA,"1,000–10,000",15449618
11–20,6,0.0924,CA,"1,000–10,000",15449618
2,720,11.0923,CA,"1,000–10,000",15449618
21–50,4,0.0616,CA,"1,000–10,000",15449618
3,127,1.9566,CA,"1,000–10,000",15449618
4,63,0.9706,CA,"1,000–10,000",15449618
5,32,0.493,CA,"1,000–10,000",15449618
6–10,59,0.909,CA,"1,000–10,000",15449618
1,2318,70.4559,CA,"10,000–100,000",15449618
11–20,13,0.3951,CA,"10,000–100,000",15449618
2,768,23.3435,CA,"10,000–100,000",15449618
21–50,3,0.0912,CA,"10,000–100,000",15449618
3,94,2.8571,CA,"10,000–100,000",15449618
4,32,0.9726,CA,"10,000–100,000",15449618
5,26,0.7903,CA,"10,000–100,000",15449618
6–10,36,1.0942,CA,"10,000–100,000",15449618
1,5745,85.7079,CA,"100–1,000",15449618
11–20,7,0.1044,CA,"100–1,000",15449618
2,732,10.9205,CA,"100–1,000",15449618
3,106,1.5814,CA,"100–1,000",15449618
4,46,0.6863,CA,"100–1,000",15449618
5,22,0.3282,CA,"100–1,000",15449618
6–10,45,0.6713,CA,"100–1,000",15449618
1,14366,91.8307,CA,1–100,15449618
11–20,7,0.0447,CA,1–100,15449618
2,1038,6.6351,CA,1–100,15449618
3,114,0.7287,CA,1–100,15449618
4,45,0.2877,CA,1–100,15449618
5,33,0.2109,CA,1–100,15449618
6–10,41,0.2621,CA,1–100,15449618
1,615,41.498,CA,">100,000",15449618
11–20,12,0.8097,CA,">100,000",15449618
2,670,45.2092,CA,">100,000",15449618
21–50,7,0.4723,CA,">100,000",15449618
3,127,8.5695,CA,">100,000",15449618
4,26,1.7544,CA,">100,000",15449618
5,10,0.6748,CA,">100,000",15449618
6–10,15,1.0121,CA,">100,000",15449618
0,306,0.0064,EOA,0–1,15449618
1,4402907,91.5425,EOA,0–1,15449618
11–20,1129,0.0235,EOA,0–1,15449618
2,303084,6.3015,EOA,0–1,15449618
21–50,198,0.0041,EOA,0–1,15449618
3,63388,1.3179,EOA,0–1,15449618
4,20563,0.4275,EOA,0–1,15449618
5,10234,0.2128,EOA,0–1,15449618
