size_bucket,wallet_count,wallet_pct,wealth_bucket,block
2,596618,15.8594,"100–1,000",20429973
21–50,3974,0.1056,"100–1,000",20429973
3,256178,6.8098,"100–1,000",20429973
4,130247,3.4622,"100–1,000",20429973
5,73245,1.947,"100–1,000",20429973
51–100,295,0.0078,"100–1,000",20429973
6–10,111162,2.9549,"100–1,000",20429973
>100,112,0.003,"100–1,000",20429973
1,11156009,84.5978,1–100,20429973
11–20,13959,0.1059,1–100,20429973
2,1389525,10.537,1–100,20429973
21–50,2863,0.0217,1–100,20429973
3,351127,2.6627,1–100,20429973
4,134340,1.0187,1–100,20429973
5,63039,0.478,1–100,20429973
51–100,243,0.0018,1–100,20429973
6–10,75892,0.5755,1–100,20429973
>100,121,0.0009,1–100,20429973
1,52170,50.7975,">100,000",20429973
11–20,4124,4.0155,">100,000",20429973
2,19451,18.9393,">100,000",20429973
21–50,2092,2.037,">100,000",20429973
3,8258,8.0407,">100,000",20429973
4,4706,4.5822,">100,000",20429973
5,3183,3.0993,">100,000",20429973
51–100,390,0.3797,">100,000",20429973
6–10,8023,7.8119,">100,000",20429973
>100,305,0.297,">100,000",20429973
0,43752,0.4588,0–1,20651994
1,8746721,91.7266,0–1,20651994
11–20,3728,0.0391,0–1,20651994
2,546630,5.7325,0–1,20651994
21–50,919,0.0096,0–1,20651994
3,117115,1.2282,0–1,20651994
4,39931,0.4188,0–1,20651994
5,18544,0.1945,0–1,20651994
51–100,195,0.002,0–1,20651994
6–10,17952,0.1883,0–1,20651994
>100,161,0.0017,0–1,20651994
1,579818,46.177,"1,000–10,000",20651994
11–20,47072,3.7488,"1,000–10,000",20651994
2,217960,17.3584,"1,000–10,000",20651994
21–50,11035,0.8788,"1,000–10,000",20651994
3,128429,10.2281,"1,000–10,000",20651994
4,84871,6.7592,"1,000–10,000",20651994
5,58548,4.6628,"1,000–10,000",20651994
51–100,757,0.0603,"1,000–10,000",20651994
6–10,126949,10.1103,"1,000–10,000",20651994
>100,204,0.0162,"1,000–10,000",20651994
1,140428,42.6039,"10,000–100,000",20651994
11–20,20870,6.3317,"10,000–100,000",20651994
2,55019,16.692,"10,000–100,000",20651994
21–50,7954,2.4131,"10,000–100,000",20651994
3,30102,9.1325,"10,000–100,000",20651994
4,20804,6.3116,"10,000–100,000",20651994
5,14969,4.5414,"10,000–100,000",20651994
51–100,881,0.2673,"10,000–100,000",20651994
6–10,38348,11.6342,"10,000–100,000",20651994
>100,238,0.0722,"10,000–100,000",20651994
1,2449357,67.5029,"100–1,000",20651994
11–20,26329,0.7256,"100–1,000",20651994
2,572135,15.7677,"100–1,000",20651994
21–50,4522,0.1246,"100–1,000",20651994
3,251854,6.941,"100–1,000",20651994
4,131016,3.6107,"100–1,000",20651994
5,75135,2.0707,"100–1,000",20651994
51–100,307,0.0085,"100–1,000",20651994
6–10,117745,3.245,"100–1,000",20651994
>100,123,0.0034,"100–1,000",20651994
1,11084385,83.9147,1–100,20651994
11–20,15615,0.1182,1–100,20651994
2,1432494,10.8447,1–100,20651994
21–50,3166,0.024,1–100,20651994
3,373679,2.8289,1–100,20651994
4,145226,1.0994,1–100,20651994
5,69190,0.5238,1–100,20651994
51–100,284,0.0022,1–100,20651994
6–10,84948,0.6431,1–100,20651994
>100,124,0.0009,1–100,20651994
1,48006,51.5456,">100,000",20651994
11–20,3469,3.7248,">100,000",20651994
2,17942,19.2649,">100,000",20651994
21–50,1777,1.908,">100,000",20651994
3,7328,7.8683,">100,000",20651994
4,4217,4.5279,">100,000",20651994
5,2733,2.9345,">100,000",20651994
51–100,362,0.3887,">100,000",20651994
6–10,6983,7.4979,">100,000",20651994
>100,316,0.3393,">100,000",20651994
0,43747,0.4716,0–1,20866919
1,8517868,91.8152,0–1,20866919
11–20,3743,0.0403,0–1,20866919
2,524736,5.6562,0–1,20866919
21–50,925,0.01,0–1,20866919
3,111873,1.2059,0–1,20866919
4,38306,0.4129,0–1,20866919
5,17888,0.1928,0–1,20866919
51–100,187,0.002,0–1,20866919
6–10,17749,0.1913,0–1,20866919
>100,169,0.0018,0–1,20866919
1,648683,46.476,"1,000–10,000",20866919
11–20,49056,3.5147,"1,000–10,000",20866919
2,245305,17.5753,"1,000–10,000",20866919
21–50,11147,0.7986,"1,000–10,000",20866919
3,144138,10.327,"1,000–10,000",20866919
4,94324,6.758,"1,000–10,000",20866919
5,64878,4.6483,"1,000–10,000",20866919
51–100,752,0.0539,"1,000–10,000",20866919
6–10,137241,9.8329,"1,000–10,000",20866919
>100,215,0.0154,"1,000–10,000",20866919
1,150122,40.0231,"10,000–100,000",20866919
11–20,25373,6.7645,"10,000–100,000",20866919
2,62408,16.6382,"10,000–100,000",20866919
21–50,9202,2.4533,"10,000–100,000",20866919
3,35777,9.5383,"10,000–100,000",20866919
4,25227,6.7256,"10,000–100,000",20866919
5,18394,4.9039,"10,000–100,000",20866919
51–100,965,0.2573,"10,000–100,000",20866919
6–10,47360,12.6264,"10,000–100,000",20866919
>100,260,0.0693,"10,000–100,000",20866919
1,2699274,68.3695,"100–1,000",20866919
11–20,25267,0.64,"100–1,000",20866919
2,620756,15.723,"100–1,000",20866919
21–50,4251,0.1077,"100–1,000",20866919
3,266203,6.7426,"100–1,000",20866919
4,136358,3.4538,"100–1,000",20866919
5,77503,1.9631,"100–1,000",20866919
51–100,308,0.0078,"100–1,000",20866919
6–10,118027,2.9895,"100–1,000",20866919
>100,123,0.0031,"100–1,000",20866919
1,11357550,84.6081,1–100,20866919
11–20,13393,0.0998,1–100,20866919
2,1416315,10.5508,1–100,20866919
21–50,2706,0.0202,1–100,20866919
3,358919,2.6738,1–100,20866919
4,135650,1.0105,1–100,20866919
5,63308,0.4716,1–100,20866919
51–100,286,0.0021,1–100,20866919
6–10,75454,0.5621,1–100,20866919
>100,127,0.0009,1–100,20866919
1,53776,50.6361,">100,000",20866919
11–20,4459,4.1986,">100,000",20866919
2,19479,18.3416,">100,000",20866919
21–50,2287,2.1535,">100,000",20866919
3,8390,7.9001,">100,000",20866919
4,4934,4.6459,">100,000",20866919
5,3411,3.2118,">100,000",20866919
51–100,449,0.4228,">100,000",20866919
6–10,8678,8.1713,">100,000",20866919
>100,338,0.3183,">100,000",20866919
0,43758,0.4552,0–1,21089069
1,8817976,91.7403,0–1,21089069
11–20,4128,0.0429,0–1,21089069
2,547150,5.6924,0–1,21089069
21–50,1047,0.0109,0–1,21089069
3,118320,1.231,0–1,21089069
4,40678,0.4232,0–1,21089069
5,19158,0.1993,0–1,21089069
51–100,209,0.0022,0–1,21089069
6–10,19292,0.2007,0–1,21089069
>100,173,0.0018,0–1,21089069
1,634272,46.6138,"1,000–10,000",21089069
11–20,49729,3.6547,"1,000–10,000",21089069
2,234360,17.2235,"1,000–10,000",21089069
21–50,11623,0.8542,"1,000–10,000",21089069
3,139246,10.2334,"1,000–10,000",21089069
4,91209,6.7031,"1,000–10,000",21089069
5,63401,4.6595,"1,000–10,000",21089069
51–100,811,0.0596,"1,000–10,000",21089069
6–10,135822,9.9818,"1,000–10,000",21089069
>100,224,0.0165,"1,000–10,000",21089069
1,147512,40.3622,"10,000–100,000",21089069
11–20,24857,6.8014,"10,000–100,000",21089069
2,60518,16.5589,"10,000–100,000",21089069
21–50,9244,2.5293,"10,000–100,000",21089069
3,34186,9.354,"10,000–100,000",21089069
4,24206,6.6232,"10,000–100,000",21089069
5,17632,4.8245,"10,000–100,000",21089069
51–100,992,0.2714,"10,000–100,000",21089069
6–10,46042,12.598,"10,000–100,000",21089069
>100,282,0.0772,"10,000–100,000",21089069
1,2536872,67.3003,"100–1,000",21089069
11–20,26234,0.696,"100–1,000",21089069
2,605694,16.0684,"100–1,000",21089069
21–50,4551,0.1207,"100–1,000",21089069
3,263578,6.9924,"100–1,000",21089069
4,135640,3.5984,"100–1,000",21089069
5,76935,2.041,"100–1,000",21089069
51–100,365,0.0097,"100–1,000",21089069
6–10,119474,3.1695,"100–1,000",21089069
>100,136,0.0036,"100–1,000",21089069
1,11514159,84.1841,1–100,21089069
11–20,15752,0.1152,1–100,21089069
2,1465622,10.7157,1–100,21089069
21–50,3285,0.024,1–100,21089069
3,378939,2.7706,1–100,21089069
4,145571,1.0643,1–100,21089069
5,68857,0.5034,1–100,21089069
51–100,326,0.0024,1–100,21089069
6–10,84696,0.6192,1–100,21089069
>100,147,0.0011,1–100,21089069
1,51867,50.0391,">100,000",21089069
11–20,4471,4.3134,">100,000",21089069
2,19124,18.45,">100,000",21089069
21–50,2280,2.1996,">100,000",21089069
3,8204,7.9149,">100,000",21089069
4,4843,4.6723,">100,000",21089069
5,3338,3.2204,">100,000",21089069
51–100,464,0.4476,">100,000",21089069
6–10,8713,8.4059,">100,000",21089069
>100,349,0.3367,">100,000",21089069
0,43778,0.5216,0–1,21303934
1,7644547,91.085,0–1,21303934
11–20,3804,0.0453,0–1,21303934
2,515270,6.1395,0–1,21303934
21–50,1076,0.0128,0–1,21303934
3,110515,1.3168,0–1,21303934
4,37450,0.4462,0–1,21303934
5,17879,0.213,0–1,21303934
51–100,199,0.0024,0–1,21303934
6–10,18073,0.2153,0–1,21303934
>100,169,0.002,0–1,21303934
1,786104,48.411,"1,000–10,000",21303934
11–20,47557,2.9287,"1,000–10,000",21303934
2,289840,17.8494,"1,000–10,000",21303934
21–50,10327,0.636,"1,000–10,000",21303934
3,166803,10.2723,"1,000–10,000",21303934
4,105966,6.5258,"1,000–10,000",21303934
5,71762,4.4194,"1,000–10,000",21303934
51–100,722,0.0445,"1,000–10,000",21303934
6–10,144503,8.899,"1,000–10,000",21303934
>100,228,0.014,"1,000–10,000",21303934
1,182271,38.0465,"10,000–100,000",21303934
11–20,33517,6.9962,"10,000–100,000",21303934
2,79447,16.5835,"10,000–100,000",21303934
21–50,11402,2.38,"10,000–100,000",21303934
3,47551,9.9256,"10,000–100,000",21303934
4,33418,6.9755,"10,000–100,000",21303934
5,25366,5.2948,"10,000–100,000",21303934
51–100,1129,0.2357,"10,000–100,000",21303934
6–10,64693,13.5038,"10,000–100,000",21303934
>100,280,0.0584,"10,000–100,000",21303934
1,2916806,69.8208,"100–1,000",21303934
11–20,22836,0.5466,"100–1,000",21303934
2,655677,15.6952,"100–1,000",21303934
21–50,4142,0.0991,"100–1,000",21303934
3,267119,6.3941,"100–1,000",21303934
4,132385,3.169,"100–1,000",21303934
5,71658,1.7153,"100–1,000",21303934
51–100,328,0.0079,"100–1,000",21303934
6–10,106480,2.5489,"100–1,000",21303934
>100,132,0.0032,"100–1,000",21303934
1,12534988,85.8109,1–100,21303934
11–20,14435,0.0988,1–100,21303934
2,1425172,9.7563,1–100,21303934
21–50,3078,0.0211,1–100,21303934
3,354552,2.4272,1–100,21303934
4,134857,0.9232,1–100,21303934
5,63200,0.4326,1–100,21303934
51–100,326,0.0022,1–100,21303934
6–10,76922,0.5266,1–100,21303934
>100,153,0.001,1–100,21303934
1,62771,48.1166,">100,000",21303934
11–20,6755,5.178,">100,000",21303934
2,22989,17.622,">100,000",21303934
21–50,3332,2.5541,">100,000",21303934
3,10391,7.9651,">100,000",21303934
4,6348,4.866,">100,000",21303934
5,4712,3.6119,">100,000",21303934
51–100,606,0.4645,">100,000",21303934
6–10,12140,9.3058,">100,000",21303934
>100,412,0.3158,">100,000",21303934
0,43796,0.4742,0–1,21525891
1,8435136,91.3286,0–1,21525891
11–20,4135,0.0448,0–1,21525891
2,552904,5.9864,0–1,21525891
21–50,1159,0.0125,0–1,21525891
3,119384,1.2926,0–1,21525891
4,40318,0.4365,0–1,21525891
5,19240,0.2083,0–1,21525891
51–100,203,0.0022,0–1,21525891
6–10,19564,0.2118,0–1,21525891
>100,185,0.002,0–1,21525891
1,747811,47.519,"1,000–10,000",21525891
11–20,50912,3.2352,"1,000–10,000",21525891
2,278552,17.7003,"1,000–10,000",21525891
21–50,11472,0.729,"1,000–10,000",21525891
3,161715,10.276,"1,000–10,000",21525891
4,104338,6.6301,"1,000–10,000",21525891
5,71074,4.5163,"1,000–10,000",21525891
51–100,804,0.0511,"1,000–10,000",21525891
6–10,146759,9.3257,"1,000–10,000",21525891
>100,272,0.0173,"1,000–10,000",21525891
1,178007,38.5683,"10,000–100,000",21525891
11–20,32400,7.02,"10,000–100,000",21525891
2,76869,16.655,"10,000–100,000",21525891
21–50,11326,2.454,"10,000–100,000",21525891
3,44903,9.729,"10,000–100,000",21525891
4,31721,6.8729,"10,000–100,000",21525891
5,23590,5.1112,"10,000–100,000",21525891
51–100,1192,0.2583,"10,000–100,000",21525891
6–10,61232,13.267,"10,000–100,000",21525891
>100,297,0.0644,"10,000–100,000",21525891
1,2771120,68.1586,"100–1,000",21525891
11–20,25394,0.6246,"100–1,000",21525891
2,657141,16.1631,"100–1,000",21525891
21–50,4540,0.1117,"100–1,000",21525891
3,276724,6.8063,"100–1,000",21525891
4,138685,3.4111,"100–1,000",21525891
5,76145,1.8729,"100–1,000",21525891
51–100,348,0.0086,"100–1,000",21525891
6–10,115458,2.8398,"100–1,000",21525891
>100,139,0.0034,"100–1,000",21525891
1,12380512,85.0663,1–100,21525891
11–20,15881,0.1091,1–100,21525891
2,1479056,10.1626,1–100,21525891
21–50,3293,0.0226,1–100,21525891
3,376674,2.5881,1–100,21525891
4,145022,0.9964,1–100,21525891
5,68443,0.4703,1–100,21525891
51–100,351,0.0024,1–100,21525891
6–10,84572,0.5811,1–100,21525891
>100,153,0.0011,1–100,21525891
1,62044,48.7637,">100,000",21525891
11–20,6334,4.9782,">100,000",21525891
2,22565,17.735,">100,000",21525891
21–50,3103,2.4388,">100,000",21525891
3,10196,8.0136,">100,000",21525891
4,6068,4.7692,">100,000",21525891
5,4429,3.481,">100,000",21525891
51–100,600,0.4716,">100,000",21525891
6–10,11494,9.0337,">100,000",21525891
>100,401,0.3152,">100,000",21525891
0,44154,0.4326,0–1,21747950
1,9361281,91.716,0–1,21747950
11–20,4493,0.044,0–1,21747950
2,583066,5.7125,0–1,21747950
21–50,1262,0.0124,0–1,21747950
3,126767,1.242,0–1,21747950
4,43629,0.4274,0–1,21747950
5,20573,0.2016,0–1,21747950
51–100,225,0.0022,0–1,21747950
6–10,21172,0.2074,0–1,21747950
>100,189,0.0019,0–1,21747950
1,726913,47.7224,"1,000–10,000",21747950
11–20,52016,3.4149,"1,000–10,000",21747950
2,266525,17.4976,"1,000–10,000",21747950
21–50,12346,0.8105,"1,000–10,000",21747950
3,153329,10.0662,"1,000–10,000",21747950
4,99110,6.5066,"1,000–10,000",21747950
5,68098,4.4707,"1,000–10,000",21747950
51–100,865,0.0568,"1,000–10,000",21747950
6–10,143725,9.4357,"1,000–10,000",21747950
>100,284,0.0186,"1,000–10,000",21747950
1,173979,39.7358,"10,000–100,000",21747950
11–20,29475,6.7319,"10,000–100,000",21747950
2,73881,16.874,"10,000–100,000",21747950
21–50,10619,2.4253,"10,000–100,000",21747950
3,42055,9.6051,"10,000–100,000",21747950
4,29257,6.6821,"10,000–100,000",21747950
5,21741,4.9655,"10,000–100,000",21747950
51–100,1149,0.2624,"10,000–100,000",21747950
6–10,55381,12.6487,"10,000–100,000",21747950
>100,302,0.069,"10,000–100,000",21747950
1,2770626,68.0291,"100–1,000",21747950
11–20,28398,0.6973,"100–1,000",21747950
2,647867,15.9075,"100–1,000",21747950
21–50,5226,0.1283,"100–1,000",21747950
3,275777,6.7713,"100–1,000",21747950
4,141257,3.4684,"100–1,000",21747950
5,79234,1.9455,"100–1,000",21747950
51–100,418,0.0103,"100–1,000",21747950
6–10,123750,3.0385,"100–1,000",21747950
>100,156,0.0038,"100–1,000",21747950
1,11982114,84.1188,1–100,21747950
11–20,17055,0.1197,1–100,21747950
2,1527571,10.7241,1–100,21747950
21–50,3497,0.0246,1–100,21747950
3,395825,2.7788,1–100,21747950
4,153224,1.0757,1–100,21747950
5,73172,0.5137,1–100,21747950
51–100,389,0.0027,1–100,21747950
6–10,91267,0.6407,1–100,21747950
>100,165,0.0012,1–100,21747950
1,61303,49.822,">100,000",21747950
11–20,5539,4.5016,">100,000",21747950
2,22463,18.2561,">100,000",21747950
21–50,2759,2.2423,">100,000",21747950
3,9823,7.9833,">100,000",21747950
4,5657,4.5975,">100,000",21747950
5,4065,3.3037,">100,000",21747950
51–100,542,0.4405,">100,000",21747950
6–10,10496,8.5303,">100,000",21747950
>100,397,0.3226,">100,000",21747950
0,45144,0.4118,0–1,21948292
1,10018887,91.3844,0–1,21948292
11–20,5338,0.0487,0–1,21948292
2,652203,5.9489,0–1,21948292
21–50,1442,0.0132,0–1,21948292
3,142388,1.2988,0–1,21948292
4,49620,0.4526,0–1,21948292
5,23414,0.2136,0–1,21948292
51–100,255,0.0023,0–1,21948292
6–10,24550,0.2239,0–1,21948292
>100,213,0.0019,0–1,21948292
1,640190,47.8488,"1,000–10,000",21948292
11–20,51618,3.858,"1,000–10,000",21948292
2,223676,16.7179,"1,000–10,000",21948292
21–50,13246,0.99,"1,000–10,000",21948292
3,130275,9.7369,"1,000–10,000",21948292
4,85699,6.4053,"1,000–10,000",21948292
5,59940,4.48,"1,000–10,000",21948292
51–100,973,0.0727,"1,000–10,000",21948292
6–10,132020,9.8674,"1,000–10,000",21948292
>100,308,0.023,"1,000–10,000",21948292
1,149490,42.1613,"10,000–100,000",21948292
11–20,21958,6.1929,"10,000–100,000",21948292
2,61376,17.3101,"10,000–100,000",21948292
21–50,8509,2.3998,"10,000–100,000",21948292
3,32667,9.2132,"10,000–100,000",21948292
4,22224,6.2679,"10,000–100,000",21948292
5,16138,4.5515,"10,000–100,000",21948292
51–100,1020,0.2877,"10,000–100,000",21948292
6–10,40896,11.5341,"10,000–100,000",21948292
>100,289,0.0815,"10,000–100,000",21948292
1,2552585,66.8418,"100–1,000",21948292
11–20,33601,0.8799,"100–1,000",21948292
2,600967,15.7369,"100–1,000",21948292
21–50,6275,0.1643,"100–1,000",21948292
3,265385,6.9494,"100–1,000",21948292
4,141556,3.7068,"100–1,000",21948292
5,82492,2.1601,"100–1,000",21948292
51–100,474,0.0124,"100–1,000",21948292
6–10,135320,3.5435,"100–1,000",21948292
>100,189,0.0049,"100–1,000",21948292
1,11994087,83.1287,1–100,21948292
11–20,20360,0.1411,1–100,21948292
2,1605463,11.1272,1–100,21948292
21–50,4162,0.0288,1–100,21948292
3,437474,3.032,1–100,21948292
4,173834,1.2048,1–100,21948292
5,83980,0.582,1–100,21948292
51–100,469,0.0033,1–100,21948292
6–10,108332,0.7508,1–100,21948292
>100,170,0.0012,1–100,21948292
1,52012,50.69,">100,000",21948292
11–20,4017,3.9149,">100,000",21948292
2,20100,19.5891,">100,000",21948292
21–50,2013,1.9618,">100,000",21948292
3,8161,7.9536,">100,000",21948292
4,4492,4.3778,">100,000",21948292
5,3081,3.0027,">100,000",21948292
51–100,450,0.4386,">100,000",21948292
6–10,7911,7.7099,">100,000",21948292
>100,371,0.3616,">100,000",21948292
0,45556,0.396,0–1,22170335
1,10490313,91.1923,0–1,22170335
11–20,5828,0.0507,0–1,22170335
2,698906,6.0756,0–1,22170335
21–50,1576,0.0137,0–1,22170335
3,154260,1.341,0–1,22170335
4,53997,0.4694,0–1,22170335
5,25477,0.2215,0–1,22170335
51–100,277,0.0024,0–1,22170335
6–10,27095,0.2355,0–1,22170335
>100,225,0.002,0–1,22170335
1,605134,48.291,"1,000–10,000",22170335
11–20,50227,4.0082,"1,000–10,000",22170335
2,205870,16.4289,"1,000–10,000",22170335
21–50,13484,1.0761,"1,000–10,000",22170335
3,118978,9.4947,"1,000–10,000",22170335
4,78970,6.302,"1,000–10,000",22170335
5,55196,4.4048,"1,000–10,000",22170335
51–100,1051,0.0839,"1,000–10,000",22170335
6–10,123855,9.8839,"1,000–10,000",22170335
>100,335,0.0267,"1,000–10,000",22170335
1,140421,43.5075,"10,000–100,000",22170335
11–20,18970,5.8776,"10,000–100,000",22170335
2,56847,17.6133,"10,000–100,000",22170335
21–50,7453,2.3092,"10,000–100,000",22170335
3,29128,9.0249,"10,000–100,000",22170335
4,19098,5.9173,"10,000–100,000",22170335
5,14133,4.3789,"10,000–100,000",22170335
51–100,957,0.2965,"10,000–100,000",22170335
6–10,35458,10.9862,"10,000–100,000",22170335
>100,286,0.0886,"10,000–100,000",22170335
1,2472777,66.5818,"100–1,000",22170335
11–20,36561,0.9844,"100–1,000",22170335
2,575587,15.4982,"100–1,000",22170335
21–50,7020,0.189,"100–1,000",22170335
3,257944,6.9454,"100–1,000",22170335
4,139805,3.7644,"100–1,000",22170335
5,83038,2.2359,"100–1,000",22170335
51–100,559,0.0151,"100–1,000",22170335
6–10,140396,3.7803,"100–1,000",22170335
>100,208,0.0056,"100–1,000",22170335
1,12126264,82.7189,1–100,22170335
11–20,22753,0.1552,1–100,22170335
2,1649354,11.251,1–100,22170335
21–50,4647,0.0317,1–100,22170335
3,459843,3.1368,1–100,22170335
4,185853,1.2678,1–100,22170335
5,91389,0.6234,1–100,22170335
51–100,486,0.0033,1–100,22170335
6–10,118832,0.8106,1–100,22170335
>100,184,0.0013,1–100,22170335
1,48615,50.3219,">100,000",22170335
11–20,3584,3.7098,">100,000",22170335
2,19285,19.9621,">100,000",22170335
21–50,1755,1.8166,">100,000",22170335
3,8217,8.5055,">100,000",22170335
4,4422,4.5773,">100,000",22170335
5,2908,3.0101,">100,000",22170335
51–100,394,0.4078,">100,000",22170335
6–10,7073,7.3213,">100,000",22170335
>100,355,0.3675,">100,000",22170335
0,46189,0.3995,0–1,22385294
1,10523759,91.0282,0–1,22385294
11–20,5994,0.0518,0–1,22385294
2,714583,6.181,0–1,22385294
21–50,1638,0.0142,0–1,22385294
3,158287,1.3691,0–1,22385294
4,55596,0.4809,0–1,22385294
5,26226,0.2268,0–1,22385294
51–100,285,0.0025,0–1,22385294
6–10,28197,0.2439,0–1,22385294
>100,233,0.002,0–1,22385294
1,640316,48.6659,"1,000–10,000",22385294
11–20,50679,3.8518,"1,000–10,000",22385294
2,217834,16.556,"1,000–10,000",22385294
21–50,13220,1.0048,"1,000–10,000",22385294
3,125259,9.52,"1,000–10,000",22385294
4,82472,6.2681,"1,000–10,000",22385294
5,57433,4.3651,"1,000–10,000",22385294
51–100,1024,0.0778,"1,000–10,000",22385294
6–10,127173,9.6655,"1,000–10,000",22385294
>100,329,0.025,"1,000–10,000",22385294
1,144545,42.2302,"10,000–100,000",22385294
11–20,20732,6.057,"10,000–100,000",22385294
2,61020,17.8276,"10,000–100,000",22385294
21–50,8026,2.3449,"10,000–100,000",22385294
3,31322,9.151,"10,000–100,000",22385294
4,20987,6.1315,"10,000–100,000",22385294
5,15508,4.5308,"10,000–100,000",22385294
51–100,998,0.2916,"10,000–100,000",22385294
6–10,38832,11.3451,"10,000–100,000",22385294
>100,309,0.0903,"10,000–100,000",22385294
1,2619174,67.713,"100–1,000",22385294
11–20,34759,0.8986,"100–1,000",22385294
2,589773,15.2473,"100–1,000",22385294
21–50,6769,0.175,"100–1,000",22385294
3,259634,6.7123,"100–1,000",22385294
4,139280,3.6008,"100–1,000",22385294
5,81675,2.1115,"100–1,000",22385294
51–100,555,0.0143,"100–1,000",22385294
6–10,136224,3.5218,"100–1,000",22385294
>100,207,0.0054,"100–1,000",22385294
1,12343015,83.0288,1–100,22385294
11–20,22863,0.1538,1–100,22385294
2,1646513,11.0757,1–100,22385294
21–50,4742,0.0319,1–100,22385294
3,456258,3.0692,1–100,22385294
4,183968,1.2375,1–100,22385294
5,89989,0.6053,1–100,22385294
51–100,516,0.0035,1–100,22385294
6–10,117877,0.7929,1–100,22385294
>100,197,0.0013,1–100,22385294
1,50831,50.4266,">100,000",22385294
11–20,3800,3.7698,">100,000",22385294
2,19737,19.58,">100,000",22385294
21–50,1863,1.8482,">100,000",22385294
3,8577,8.5088,">100,000",22385294
4,4624,4.5872,">100,000",22385294
5,3070,3.0456,">100,000",22385294
51–100,428,0.4246,">100,000",22385294
6–10,7503,7.4433,">100,000",22385294
>100,369,0.3661,">100,000",22385294
0,46969,0.3945,0–1,22606143
1,10829281,90.956,0–1,22606143
11–20,6085,0.0511,0–1,22606143
2,745163,6.2587,0–1,22606143
21–50,1666,0.014,0–1,22606143
3,163087,1.3698,0–1,22606143
4,57257,0.4809,0–1,22606143
5,27030,0.227,0–1,22606143
51–100,297,0.0025,0–1,22606143
6–10,28995,0.2435,0–1,22606143
>100,238,0.002,0–1,22606143
1,673065,49.3597,"1,000–10,000",22606143
11–20,51059,3.7444,"1,000–10,000",22606143
2,225708,16.5524,"1,000–10,000",22606143
21–50,13390,0.982,"1,000–10,000",22606143
3,128218,9.403,"1,000–10,000",22606143
4,84063,6.1648,"1,000–10,000",22606143
5,58201,4.2682,"1,000–10,000",22606143
51–100,1052,0.0771,"1,000–10,000",22606143
6–10,128512,9.4245,"1,000–10,000",22606143
>100,325,0.0238,"1,000–10,000",22606143
1,152565,42.3486,"10,000–100,000",22606143
11–20,21463,5.9576,"10,000–100,000",22606143
2,64468,17.8949,"10,000–100,000",22606143
21–50,8339,2.3147,"10,000–100,000",22606143
3,33079,9.182,"10,000–100,000",22606143
4,22057,6.1225,"10,000–100,000",22606143
5,16433,4.5614,"10,000–100,000",22606143
51–100,1059,0.294,"10,000–100,000",22606143
6–10,40464,11.2319,"10,000–100,000",22606143
>100,333,0.0924,"10,000–100,000",22606143
1,2691162,68.2151,"100–1,000",22606143
11–20,34758,0.881,"100–1,000",22606143
2,594439,15.0677,"100–1,000",22606143
21–50,6752,0.1711,"100–1,000",22606143
3,260647,6.6068,"100–1,000",22606143
4,138730,3.5165,"100–1,000",22606143
5,81677,2.0703,"100–1,000",22606143
51–100,541,0.0137,"100–1,000",22606143
6–10,136197,3.4523,"100–1,000",22606143
>100,209,0.0053,"100–1,000",22606143
1,12469635,82.98,1–100,22606143
11–20,23194,0.1543,1–100,22606143
2,1664771,11.0783,1–100,22606143
21–50,4819,0.0321,1–100,22606143
3,464691,3.0923,1–100,22606143
4,188059,1.2515,1–100,22606143
5,91636,0.6098,1–100,22606143
51–100,523,0.0035,1–100,22606143
6–10,119731,0.7968,1–100,22606143
>100,212,0.0014,1–100,22606143
1,53446,50.2586,">100,000",22606143
11–20,4119,3.8734,">100,000",22606143
2,20669,19.4363,">100,000",22606143
21–50,1976,1.8582,">100,000",22606143
3,9140,8.5949,">100,000",22606143
4,4867,4.5767,">100,000",22606143
5,3343,3.1436,">100,000",22606143
51–100,436,0.41,">100,000",22606143
6–10,7961,7.4862,">100,000",22606143
>100,385,0.362,">100,000",22606143
0,47025,0.3821,0–1,22820674
1,11183787,90.8773,0–1,22820674
11–20,6469,0.0526,0–1,22820674
2,772635,6.2783,0–1,22820674
21–50,1745,0.0142,0–1,22820674
3,172951,1.4054,0–1,22820674
4,61348,0.4985,0–1,22820674
5,28826,0.2342,0–1,22820674
51–100,317,0.0026,0–1,22820674
6–10,31122,0.2529,0–1,22820674
>100,243,0.002,0–1,22820674
1,668867,50.0222,"1,000–10,000",22820674
11–20,49959,3.7363,"1,000–10,000",22820674
2,219099,16.3856,"1,000–10,000",22820674
21–50,13569,1.0148,"1,000–10,000",22820674
3,123178,9.212,"1,000–10,000",22820674
4,80887,6.0493,"1,000–10,000",22820674
5,55918,4.1819,"1,000–10,000",22820674
51–100,1104,0.0826,"1,000–10,000",22820674
6–10,124220,9.29,"1,000–10,000",22820674
>100,339,0.0254,"1,000–10,000",22820674
1,152912,43.4114,"10,000–100,000",22820674
11–20,20107,5.7083,"10,000–100,000",22820674
2,63780,18.107,"10,000–100,000",22820674
21–50,7836,2.2246,"10,000–100,000",22820674
3,31771,9.0197,"10,000–100,000",22820674
4,20947,5.9468,"10,000–100,000",22820674
5,15429,4.3803,"10,000–100,000",22820674
51–100,1024,0.2907,"10,000–100,000",22820674
6–10,38104,10.8177,"10,000–100,000",22820674
