block_number,date,vol_bin,ret_bin,n_wallets
9193266,2020-01-01,0.0,-2.0,1290
9193266,2020-01-01,0.0,0.0,2468
9193266,2020-01-01,2.0,-8.0,1
9193266,2020-01-01,2.0,-6.0,19
9193266,2020-01-01,2.0,-4.0,92
9193266,2020-01-01,2.0,-2.0,1028
9193266,2020-01-01,2.0,0.0,655
9193266,2020-01-01,2.0,2.0,1
9193266,2020-01-01,2.0,4.0,1
9193266,2020-01-01,4.0,-16.0,1
9193266,2020-01-01,4.0,-10.0,2
9193266,2020-01-01,4.0,-8.0,10
9193266,2020-01-01,4.0,-6.0,173
9193266,2020-01-01,4.0,-4.0,897
9193266,2020-01-01,4.0,-2.0,1043
9193266,2020-01-01,4.0,0.0,225
9193266,2020-01-01,4.0,2.0,4
9193266,2020-01-01,6.0,-26.0,1
9193266,2020-01-01,6.0,-16.0,2
9193266,2020-01-01,6.0,-12.0,9
9193266,2020-01-01,6.0,-10.0,87
9193266,2020-01-01,6.0,-8.0,199
9193266,2020-01-01,6.0,-6.0,340
9193266,2020-01-01,6.0,-4.0,1167
9193266,2020-01-01,6.0,-2.0,1206
9193266,2020-01-01,6.0,0.0,110
9193266,2020-01-01,6.0,4.0,1
9193266,2020-01-01,8.0,-30.0,2
9193266,2020-01-01,8.0,-20.0,3
9193266,2020-01-01,8.0,-18.0,1
9193266,2020-01-01,8.0,-16.0,2
9193266,2020-01-01,8.0,-14.0,24
9193266,2020-01-01,8.0,-12.0,117
9193266,2020-01-01,8.0,-10.0,253
9193266,2020-01-01,8.0,-8.0,178
9193266,2020-01-01,8.0,-6.0,114
9193266,2020-01-01,8.0,-4.0,401
9193266,2020-01-01,8.0,-2.0,628
9193266,2020-01-01,8.0,0.0,310
9193266,2020-01-01,8.0,4.0,4
9193266,2020-01-01,8.0,6.0,1
9193266,2020-01-01,10.0,-32.0,5
9193266,2020-01-01,10.0,-28.0,1
9193266,2020-01-01,10.0,-26.0,1
9193266,2020-01-01,10.0,-22.0,1
9193266,2020-01-01,10.0,-20.0,1
9193266,2020-01-01,10.0,-18.0,6
9193266,2020-01-01,10.0,-16.0,43
9193266,2020-01-01,10.0,-14.0,114
9193266,2020-01-01,10.0,-12.0,270
9193266,2020-01-01,10.0,-10.0,176
9193266,2020-01-01,10.0,-8.0,965
9193266,2020-01-01,10.0,-6.0,143
9193266,2020-01-01,10.0,-4.0,319
9193266,2020-01-01,10.0,-2.0,164
9193266,2020-01-01,10.0,0.0,65
9193266,2020-01-01,10.0,2.0,4
9193266,2020-01-01,10.0,4.0,3
9193266,2020-01-01,10.0,6.0,1
9193266,2020-01-01,10.0,12.0,1
9193266,2020-01-01,12.0,-40.0,1
9193266,2020-01-01,12.0,-36.0,1
9193266,2020-01-01,12.0,-34.0,3
9193266,2020-01-01,12.0,-32.0,3
9193266,2020-01-01,12.0,-30.0,4
9193266,2020-01-01,12.0,-28.0,2
9193266,2020-01-01,12.0,-26.0,5
9193266,2020-01-01,12.0,-24.0,5
9193266,2020-01-01,12.0,-22.0,7
9193266,2020-01-01,12.0,-20.0,25
9193266,2020-01-01,12.0,-18.0,52
9193266,2020-01-01,12.0,-16.0,240
9193266,2020-01-01,12.0,-14.0,464
9193266,2020-01-01,12.0,-12.0,267
9193266,2020-01-01,12.0,-10.0,70
9193266,2020-01-01,12.0,-8.0,53
9193266,2020-01-01,12.0,-6.0,70
9193266,2020-01-01,12.0,-4.0,196
9193266,2020-01-01,12.0,-2.0,165
9193266,2020-01-01,12.0,0.0,47
9193266,2020-01-01,12.0,2.0,8
9193266,2020-01-01,12.0,4.0,2
9193266,2020-01-01,12.0,10.0,1
9193266,2020-01-01,12.0,12.0,2
9193266,2020-01-01,12.0,14.0,1
9193266,2020-01-01,14.0,-48.0,2
9193266,2020-01-01,14.0,-46.0,3
9193266,2020-01-01,14.0,-44.0,1
9193266,2020-01-01,14.0,-40.0,1
9193266,2020-01-01,14.0,-34.0,2
9193266,2020-01-01,14.0,-30.0,1
9193266,2020-01-01,14.0,-28.0,2
9193266,2020-01-01,14.0,-26.0,12
9193266,2020-01-01,14.0,-24.0,32
9193266,2020-01-01,14.0,-22.0,75
9193266,2020-01-01,14.0,-20.0,171
9193266,2020-01-01,14.0,-18.0,577
9193266,2020-01-01,14.0,-16.0,550
9193266,2020-01-01,14.0,-14.0,507
9193266,2020-01-01,14.0,-12.0,264
9193266,2020-01-01,14.0,-10.0,132
9193266,2020-01-01,14.0,-8.0,71
9193266,2020-01-01,14.0,-6.0,189
9193266,2020-01-01,14.0,-4.0,313
9193266,2020-01-01,14.0,-2.0,106
9193266,2020-01-01,14.0,0.0,37
9193266,2020-01-01,14.0,2.0,7
9193266,2020-01-01,14.0,4.0,3
9193266,2020-01-01,14.0,6.0,6
9193266,2020-01-01,14.0,8.0,4
9193266,2020-01-01,14.0,12.0,3
9193266,2020-01-01,14.0,18.0,3
9193266,2020-01-01,16.0,-56.0,1
9193266,2020-01-01,16.0,-52.0,3
9193266,2020-01-01,16.0,-48.0,1
9193266,2020-01-01,16.0,-44.0,1
9193266,2020-01-01,16.0,-42.0,2
9193266,2020-01-01,16.0,-40.0,1
9193266,2020-01-01,16.0,-36.0,1
9193266,2020-01-01,16.0,-34.0,5
9193266,2020-01-01,16.0,-32.0,4
9193266,2020-01-01,16.0,-30.0,15
9193266,2020-01-01,16.0,-28.0,37
9193266,2020-01-01,16.0,-26.0,425
9193266,2020-01-01,16.0,-24.0,2733
9193266,2020-01-01,16.0,-22.0,708
9193266,2020-01-01,16.0,-20.0,4579
9193266,2020-01-01,16.0,-18.0,3485
9193266,2020-01-01,16.0,-16.0,2576
9193266,2020-01-01,16.0,-14.0,1258
9193266,2020-01-01,16.0,-12.0,1092
9193266,2020-01-01,16.0,-10.0,673
9193266,2020-01-01,16.0,-8.0,378
9193266,2020-01-01,16.0,-6.0,208
9193266,2020-01-01,16.0,-4.0,141
9193266,2020-01-01,16.0,-2.0,95
9193266,2020-01-01,16.0,0.0,56
9193266,2020-01-01,16.0,2.0,6
9193266,2020-01-01,16.0,4.0,1
9193266,2020-01-01,16.0,6.0,1
9193266,2020-01-01,16.0,8.0,1
9193266,2020-01-01,16.0,10.0,1
9193266,2020-01-01,16.0,12.0,1
9193266,2020-01-01,16.0,14.0,1
9193266,2020-01-01,16.0,16.0,1
9193266,2020-01-01,16.0,18.0,2
9193266,2020-01-01,16.0,20.0,1
9193266,2020-01-01,18.0,-68.0,1
9193266,2020-01-01,18.0,-64.0,1
9193266,2020-01-01,18.0,-62.0,1
9193266,2020-01-01,18.0,-60.0,1
9193266,2020-01-01,18.0,-58.0,2
9193266,2020-01-01,18.0,-52.0,2
9193266,2020-01-01,18.0,-44.0,1
9193266,2020-01-01,18.0,-42.0,2
9193266,2020-01-01,18.0,-40.0,3
9193266,2020-01-01,18.0,-38.0,2
9193266,2020-01-01,18.0,-36.0,2
9193266,2020-01-01,18.0,-34.0,17
9193266,2020-01-01,18.0,-32.0,58
9193266,2020-01-01,18.0,-30.0,124
9193266,2020-01-01,18.0,-28.0,1530
9193266,2020-01-01,18.0,-26.0,2590
9193266,2020-01-01,18.0,-24.0,2971
9193266,2020-01-01,18.0,-22.0,4440
9193266,2020-01-01,18.0,-20.0,9053
9193266,2020-01-01,18.0,-18.0,5736
9193266,2020-01-01,18.0,-16.0,2893
9193266,2020-01-01,18.0,-14.0,2075
9193266,2020-01-01,18.0,-12.0,1941
9193266,2020-01-01,18.0,-10.0,1907
9193266,2020-01-01,18.0,-8.0,924
9193266,2020-01-01,18.0,-6.0,482
9193266,2020-01-01,18.0,-4.0,206
9193266,2020-01-01,18.0,-2.0,118
9193266,2020-01-01,18.0,0.0,57
9193266,2020-01-01,18.0,2.0,11
9193266,2020-01-01,18.0,4.0,5
9193266,2020-01-01,18.0,6.0,1
9193266,2020-01-01,18.0,12.0,1
9193266,2020-01-01,18.0,14.0,1
9193266,2020-01-01,18.0,16.0,1
9193266,2020-01-01,18.0,18.0,2
9193266,2020-01-01,18.0,20.0,1
9193266,2020-01-01,18.0,22.0,3
9193266,2020-01-01,20.0,-64.0,1
9193266,2020-01-01,20.0,-56.0,1
9193266,2020-01-01,20.0,-54.0,3
9193266,2020-01-01,20.0,-52.0,1
9193266,2020-01-01,20.0,-50.0,2
9193266,2020-01-01,20.0,-46.0,1
9193266,2020-01-01,20.0,-44.0,3
9193266,2020-01-01,20.0,-40.0,1
9193266,2020-01-01,20.0,-38.0,75
9193266,2020-01-01,20.0,-36.0,43
9193266,2020-01-01,20.0,-34.0,123
9193266,2020-01-01,20.0,-32.0,1307
9193266,2020-01-01,20.0,-30.0,62936
9193266,2020-01-01,20.0,-28.0,3780
9193266,2020-01-01,20.0,-26.0,4684
9193266,2020-01-01,20.0,-24.0,2666
9193266,2020-01-01,20.0,-22.0,4374
9193266,2020-01-01,20.0,-20.0,10179
9193266,2020-01-01,20.0,-18.0,7246
9193266,2020-01-01,20.0,-16.0,2820
9193266,2020-01-01,20.0,-14.0,1777
9193266,2020-01-01,20.0,-12.0,1609
9193266,2020-01-01,20.0,-10.0,1143
9193266,2020-01-01,20.0,-8.0,1219
9193266,2020-01-01,20.0,-6.0,843
9193266,2020-01-01,20.0,-4.0,600
9193266,2020-01-01,20.0,-2.0,290
9193266,2020-01-01,20.0,0.0,349
9193266,2020-01-01,20.0,2.0,56
9193266,2020-01-01,20.0,4.0,10
9193266,2020-01-01,20.0,6.0,2
9193266,2020-01-01,20.0,8.0,3
9193266,2020-01-01,20.0,10.0,1
9193266,2020-01-01,20.0,12.0,2
9193266,2020-01-01,20.0,16.0,2
9193266,2020-01-01,22.0,-76.0,1
9193266,2020-01-01,22.0,-74.0,1
9193266,2020-01-01,22.0,-72.0,1
9193266,2020-01-01,22.0,-66.0,7
9193266,2020-01-01,22.0,-62.0,1
9193266,2020-01-01,22.0,-58.0,1
9193266,2020-01-01,22.0,-56.0,3
9193266,2020-01-01,22.0,-54.0,1
9193266,2020-01-01,22.0,-50.0,1
9193266,2020-01-01,22.0,-48.0,2
9193266,2020-01-01,22.0,-46.0,2
9193266,2020-01-01,22.0,-44.0,3
9193266,2020-01-01,22.0,-42.0,4
9193266,2020-01-01,22.0,-40.0,8
9193266,2020-01-01,22.0,-38.0,1331
9193266,2020-01-01,22.0,-36.0,1335
9193266,2020-01-01,22.0,-34.0,1854
9193266,2020-01-01,22.0,-32.0,7553
9193266,2020-01-01,22.0,-30.0,4443
9193266,2020-01-01,22.0,-28.0,689
9193266,2020-01-01,22.0,-26.0,5250
9193266,2020-01-01,22.0,-24.0,5549
9193266,2020-01-01,22.0,-22.0,4130
9193266,2020-01-01,22.0,-20.0,6401
9193266,2020-01-01,22.0,-18.0,3417
9193266,2020-01-01,22.0,-16.0,1779
9193266,2020-01-01,22.0,-14.0,2002
9193266,2020-01-01,22.0,-12.0,1367
9193266,2020-01-01,22.0,-10.0,855
9193266,2020-01-01,22.0,-8.0,734
9193266,2020-01-01,22.0,-6.0,1084
9193266,2020-01-01,22.0,-4.0,4771
9193266,2020-01-01,22.0,-2.0,1062
9193266,2020-01-01,22.0,0.0,331
9193266,2020-01-01,22.0,2.0,106
9193266,2020-01-01,22.0,4.0,35
9193266,2020-01-01,22.0,6.0,12
9193266,2020-01-01,22.0,8.0,7
9193266,2020-01-01,22.0,10.0,3
9193266,2020-01-01,22.0,12.0,2
9193266,2020-01-01,22.0,14.0,3
9193266,2020-01-01,22.0,16.0,3
9193266,2020-01-01,22.0,22.0,2
9193266,2020-01-01,22.0,28.0,2
9193266,2020-01-01,24.0,-90.0,1
9193266,2020-01-01,24.0,-84.0,1
9193266,2020-01-01,24.0,-82.0,2
9193266,2020-01-01,24.0,-80.0,2
9193266,2020-01-01,24.0,-78.0,2
9193266,2020-01-01,24.0,-74.0,2
9193266,2020-01-01,24.0,-72.0,3
9193266,2020-01-01,24.0,-70.0,1
9193266,2020-01-01,24.0,-68.0,4
9193266,2020-01-01,24.0,-66.0,2
9193266,2020-01-01,24.0,-64.0,3
9193266,2020-01-01,24.0,-62.0,2
9193266,2020-01-01,24.0,-60.0,1
9193266,2020-01-01,24.0,-58.0,2
9193266,2020-01-01,24.0,-54.0,2
9193266,2020-01-01,24.0,-50.0,1
9193266,2020-01-01,24.0,-48.0,3
9193266,2020-01-01,24.0,-46.0,3
9193266,2020-01-01,24.0,-44.0,7
9193266,2020-01-01,24.0,-42.0,7
9193266,2020-01-01,24.0,-40.0,110
9193266,2020-01-01,24.0,-38.0,749
9193266,2020-01-01,24.0,-36.0,1665
9193266,2020-01-01,24.0,-34.0,6019
9193266,2020-01-01,24.0,-32.0,3191
9193266,2020-01-01,24.0,-30.0,403
9193266,2020-01-01,24.0,-28.0,830
9193266,2020-01-01,24.0,-26.0,3428
9193266,2020-01-01,24.0,-24.0,4070
9193266,2020-01-01,24.0,-22.0,2768
9193266,2020-01-01,24.0,-20.0,4400
9193266,2020-01-01,24.0,-18.0,2720
9193266,2020-01-01,24.0,-16.0,1497
9193266,2020-01-01,24.0,-14.0,1482
9193266,2020-01-01,24.0,-12.0,1108
9193266,2020-01-01,24.0,-10.0,830
9193266,2020-01-01,24.0,-8.0,937
9193266,2020-01-01,24.0,-6.0,591
9193266,2020-01-01,24.0,-4.0,1261
9193266,2020-01-01,24.0,-2.0,1392
9193266,2020-01-01,24.0,0.0,596
9193266,2020-01-01,24.0,2.0,230
9193266,2020-01-01,24.0,4.0,202
9193266,2020-01-01,24.0,6.0,17
9193266,2020-01-01,24.0,8.0,6
9193266,2020-01-01,24.0,10.0,13
9193266,2020-01-01,24.0,12.0,5
9193266,2020-01-01,24.0,14.0,2
9193266,2020-01-01,24.0,16.0,5
9193266,2020-01-01,24.0,18.0,6
9193266,2020-01-01,24.0,20.0,1
9193266,2020-01-01,24.0,22.0,3
9193266,2020-01-01,24.0,28.0,1
9193266,2020-01-01,26.0,-90.0,7
9193266,2020-01-01,26.0,-88.0,1
9193266,2020-01-01,26.0,-86.0,3
9193266,2020-01-01,26.0,-84.0,1
9193266,2020-01-01,26.0,-82.0,3
9193266,2020-01-01,26.0,-78.0,17
9193266,2020-01-01,26.0,-76.0,3
9193266,2020-01-01,26.0,-74.0,8
9193266,2020-01-01,26.0,-72.0,1
9193266,2020-01-01,26.0,-70.0,2
9193266,2020-01-01,26.0,-68.0,13
9193266,2020-01-01,26.0,-66.0,1
9193266,2020-01-01,26.0,-62.0,3
9193266,2020-01-01,26.0,-52.0,1
9193266,2020-01-01,26.0,-50.0,1
9193266,2020-01-01,26.0,-48.0,2
9193266,2020-01-01,26.0,-46.0,5
9193266,2020-01-01,26.0,-44.0,14
9193266,2020-01-01,26.0,-42.0,35
9193266,2020-01-01,26.0,-40.0,47
9193266,2020-01-01,26.0,-38.0,451
9193266,2020-01-01,26.0,-36.0,784
9193266,2020-01-01,26.0,-34.0,1048
9193266,2020-01-01,26.0,-32.0,400
9193266,2020-01-01,26.0,-30.0,1439
9193266,2020-01-01,26.0,-28.0,3282
9193266,2020-01-01,26.0,-26.0,2587
9193266,2020-01-01,26.0,-24.0,2168
9193266,2020-01-01,26.0,-22.0,2761
9193266,2020-01-01,26.0,-20.0,5368
9193266,2020-01-01,26.0,-18.0,2386
9193266,2020-01-01,26.0,-16.0,1655
9193266,2020-01-01,26.0,-14.0,1496
9193266,2020-01-01,26.0,-12.0,1126
9193266,2020-01-01,26.0,-10.0,743
9193266,2020-01-01,26.0,-8.0,465
9193266,2020-01-01,26.0,-6.0,500
9193266,2020-01-01,26.0,-4.0,1588
9193266,2020-01-01,26.0,-2.0,2790
9193266,2020-01-01,26.0,0.0,893
9193266,2020-01-01,26.0,2.0,543
9193266,2020-01-01,26.0,4.0,439
9193266,2020-01-01,26.0,6.0,41
9193266,2020-01-01,26.0,8.0,17
9193266,2020-01-01,26.0,10.0,11
9193266,2020-01-01,26.0,12.0,5
9193266,2020-01-01,26.0,14.0,6
9193266,2020-01-01,26.0,16.0,9
9193266,2020-01-01,26.0,18.0,3
9193266,2020-01-01,26.0,20.0,1
9193266,2020-01-01,26.0,22.0,7
9193266,2020-01-01,26.0,24.0,5
9193266,2020-01-01,26.0,38.0,1
9193266,2020-01-01,28.0,-98.0,1
9193266,2020-01-01,28.0,-96.0,2
9193266,2020-01-01,28.0,-94.0,2
9193266,2020-01-01,28.0,-90.0,1
9193266,2020-01-01,28.0,-88.0,2
9193266,2020-01-01,28.0,-86.0,7
9193266,2020-01-01,28.0,-84.0,7
9193266,2020-01-01,28.0,-82.0,34
9193266,2020-01-01,28.0,-80.0,14
9193266,2020-01-01,28.0,-78.0,6
9193266,2020-01-01,28.0,-76.0,4
9193266,2020-01-01,28.0,-74.0,6
9193266,2020-01-01,28.0,-72.0,3
9193266,2020-01-01,28.0,-64.0,8
9193266,2020-01-01,28.0,-60.0,5
9193266,2020-01-01,28.0,-58.0,3
9193266,2020-01-01,28.0,-56.0,2
9193266,2020-01-01,28.0,-54.0,3
9193266,2020-01-01,28.0,-52.0,2
9193266,2020-01-01,28.0,-50.0,4
9193266,2020-01-01,28.0,-48.0,5
9193266,2020-01-01,28.0,-46.0,20
9193266,2020-01-01,28.0,-44.0,25
9193266,2020-01-01,28.0,-42.0,27
9193266,2020-01-01,28.0,-40.0,141
9193266,2020-01-01,28.0,-38.0,223
9193266,2020-01-01,28.0,-36.0,248
9193266,2020-01-01,28.0,-34.0,3420
9193266,2020-01-01,28.0,-32.0,892
9193266,2020-01-01,28.0,-30.0,299
9193266,2020-01-01,28.0,-28.0,1816
9193266,2020-01-01,28.0,-26.0,1487
9193266,2020-01-01,28.0,-24.0,1396
9193266,2020-01-01,28.0,-22.0,1604
9193266,2020-01-01,28.0,-20.0,2268
9193266,2020-01-01,28.0,-18.0,2300
9193266,2020-01-01,28.0,-16.0,2956
9193266,2020-01-01,28.0,-14.0,1848
9193266,2020-01-01,28.0,-12.0,937
9193266,2020-01-01,28.0,-10.0,704
9193266,2020-01-01,28.0,-8.0,720
9193266,2020-01-01,28.0,-6.0,381
9193266,2020-01-01,28.0,-4.0,447
9193266,2020-01-01,28.0,-2.0,1377
9193266,2020-01-01,28.0,0.0,414
9193266,2020-01-01,28.0,2.0,473
9193266,2020-01-01,28.0,4.0,150
9193266,2020-01-01,28.0,6.0,37
9193266,2020-01-01,28.0,8.0,19
9193266,2020-01-01,28.0,10.0,15
9193266,2020-01-01,28.0,12.0,16
9193266,2020-01-01,28.0,14.0,4
9193266,2020-01-01,28.0,16.0,4
9193266,2020-01-01,28.0,18.0,3
9193266,2020-01-01,28.0,20.0,9
9193266,2020-01-01,28.0,22.0,6
9193266,2020-01-01,28.0,24.0,5
9193266,2020-01-01,28.0,26.0,2
9193266,2020-01-01,28.0,28.0,1
9193266,2020-01-01,28.0,30.0,3
9193266,2020-01-01,28.0,32.0,1
9193266,2020-01-01,28.0,34.0,5
9193266,2020-01-01,28.0,36.0,25
9193266,2020-01-01,30.0,-100.0,1
9193266,2020-01-01,30.0,-98.0,2
9193266,2020-01-01,30.0,-96.0,6
9193266,2020-01-01,30.0,-94.0,6
9193266,2020-01-01,30.0,-92.0,4
9193266,2020-01-01,30.0,-90.0,7
9193266,2020-01-01,30.0,-88.0,5
9193266,2020-01-01,30.0,-82.0,2
9193266,2020-01-01,30.0,-78.0,1
9193266,2020-01-01,30.0,-74.0,1
9193266,2020-01-01,30.0,-70.0,2
9193266,2020-01-01,30.0,-62.0,2
9193266,2020-01-01,30.0,-58.0,2
9193266,2020-01-01,30.0,-56.0,2
9193266,2020-01-01,30.0,-54.0,3
9193266,2020-01-01,30.0,-52.0,5
9193266,2020-01-01,30.0,-50.0,3
9193266,2020-01-01,30.0,-48.0,14
9193266,2020-01-01,30.0,-46.0,10
9193266,2020-01-01,30.0,-44.0,46
9193266,2020-01-01,30.0,-42.0,96
9193266,2020-01-01,30.0,-40.0,123
9193266,2020-01-01,30.0,-38.0,84
9193266,2020-01-01,30.0,-36.0,153
9193266,2020-01-01,30.0,-34.0,591
9193266,2020-01-01,30.0,-32.0,236
9193266,2020-01-01,30.0,-30.0,318
9193266,2020-01-01,30.0,-28.0,1947
9193266,2020-01-01,30.0,-26.0,963
9193266,2020-01-01,30.0,-24.0,1184
9193266,2020-01-01,30.0,-22.0,1559
9193266,2020-01-01,30.0,-20.0,2357
9193266,2020-01-01,30.0,-18.0,1585
9193266,2020-01-01,30.0,-16.0,1609
9193266,2020-01-01,30.0,-14.0,1274
9193266,2020-01-01,30.0,-12.0,890
9193266,2020-01-01,30.0,-10.0,514
9193266,2020-01-01,30.0,-8.0,399
9193266,2020-01-01,30.0,-6.0,351
9193266,2020-01-01,30.0,-4.0,523
9193266,2020-01-01,30.0,-2.0,442
9193266,2020-01-01,30.0,0.0,323
9193266,2020-01-01,30.0,2.0,345
9193266,2020-01-01,30.0,4.0,136
9193266,2020-01-01,30.0,6.0,162
9193266,2020-01-01,30.0,8.0,17
9193266,2020-01-01,30.0,10.0,12
9193266,2020-01-01,30.0,12.0,26
9193266,2020-01-01,30.0,14.0,14
9193266,2020-01-01,30.0,16.0,14
9193266,2020-01-01,30.0,18.0,9
9193266,2020-01-01,30.0,20.0,4
9193266,2020-01-01,30.0,22.0,12
9193266,2020-01-01,30.0,24.0,9
9193266,2020-01-01,30.0,26.0,7
9193266,2020-01-01,30.0,28.0,4
9193266,2020-01-01,30.0,30.0,4
9193266,2020-01-01,30.0,32.0,3
9193266,2020-01-01,30.0,34.0,3
9193266,2020-01-01,30.0,36.0,7
9193266,2020-01-01,30.0,38.0,6
9193266,2020-01-01,32.0,-100.0,8
9193266,2020-01-01,32.0,-98.0,1
9193266,2020-01-01,32.0,-92.0,1
9193266,2020-01-01,32.0,-86.0,2
9193266,2020-01-01,32.0,-74.0,2
9193266,2020-01-01,32.0,-72.0,3
9193266,2020-01-01,32.0,-70.0,1
9193266,2020-01-01,32.0,-68.0,11
9193266,2020-01-01,32.0,-66.0,1
9193266,2020-01-01,32.0,-62.0,1
9193266,2020-01-01,32.0,-60.0,2
9193266,2020-01-01,32.0,-58.0,27
9193266,2020-01-01,32.0,-56.0,12
9193266,2020-01-01,32.0,-54.0,6
9193266,2020-01-01,32.0,-52.0,18
9193266,2020-01-01,32.0,-50.0,13
9193266,2020-01-01,32.0,-48.0,5
9193266,2020-01-01,32.0,-46.0,38
9193266,2020-01-01,32.0,-44.0,2125
9193266,2020-01-01,32.0,-42.0,55
9193266,2020-01-01,32.0,-40.0,83
9193266,2020-01-01,32.0,-38.0,68
9193266,2020-01-01,32.0,-36.0,200
9193266,2020-01-01,32.0,-34.0,227
9193266,2020-01-01,32.0,-32.0,242
9193266,2020-01-01,32.0,-30.0,472
9193266,2020-01-01,32.0,-28.0,981
9193266,2020-01-01,32.0,-26.0,1135
9193266,2020-01-01,32.0,-24.0,1532
9193266,2020-01-01,32.0,-22.0,2171
9193266,2020-01-01,32.0,-20.0,2243
9193266,2020-01-01,32.0,-18.0,3005
9193266,2020-01-01,32.0,-16.0,1451
9193266,2020-01-01,32.0,-14.0,1197
9193266,2020-01-01,32.0,-12.0,696
9193266,2020-01-01,32.0,-10.0,524
9193266,2020-01-01,32.0,-8.0,362
9193266,2020-01-01,32.0,-6.0,300
9193266,2020-01-01,32.0,-4.0,366
9193266,2020-01-01,32.0,-2.0,355
9193266,2020-01-01,32.0,0.0,510
9193266,2020-01-01,32.0,2.0,478
9193266,2020-01-01,32.0,4.0,251
9193266,2020-01-01,32.0,6.0,73
9193266,2020-01-01,32.0,8.0,38
9193266,2020-01-01,32.0,10.0,21
9193266,2020-01-01,32.0,12.0,24
9193266,2020-01-01,32.0,14.0,10
9193266,2020-01-01,32.0,16.0,9
9193266,2020-01-01,32.0,18.0,6
9193266,2020-01-01,32.0,20.0,7
9193266,2020-01-01,32.0,22.0,8
9193266,2020-01-01,32.0,24.0,7
9193266,2020-01-01,32.0,26.0,13
9193266,2020-01-01,32.0,28.0,14
9193266,2020-01-01,32.0,30.0,10
9193266,2020-01-01,32.0,32.0,10
9193266,2020-01-01,32.0,34.0,5
9193266,2020-01-01,32.0,36.0,2
9193266,2020-01-01,32.0,38.0,7
9193266,2020-01-01,32.0,40.0,1
9193266,2020-01-01,34.0,-100.0,13
9193266,2020-01-01,34.0,-96.0,1
9193266,2020-01-01,34.0,-88.0,52
9193266,2020-01-01,34.0,-82.0,1
9193266,2020-01-01,34.0,-68.0,1
9193266,2020-01-01,34.0,-66.0,1
9193266,2020-01-01,34.0,-62.0,3
9193266,2020-01-01,34.0,-60.0,8
9193266,2020-01-01,34.0,-58.0,10
9193266,2020-01-01,34.0,-56.0,7
9193266,2020-01-01,34.0,-54.0,12
9193266,2020-01-01,34.0,-52.0,14
9193266,2020-01-01,34.0,-50.0,10
9193266,2020-01-01,34.0,-48.0,77
9193266,2020-01-01,34.0,-46.0,103
9193266,2020-01-01,34.0,-44.0,130
9193266,2020-01-01,34.0,-42.0,38
9193266,2020-01-01,34.0,-40.0,83
9193266,2020-01-01,34.0,-38.0,132
9193266,2020-01-01,34.0,-36.0,223
9193266,2020-01-01,34.0,-34.0,294
9193266,2020-01-01,34.0,-32.0,277
9193266,2020-01-01,34.0,-30.0,335
9193266,2020-01-01,34.0,-28.0,960
9193266,2020-01-01,34.0,-26.0,1025
9193266,2020-01-01,34.0,-24.0,860
9193266,2020-01-01,34.0,-22.0,1530
9193266,2020-01-01,34.0,-20.0,2310
9193266,2020-01-01,34.0,-18.0,1402
9193266,2020-01-01,34.0,-16.0,1034
9193266,2020-01-01,34.0,-14.0,710
9193266,2020-01-01,34.0,-12.0,1022
9193266,2020-01-01,34.0,-10.0,912
9193266,2020-01-01,34.0,-8.0,493
9193266,2020-01-01,34.0,-6.0,505
9193266,2020-01-01,34.0,-4.0,415
9193266,2020-01-01,34.0,-2.0,342
9193266,2020-01-01,34.0,0.0,260
9193266,2020-01-01,34.0,2.0,673
9193266,2020-01-01,34.0,4.0,268
9193266,2020-01-01,34.0,6.0,70
9193266,2020-01-01,34.0,8.0,28
9193266,2020-01-01,34.0,10.0,37
9193266,2020-01-01,34.0,12.0,23
9193266,2020-01-01,34.0,14.0,24
9193266,2020-01-01,34.0,16.0,16
9193266,2020-01-01,34.0,18.0,16
9193266,2020-01-01,34.0,20.0,9
9193266,2020-01-01,34.0,22.0,3
9193266,2020-01-01,34.0,24.0,5
9193266,2020-01-01,34.0,26.0,9
9193266,2020-01-01,34.0,28.0,13
9193266,2020-01-01,34.0,30.0,5
9193266,2020-01-01,34.0,32.0,5
9193266,2020-01-01,34.0,34.0,12
9193266,2020-01-01,34.0,36.0,14
9193266,2020-01-01,34.0,38.0,8
9193266,2020-01-01,34.0,40.0,3
9193266,2020-01-01,34.0,44.0,1
9193266,2020-01-01,36.0,-100.0,56
9193266,2020-01-01,36.0,-96.0,94
9193266,2020-01-01,36.0,-84.0,1
9193266,2020-01-01,36.0,-78.0,1
9193266,2020-01-01,36.0,-74.0,1
9193266,2020-01-01,36.0,-64.0,1
9193266,2020-01-01,36.0,-62.0,16
9193266,2020-01-01,36.0,-60.0,86
9193266,2020-01-01,36.0,-58.0,246
9193266,2020-01-01,36.0,-56.0,10
9193266,2020-01-01,36.0,-54.0,2
9193266,2020-01-01,36.0,-52.0,5
9193266,2020-01-01,36.0,-50.0,39
9193266,2020-01-01,36.0,-48.0,674
9193266,2020-01-01,36.0,-46.0,31
9193266,2020-01-01,36.0,-44.0,43
9193266,2020-01-01,36.0,-42.0,73
9193266,2020-01-01,36.0,-40.0,61
9193266,2020-01-01,36.0,-38.0,153
9193266,2020-01-01,36.0,-36.0,174
9193266,2020-01-01,36.0,-34.0,230
9193266,2020-01-01,36.0,-32.0,787
9193266,2020-01-01,36.0,-30.0,373
9193266,2020-01-01,36.0,-28.0,411
