block_number,date,optimisation,wealth_group,token_group,mean_dist,median_dist,std_dist
9393154,2020-02-01 00:00:00,better_return,$10K+,lt5,32.74761101521654,31.542468781443013,30.27374466103628
9393154,2020-02-01 00:00:00,better_return,$1K-10K,all,42.757602827045325,46.58611351161199,31.307218382983102
9393154,2020-02-01 00:00:00,better_return,$1K-10K,gte5,58.41606510701552,57.55351529761745,25.350331976001957
9393154,2020-02-01 00:00:00,better_return,$1K-10K,lt5,36.295518630246704,36.547415113488995,31.249049888785134
9393154,2020-02-01 00:00:00,better_return,OVERALL,all,38.043408135780616,33.2563978474666,34.206101518138674
9393154,2020-02-01 00:00:00,better_return,OVERALL,gte5,58.05708996229392,59.72430139208906,25.693527289898874
9393154,2020-02-01 00:00:00,better_return,OVERALL,lt5,36.33793530896652,27.705528078542564,34.29968005811195
9393154,2020-02-01 00:00:00,max_sharpe,$0-1,all,51.44685851521301,46.881187138927295,27.44755137403993
9393154,2020-02-01 00:00:00,max_sharpe,$0-1,gte5,80.78448904695489,87.03706814842718,18.014125172206228
9393154,2020-02-01 00:00:00,max_sharpe,$0-1,lt5,50.19246500038954,44.440522577435736,27.080097804415196
9393154,2020-02-01 00:00:00,max_sharpe,$1-100,all,24.4206774023405,4.122034620738078,30.64871021684459
9393154,2020-02-01 00:00:00,max_sharpe,$1-100,gte5,65.08652324388564,70.27633467259882,23.566402999566307
9393154,2020-02-01 00:00:00,max_sharpe,$1-100,lt5,22.07324962590198,0.048263811542878975,29.33493403018445
9393154,2020-02-01 00:00:00,max_sharpe,$100-1K,all,60.06603323739121,80.0,31.89446775533254
9393154,2020-02-01 00:00:00,max_sharpe,$100-1K,gte5,73.41615680788316,85.27498931620984,24.73590769029236
9393154,2020-02-01 00:00:00,max_sharpe,$100-1K,lt5,57.0317876160816,80.0,32.552869033646395
9393154,2020-02-01 00:00:00,max_sharpe,$10K+,all,51.26016060175056,52.37587009878239,32.849542013904795
9393154,2020-02-01 00:00:00,max_sharpe,$10K+,gte5,63.567906054809285,64.77613047777743,27.559042841197968
9393154,2020-02-01 00:00:00,max_sharpe,$10K+,lt5,46.02847738836191,43.007159057434464,33.5154751130474
9393154,2020-02-01 00:00:00,max_sharpe,$1K-10K,all,54.10007613493399,61.48558184625125,32.90756704397722
9393154,2020-02-01 00:00:00,max_sharpe,$1K-10K,gte5,65.97803960497475,70.39290040729668,27.11646144189529
9393154,2020-02-01 00:00:00,max_sharpe,$1K-10K,lt5,49.19816439816744,52.665979967311294,33.82507015498767
9393154,2020-02-01 00:00:00,max_sharpe,OVERALL,all,37.44586587800302,37.15015023233839,33.5218634189908
9393154,2020-02-01 00:00:00,max_sharpe,OVERALL,gte5,69.5857727056645,78.41050114961897,24.67668417007143
9393154,2020-02-01 00:00:00,max_sharpe,OVERALL,lt5,34.707052588871285,31.15514153970695,32.74227467893645
9393154,2020-02-01 00:00:00,safer_risk,$0-1,all,5.686704598033505,4.494741107086142e-08,13.674416145242548
9393154,2020-02-01 00:00:00,safer_risk,$0-1,gte5,36.83359288523365,36.23125301065669,15.285439528115159
9393154,2020-02-01 00:00:00,safer_risk,$0-1,lt5,4.3549523751632755,3.842413574817183e-08,11.905548911634634
9393154,2020-02-01 00:00:00,safer_risk,$1-100,all,6.838284748214696,2.250925695834738e-08,15.71355878523493
9393154,2020-02-01 00:00:00,safer_risk,$1-100,gte5,41.53073497576909,41.924387621534784,18.96358329557433
9393154,2020-02-01 00:00:00,safer_risk,$1-100,lt5,4.835670032804863,2.2509255570568598e-08,12.919936457290396
9393154,2020-02-01 00:00:00,safer_risk,$100-1K,all,17.178663887036894,1.014772018988141,22.443485285702433
9393154,2020-02-01 00:00:00,safer_risk,$100-1K,gte5,43.86304289673336,43.915935605634836,19.2383080358296
9393154,2020-02-01 00:00:00,safer_risk,$100-1K,lt5,11.113779188403843,1.7117656597731568e-07,18.31546736226522
9393154,2020-02-01 00:00:00,safer_risk,$10K+,all,20.699536509668864,9.242499186228768,23.981576921378394
9393154,2020-02-01 00:00:00,safer_risk,$10K+,gte5,46.12357110324218,47.0803739339245,18.86771246996036
9393154,2020-02-01 00:00:00,safer_risk,$10K+,lt5,9.89248045646178,1.25875847245549e-07,16.634794189865822
9393154,2020-02-01 00:00:00,safer_risk,$1K-10K,all,21.749320048623073,13.033255699279668,23.864806205636626
9393154,2020-02-01 00:00:00,safer_risk,$1K-10K,gte5,45.4362263392049,46.810814164944915,18.741542590943144
9393154,2020-02-01 00:00:00,safer_risk,$1K-10K,lt5,11.97398067783335,4.193499041071913e-07,18.234897590308876
9393154,2020-02-01 00:00:00,safer_risk,OVERALL,all,8.475591415420467,4.6522193042353166e-08,17.265708488176845
9393154,2020-02-01 00:00:00,safer_risk,OVERALL,gte5,42.303672088732256,41.58124934416517,18.707981446679966
9393154,2020-02-01 00:00:00,safer_risk,OVERALL,lt5,5.592919807481826,3.4711078455984534e-08,13.706152922951436
9581792,2020-03-01 00:00:00,better_return,$0-1,all,23.378246579077196,22.165749492174847,26.023334165586174
9581792,2020-03-01 00:00:00,better_return,$0-1,gte5,53.0633653786945,51.33098807573758,23.447294558606774
9581792,2020-03-01 00:00:00,better_return,$0-1,lt5,22.1331501947634,21.239397170513325,25.378143322499913
9581792,2020-03-01 00:00:00,better_return,$1-100,all,18.259388515174628,3.804822429342991e-08,28.11885833485647
9581792,2020-03-01 00:00:00,better_return,$1-100,gte5,51.80647180858258,51.04007919354514,26.57332414743921
9581792,2020-03-01 00:00:00,better_return,$1-100,lt5,16.30520416070947,1.2521272907406455e-08,26.94845909457392
9581792,2020-03-01 00:00:00,better_return,$100-1K,all,36.94208591657896,36.2828971192814,31.840263955533512
9581792,2020-03-01 00:00:00,better_return,$100-1K,gte5,50.658470777024036,49.99911913935004,26.450661792758734
9581792,2020-03-01 00:00:00,better_return,$100-1K,lt5,33.95093188101985,27.181049730217605,32.130150158339355
9581792,2020-03-01 00:00:00,better_return,$10K+,all,41.78601136832515,46.34890305328941,31.205607055837728
9581792,2020-03-01 00:00:00,better_return,$10K+,gte5,54.59688141027611,53.96253291775245,26.19287142343
9581792,2020-03-01 00:00:00,better_return,$10K+,lt5,36.02228925794033,37.69526510902842,31.563606190817808
9581792,2020-03-01 00:00:00,better_return,$1K-10K,all,40.7709102706349,43.35531754861556,30.611612008604435
9581792,2020-03-01 00:00:00,better_return,$1K-10K,gte5,50.16533523559591,48.40451919501416,25.835510868525606
9581792,2020-03-01 00:00:00,better_return,$1K-10K,lt5,37.113112607289764,38.99756743944113,31.5328391380887
9581792,2020-03-01 00:00:00,better_return,OVERALL,all,23.153187280488396,7.300294231227699,29.13570119139663
9581792,2020-03-01 00:00:00,better_return,OVERALL,gte5,51.553111547952,50.44664060798736,26.00978843842794
9581792,2020-03-01 00:00:00,better_return,OVERALL,lt5,20.70194909433756,0.9717674850790454,28.07391349640057
9581792,2020-03-01 00:00:00,max_sharpe,$0-1,all,38.16438587599679,27.226599962103226,27.624179765440683
9581792,2020-03-01 00:00:00,max_sharpe,$0-1,gte5,61.58557797451291,58.0267195744239,20.60339521246404
9581792,2020-03-01 00:00:00,max_sharpe,$0-1,lt5,37.18202020668531,26.92979364977546,27.446778762925998
9581792,2020-03-01 00:00:00,max_sharpe,$1-100,all,27.699756157187633,8.54608889811736,32.48344863711426
9581792,2020-03-01 00:00:00,max_sharpe,$1-100,gte5,59.96355335782253,61.24576864246513,23.016900075850483
9581792,2020-03-01 00:00:00,max_sharpe,$1-100,lt5,25.82032577113375,4.465259885234457,31.962650671534732
9581792,2020-03-01 00:00:00,max_sharpe,$100-1K,all,39.52300477405917,37.02748121756564,33.23057313737033
9581792,2020-03-01 00:00:00,max_sharpe,$100-1K,gte5,57.5736719590363,58.10347007145577,24.080739712840252
9581792,2020-03-01 00:00:00,max_sharpe,$100-1K,lt5,35.58666684360489,27.123936783548164,33.64645984611832
9581792,2020-03-01 00:00:00,max_sharpe,$10K+,all,39.56031553715581,36.291328348914554,32.86198581630114
9581792,2020-03-01 00:00:00,max_sharpe,$10K+,gte5,55.20172355720867,54.870624093781714,25.5994512457411
9581792,2020-03-01 00:00:00,max_sharpe,$10K+,lt5,32.52310971526304,19.33256438410146,33.33790403830567
9581792,2020-03-01 00:00:00,max_sharpe,$1K-10K,all,37.036021914412196,33.08172225666892,31.41173738498145
9581792,2020-03-01 00:00:00,max_sharpe,$1K-10K,gte5,52.85137131224645,51.85298601224888,24.42113382834989
9581792,2020-03-01 00:00:00,max_sharpe,$1K-10K,lt5,30.878183804240578,19.798291985701997,31.67612518735275
9581792,2020-03-01 00:00:00,max_sharpe,OVERALL,all,32.467511948355074,22.694241548659427,31.73328025308894
9581792,2020-03-01 00:00:00,max_sharpe,OVERALL,gte5,58.084559717432036,57.92962072194341,23.549142380721285
9581792,2020-03-01 00:00:00,max_sharpe,OVERALL,lt5,30.256467823143783,22.694241548659427,31.37711289382294
9581792,2020-03-01 00:00:00,safer_risk,$0-1,all,7.404569124855421,4.532970943049719e-08,16.02240098160932
9581792,2020-03-01 00:00:00,safer_risk,$0-1,gte5,44.02581556430966,44.570546508356514,17.305324459112658
9581792,2020-03-01 00:00:00,safer_risk,$0-1,lt5,5.868547597078555,4.069083611724089e-08,14.011229885038771
9581792,2020-03-01 00:00:00,safer_risk,$1-100,all,7.72091388024658,6.788111392430629e-08,16.98237927698392
9581792,2020-03-01 00:00:00,safer_risk,$1-100,gte5,41.87843715782714,41.70381921457833,18.195932013209752
9581792,2020-03-01 00:00:00,safer_risk,$1-100,lt5,5.731170182038453,6.78811132304169e-08,14.628435135690374
9581792,2020-03-01 00:00:00,safer_risk,$100-1K,all,15.009136535142668,0.010343034039890257,21.64048610392825
9581792,2020-03-01 00:00:00,safer_risk,$100-1K,gte5,42.36641123907314,42.26414552722457,19.61572194414265
9581792,2020-03-01 00:00:00,safer_risk,$100-1K,lt5,9.043291783400571,1.3142494870166388e-07,16.96257400949762
9581792,2020-03-01 00:00:00,safer_risk,$10K+,all,18.45278789500168,3.9143191015286503,23.64244300362294
9581792,2020-03-01 00:00:00,safer_risk,$10K+,gte5,41.827866399212695,42.25920384488715,21.361975470866987
9581792,2020-03-01 00:00:00,safer_risk,$10K+,lt5,7.936136304163713,1.7360746625005863e-07,15.771141289464662
9581792,2020-03-01 00:00:00,safer_risk,$1K-10K,all,17.980221739232906,5.425317984777303,22.569470444560313
9581792,2020-03-01 00:00:00,safer_risk,$1K-10K,gte5,40.10365418835696,39.29911667622606,20.22620322509113
9581792,2020-03-01 00:00:00,safer_risk,$1K-10K,lt5,9.366278914695638,2.623681050195614e-07,16.842268075603926
9581792,2020-03-01 00:00:00,safer_risk,OVERALL,all,9.098353194437262,6.788111392430629e-08,18.03381857001437
9581792,2020-03-01 00:00:00,safer_risk,OVERALL,gte5,41.97888992829851,41.878649107785115,19.019458063919956
9581792,2020-03-01 00:00:00,safer_risk,OVERALL,lt5,6.260386921564771,6.788111253652751e-08,14.855935201755425
9782602,2020-04-01 00:00:00,better_return,$0-1,all,25.96389105040557,15.507427604255545,28.03934023057505
9782602,2020-04-01 00:00:00,better_return,$0-1,gte5,44.97790265324036,39.558579578149505,23.31141734662637
9782602,2020-04-01 00:00:00,better_return,$0-1,lt5,25.083571064509957,15.507427604255545,27.92729428591568
9782602,2020-04-01 00:00:00,better_return,$1-100,all,55.83189391715275,77.25163820568241,31.77532500667735
9782602,2020-04-01 00:00:00,better_return,$1-100,gte5,52.50353935529379,52.031547100081596,26.870184377398054
9782602,2020-04-01 00:00:00,better_return,$1-100,lt5,56.031533509003296,78.82890642860869,32.03471523399062
9782602,2020-04-01 00:00:00,better_return,$100-1K,all,46.14584588729494,51.46686861485068,34.33952506338026
9782602,2020-04-01 00:00:00,better_return,$100-1K,gte5,56.920493436106106,57.69769692581419,27.255533190852347
9782602,2020-04-01 00:00:00,better_return,$100-1K,lt5,43.61004396360508,46.91681000442718,35.32920294596261
9782602,2020-04-01 00:00:00,better_return,$10K+,all,51.85161460018395,61.7169106423925,34.134254135029735
9782602,2020-04-01 00:00:00,better_return,$10K+,gte5,67.52284486332975,71.10682646263382,25.389048314141263
9782602,2020-04-01 00:00:00,better_return,$10K+,lt5,44.985166647710564,50.135320918803416,35.193335238962256
9782602,2020-04-01 00:00:00,better_return,$1K-10K,all,48.08103569544239,53.62697085113714,33.78679709342565
9782602,2020-04-01 00:00:00,better_return,$1K-10K,gte5,60.41549498362445,61.8405413497245,26.657878109424487
9782602,2020-04-01 00:00:00,better_return,$1K-10K,lt5,43.13915254416301,45.5928063331571,35.05483542258607
9782602,2020-04-01 00:00:00,better_return,OVERALL,all,45.918813401522826,52.463373542587675,33.76127084598189
9782602,2020-04-01 00:00:00,better_return,OVERALL,gte5,54.300824544370414,53.480440597346416,26.904216171251925
9782602,2020-04-01 00:00:00,better_return,OVERALL,lt5,45.191715802490904,52.11954814476155,34.19482155806727
9782602,2020-04-01 00:00:00,max_sharpe,$0-1,all,33.28182902977924,19.568555999783307,28.11242188490839
9782602,2020-04-01 00:00:00,max_sharpe,$0-1,gte5,59.65684423178026,58.76504577783703,21.965715676583578
9782602,2020-04-01 00:00:00,max_sharpe,$0-1,lt5,32.06070570790432,18.781075290962985,27.764422727461195
9782602,2020-04-01 00:00:00,max_sharpe,$1-100,all,55.10644266643875,74.49876120851128,32.12600857675405
9782602,2020-04-01 00:00:00,max_sharpe,$1-100,gte5,65.49415406142967,70.24309938469841,24.979567233397674
9782602,2020-04-01 00:00:00,max_sharpe,$1-100,lt5,54.48337249028561,74.97569079693021,32.39907048870282
9782602,2020-04-01 00:00:00,max_sharpe,$100-1K,all,38.078497891077745,32.6787978271743,34.987730492337384
9782602,2020-04-01 00:00:00,max_sharpe,$100-1K,gte5,67.07080190848346,72.74356443422178,25.029650150434332
9782602,2020-04-01 00:00:00,max_sharpe,$100-1K,lt5,31.255189753481165,17.239986165324083,33.472752456826704
9782602,2020-04-01 00:00:00,max_sharpe,$10K+,all,49.06832466325245,54.99888329460191,36.22227033984978
9782602,2020-04-01 00:00:00,max_sharpe,$10K+,gte5,74.78920979994163,83.62436735068242,24.086600839134526
9782602,2020-04-01 00:00:00,max_sharpe,$10K+,lt5,37.7985573178028,35.22887130092673,34.870107312287345
9782602,2020-04-01 00:00:00,max_sharpe,$1K-10K,all,44.85585023905913,49.4756602518021,34.93529716681221
9782602,2020-04-01 00:00:00,max_sharpe,$1K-10K,gte5,69.21140643913753,73.59401202077945,23.632408207864984
9782602,2020-04-01 00:00:00,max_sharpe,$1K-10K,lt5,35.0976346567573,28.03393751889892,33.95335223688047
9782602,2020-04-01 00:00:00,max_sharpe,OVERALL,all,46.60322773574893,51.62763649873683,33.05752773554637
9782602,2020-04-01 00:00:00,max_sharpe,OVERALL,gte5,65.94770660737295,69.57843055881155,24.52533938445483
9782602,2020-04-01 00:00:00,max_sharpe,OVERALL,lt5,44.9251908180698,48.48991061782918,33.1684004227662
9782602,2020-04-01 00:00:00,safer_risk,$0-1,all,7.4111089428037875,4.4260019260722316e-08,15.19957774125072
9782602,2020-04-01 00:00:00,safer_risk,$0-1,gte5,39.75716659385777,35.938080098338474,16.72875100354562
9782602,2020-04-01 00:00:00,safer_risk,$0-1,lt5,5.913535384422848,3.616967558794926e-08,13.344820787106812
9782602,2020-04-01 00:00:00,safer_risk,$1-100,all,7.807473389553667,8.786241942337902e-08,16.418526854866595
9782602,2020-04-01 00:00:00,safer_risk,$1-100,gte5,41.63651821422099,41.29417700648324,18.488762726184554
9782602,2020-04-01 00:00:00,safer_risk,$1-100,lt5,5.778357628004907,8.786241872948963e-08,13.873484046133576
9782602,2020-04-01 00:00:00,safer_risk,$100-1K,all,18.326334141892133,1.208225977018633,23.073531936556325
9782602,2020-04-01 00:00:00,safer_risk,$100-1K,gte5,45.08957298891293,46.04266917426788,18.980673703200033
9782602,2020-04-01 00:00:00,safer_risk,$100-1K,lt5,12.027634138481408,1.7074560029750607e-07,19.095858391470188
9782602,2020-04-01 00:00:00,safer_risk,$10K+,all,25.299873259425734,14.806616457845191,27.368088431661086
9782602,2020-04-01 00:00:00,safer_risk,$10K+,gte5,53.48960466433014,56.39942218479026,19.789281338540054
9782602,2020-04-01 00:00:00,safer_risk,$10K+,lt5,12.948365417620508,1.4872874043447837e-07,20.12135363546637
9782602,2020-04-01 00:00:00,safer_risk,$1K-10K,all,23.23320548571793,12.355625069426992,25.584898057311584
9782602,2020-04-01 00:00:00,safer_risk,$1K-10K,gte5,48.91253681981633,51.46763422143222,19.421745288691355
9782602,2020-04-01 00:00:00,safer_risk,$1K-10K,lt5,12.944610591437337,2.054697065267952e-07,19.891374522372004
9782602,2020-04-01 00:00:00,safer_risk,OVERALL,all,9.657444976599109,8.786241872948963e-08,18.168280148177587
9782602,2020-04-01 00:00:00,safer_risk,OVERALL,gte5,43.855027755903045,43.24796511030808,18.90319449659191
9782602,2020-04-01 00:00:00,safer_risk,OVERALL,lt5,6.690975485232051,8.786241734171085e-08,14.747113138863492
9976964,2020-05-01 00:00:00,better_return,$0-1,all,26.0048835144847,7.955156530066676,29.295036066795348
9976964,2020-05-01 00:00:00,better_return,$0-1,gte5,46.19944098562166,45.06027621090617,23.752667992880195
9976964,2020-05-01 00:00:00,better_return,$0-1,lt5,25.183147406669686,7.955156530066676,29.204365054974378
9976964,2020-05-01 00:00:00,better_return,$1-100,all,51.85766669498005,69.99902214983373,33.09576727977849
9976964,2020-05-01 00:00:00,better_return,$1-100,gte5,54.96451462479463,55.43220758504466,26.098982755747738
9976964,2020-05-01 00:00:00,better_return,$1-100,lt5,51.6848326177899,70.88010368975837,33.43358738012409
9976964,2020-05-01 00:00:00,better_return,$100-1K,all,44.84843421480862,50.63817042520773,33.22377052998166
9976964,2020-05-01 00:00:00,better_return,$100-1K,gte5,56.05813325313246,57.14350622534867,26.58715873841967
9976964,2020-05-01 00:00:00,better_return,$100-1K,lt5,42.49466611174956,46.535875396650965,33.9889778551458
9976964,2020-05-01 00:00:00,better_return,$10K+,all,48.68052582919945,55.597441450209736,32.80104779006746
9976964,2020-05-01 00:00:00,better_return,$10K+,gte5,62.405376556972385,65.56892806283756,25.1729985265758
9976964,2020-05-01 00:00:00,better_return,$10K+,lt5,42.6417554204132,48.80365626573717,33.929437824977214
9976964,2020-05-01 00:00:00,better_return,$1K-10K,all,44.51799941473032,47.61209227012717,32.593916738124946
9976964,2020-05-01 00:00:00,better_return,$1K-10K,gte5,55.79906983937769,56.25017891757996,26.20886410218698
9976964,2020-05-01 00:00:00,better_return,$1K-10K,lt5,40.81573076831771,41.953239566346056,33.61738003993558
9976964,2020-05-01 00:00:00,better_return,OVERALL,all,43.568350830620844,48.211531906336646,33.94134941193624
9976964,2020-05-01 00:00:00,better_return,OVERALL,gte5,54.573362607019384,54.34184600175314,26.14170820782685
9976964,2020-05-01 00:00:00,better_return,OVERALL,lt5,42.65950509841773,46.46617079291013,34.34951923171711
9976964,2020-05-01 00:00:00,max_sharpe,$0-1,all,32.164193715081176,26.454448389027586,28.016934871494826
9976964,2020-05-01 00:00:00,max_sharpe,$0-1,gte5,57.14189844318356,54.22486955307196,20.23809741928407
9976964,2020-05-01 00:00:00,max_sharpe,$0-1,lt5,31.147826711508106,22.64227163681185,27.817345477063476
9976964,2020-05-01 00:00:00,max_sharpe,$1-100,all,49.997048647528025,61.39169446448274,32.6475862652348
9976964,2020-05-01 00:00:00,max_sharpe,$1-100,gte5,64.29094591436568,66.37080926869245,22.391659461181423
9976964,2020-05-01 00:00:00,max_sharpe,$1-100,lt5,49.20187855894531,61.11646860206685,32.94342825172664
9976964,2020-05-01 00:00:00,max_sharpe,$100-1K,all,37.69814938638827,35.47934544179414,32.10509188701521
9976964,2020-05-01 00:00:00,max_sharpe,$100-1K,gte5,61.1697224972873,62.4510850974068,23.526882098462846
9976964,2020-05-01 00:00:00,max_sharpe,$100-1K,lt5,32.76968164357245,25.90839919996353,31.479825939748412
9976964,2020-05-01 00:00:00,max_sharpe,$10K+,all,49.230927201063885,52.405544002242266,32.966793954438856
9976964,2020-05-01 00:00:00,max_sharpe,$10K+,gte5,67.40715602041108,70.5598782580451,24.19415239316213
9976964,2020-05-01 00:00:00,max_sharpe,$10K+,lt5,41.233603593347546,41.52748191076987,33.13885380436922
9976964,2020-05-01 00:00:00,max_sharpe,$1K-10K,all,41.49700818429579,41.52748191076988,31.526600747075413
9976964,2020-05-01 00:00:00,max_sharpe,$1K-10K,gte5,59.107046970050156,59.42511046341369,23.41785572041304
