block_number,block_date,n_wallets,pct_beat_market_ret_baseline,pct_positive_alpha_baseline,pct_beat_market_ret_better_return,pct_positive_alpha_better_return,pct_beat_market_ret_safer_risk,pct_positive_alpha_safer_risk,pct_beat_market_ret_max_sharpe,pct_positive_alpha_max_sharpe,pct_beat_market_ret_equal_weight,pct_positive_alpha_equal_weight,pct_beat_market_ret_mcap_weight,pct_positive_alpha_mcap_weight
13717847,2021-12-01,2579086,28.449380904708104,20.08308369709269,27.994723712198816,17.156543054399894,30.484365391460383,17.77284665963058,21.829244934058035,17.172362612181214,30.581686690556264,16.21958321668994,42.11195380253988,25.302803797121747
13916166,2022-01-01,2621359,47.52431849281232,52.16439259178159,46.90879807000872,48.240550035306114,51.803625524012546,50.35060058542153,49.94890055120264,52.139214811859034,54.74236836694249,43.642324458420234,54.43361799494766,49.30165967410785
14116761,2022-02-01,2755033,39.938033410126124,34.29222081913356,38.44505673797737,32.32280702263821,40.11080811010249,33.984819782557956,41.30440542817455,30.44765706980642,36.09357855241661,32.20004987236088,46.499750275132925,35.273455988895954
14297759,2022-03-01,2928345,79.75381999047244,72.99146787690658,76.47480061263273,69.07369179519489,80.3901179676575,72.73272104209033,76.6528875525254,62.5784188679954,77.75217742444964,73.30693617043073,86.4133128092824,70.42344004177671
14497034,2022-04-01,2934000,31.163156100886162,19.063258350374916,31.747614178595775,16.38323108384458,35.30562372188139,16.336912065439673,28.149965916837083,17.37021131561009,29.806441717791408,16.305589638718473,39.44830928708565,15.312275157557995
14688630,2022-05-01,3002002,31.35987251174383,32.27109775409877,32.46776651048201,26.518703185407606,34.528458009021975,24.688424591322725,28.338755270649386,30.512671210745363,32.583089551572584,15.715779003478344,39.318386026703664,34.1542924782725
14881677,2022-06-01,3075701,95.92463636744924,94.99239360392964,97.2022963220417,92.51897372338858,97.12127414205737,94.78635927224396,96.58136470352612,92.48967958849056,98.56435979960341,95.50678040550756,96.99105796763597,96.12231235891419
15053226,2022-07-01,3103058,15.288048112539308,16.09132023958302,14.6365295137893,16.09647644355987,14.075212258359334,18.28999006786209,14.42518960328811,15.62848648011091,12.611140365407286,15.722780560337576,11.644968925264171,17.8055897425144
15253306,2022-08-01,3154145,48.93326083613784,31.95255766618212,48.08463149284513,27.855250789041087,52.225943956286095,31.05006269527875,41.44260964540311,28.221308785740668,49.010968107046445,31.161915511176563,55.79288707173801,26.546061308551543
15449618,2022-09-01,3172900,59.01654637713133,47.63714582873712,66.2741025560213,49.81256894323805,69.7082479750386,51.748053830880266,56.445680607646,52.98149957452173,70.3968924327902,51.066595228340006,68.67007350005456,53.66557317490843
15649595,2022-10-01,3182512,43.19534380388825,31.440289934492,36.30430930032628,27.596125324900584,39.028980880512,28.797283403801778,35.92592895172116,21.672534149124967,33.30981941309255,22.706654366110797,43.726771464517924,16.57167868863173
15871480,2022-11-01,3245800,70.39050465216587,47.340963706944365,69.33902273707561,39.91820198410253,72.93527019532935,39.55259104072956,67.80088113870232,38.533735904861665,70.15851253928153,36.401595908558754,75.48725743452435,51.86717554334728
16086234,2022-12-01,3332213,38.25043597153003,33.09782417870647,36.19654565899599,29.036799268234052,38.67858987405667,28.88980986509566,37.887313926210595,28.705067773278596,30.17808285364711,26.299399228080556,45.153251661948545,33.915787002837476
16308190,2023-01-01,3362555,49.27714193522485,50.241200515679296,47.3750763928025,51.11312677413456,46.338929772152426,53.54654422009454,38.782443707240475,42.71472139489168,50.87637228238646,54.0819406671415,45.80235225673702,48.03596407399707
16530248,2023-02-01,3370814,70.32482361827144,76.9459839670774,72.56543968311512,80.79532124881409,71.61199045690448,81.05748344465165,77.10763631573857,79.8653381646095,77.95253609365571,84.4711989448246,63.88124438283344,73.73155514622214
16730072,2023-03-01,3392077,6.6919176657841195,14.243750952587456,6.898958956415199,13.78406209528852,6.259350834311839,13.988921831668327,7.339839278412606,12.834378464875652,5.868233533613771,12.014674195190734,6.76310401189584,23.81956204896413
16950603,2023-04-01,3417035,24.06694692913593,26.91775179358713,25.416303900896537,28.83988604155357,22.95080384017138,27.43281821813356,29.527880165113906,32.84414704561118,24.125067492723957,26.87443938970482,20.095931261943853,28.821549708372473
17162287,2023-05-01,3457737,27.62766514630812,18.252689548106176,29.949472733177796,17.116888878477454,28.948818258878568,13.937121302169597,35.330130660602585,20.177329854757605,24.654477769708915,14.929909359792257,37.57569160010342,16.779208235825134
17382266,2023-06-01,3442453,15.630569248149504,8.601773212299484,10.612519619004239,6.613365527430585,10.62785751904238,6.111310742659377,12.22349295691183,7.783287092082302,8.875851028321955,5.4213666824209366,20.48509406589741,5.089254297969918
17595510,2023-07-01,3533345,75.24493079503983,77.32958428910848,77.92406345828104,73.04859842443916,80.31131972677449,74.89857344810655,76.26240856751888,71.08903885694717,79.75719891490924,75.47137344357824,87.23000410149035,77.48740661178374
17816434,2023-08-01,3527396,55.36129201257811,54.342154949430125,55.69791426876937,49.65164104058631,59.723603474064156,52.42328902113628,51.4295247825875,49.966831056110514,57.266578518544556,52.28607732162762,63.38102955922405,48.89545905432142
18037988,2023-09-01,3655348,19.35717201207655,20.7808668285482,20.28285678955875,22.444210510189457,18.627556117775928,20.552707977462063,19.840409175815818,22.80434038017721,21.339254155828666,22.633002384451494,16.173727049608868,17.05382785682348
18251965,2023-10-01,3693849,18.184771494449286,21.493434084609305,19.289635282871608,23.764127878535373,18.4403044087617,22.902587517789712,24.197280397763958,28.880850300052874,20.497075002253748,23.82988584536076,15.153890454332416,18.217051430031987
18473543,2023-11-01,3759567,45.213345047448286,52.91811530423583,46.65641016638352,56.83494934390051,46.74189873461492,58.018037715513515,54.35641923657698,59.477168514352854,50.74156146173217,60.66642780937273,39.19245207910022,51.458488776679935
18687851,2023-12-01,3781817,44.73844186537847,51.77635512241867,45.81958883785228,55.36989230309134,48.06078665361122,58.259111955972486,53.068379564637844,60.474396302095,53.42252150223028,60.607189612823674,38.0333737023211,48.9281688637767
18908895,2024-01-01,3855395,16.851113828803534,19.223555563048663,16.852021647587343,26.41887536815294,16.690403966389955,19.96737039914198,19.136923713393827,26.263586480762672,17.799161953574146,21.97751462560905,13.359072357610756,16.698859900424473
19129889,2024-02-01,3977147,29.610874327753034,34.82036243568568,27.068373384237493,35.57990187438382,26.62081637917834,35.57125245810628,30.68684662648879,37.538265495341264,27.367004538680618,36.275827873598836,26.362872798538806,31.24201489621975
19336607,2024-03-01,4005064,53.03585660553739,59.64603811574547,56.55592519869844,62.6021456835646,55.462784115310015,64.09078606484191,52.40612884088743,55.47047437943563,62.55223387191815,70.23628086842058,46.425044740947044,62.27073230303869
19557289,2024-04-01,4153412,31.700394759778227,29.897997116587522,30.784521256258714,25.609884114554493,33.73722616489768,26.22174250953192,27.273552443147945,25.942839284906,30.820539835682087,22.656866210238714,40.876195536663126,33.32115254564776
19771560,2024-05-01,4273747,21.72220302231274,22.489960215239694,19.178346308286383,21.544583710734397,19.715603193169834,22.761525190892208,12.420131561367578,16.62634685675123,17.80772235698557,18.825634741597945,21.72684431147136,28.854069729390027
19993250,2024-06-01,4506122,19.18374602374281,12.985755822856104,19.749620627226694,11.03842727737953,19.43278499783184,9.130445203214649,28.589705294264117,12.401084568948644,13.01744604340495,8.122816026729858,28.664221417205475,9.047911523360215
20207949,2024-07-01,4524722,41.25161722642849,50.06860089967958,36.46239481674233,46.02415352810626,38.07190806418605,48.85338811975631,38.27799807369381,48.46660192604098,28.9427505159433,40.188900003138315,38.63081853432249,60.78223764585067
20429973,2024-08-01,4668597,42.77111517657232,67.47740274005231,47.583610236651396,62.246152323706674,47.88102292830159,63.56303617553625,52.3001235703146,60.946746956312566,50.93065432719938,62.85475058138451,48.663432876173836,74.52531686311737
20651994,2024-09-01,4693885,51.1519136067458,51.82148689198819,49.67980681248049,53.28568978575316,49.327966066488635,53.70282825420733,42.969906591235194,48.68402187100877,53.41419740790412,55.88270696874764,43.1061068973991,47.65145972139131
20866919,2024-10-01,4793311,11.979443854154258,14.850236089417107,12.93627724134737,16.637059435534226,11.819032814686967,15.99493544232786,13.096542243972904,16.426182236036844,13.638964799071038,15.959803150682273,8.883521702455159,10.412178842040227
21089069,2024-11-01,4748515,20.09912572667455,21.75166341477283,19.0417004052846,23.193840600693058,18.72857093217564,23.65914396395505,21.52197055289917,21.38104228374555,17.853413119680575,24.77317645621842,19.502124674830853,28.723262135396123
21303934,2024-12-01,4928177,44.600102634300676,39.97920529234238,42.52251897608386,36.13646587774749,45.68628521256441,38.71360545694686,40.16751021726696,36.52823346239391,43.848912082500284,38.803801081008245,52.43190582455103,37.09072210005207
21525891,2025-01-01,5105209,13.241710574434856,14.999503448340704,13.801550533974222,14.80507458166747,12.624870010218975,14.85226168017803,14.306348672502928,14.27281429614341,11.402902408109052,11.949383463047253,12.968189222087409,21.753150401922486
21747950,2025-02-01,5247405,27.410634399288792,33.08898398351185,31.8052828016896,33.00902064925425,30.599448679871287,30.73362928914387,37.36974752282319,36.84388759777452,28.01417081395471,28.698337559231657,37.32493446010077,39.78874636440489
21948292,2025-03-01,5268023,31.811022844812943,32.322789782808464,33.59015327002179,30.24783680709063,33.01547848215545,28.914414382776993,42.58739948553755,31.587276669065417,27.201836438451387,27.190503913897114,42.446610627310285,36.01136394082709
22170335,2025-04-01,5341607,56.40414953777019,55.89024052125138,56.082448596461695,52.519887741647786,55.0368269324194,50.61297096547912,63.06587137541193,53.89810594452194,55.640896082396175,52.67214529260576,65.48979226866712,61.73099404196041
22385294,2025-05-01,5479943,24.573394285305522,26.30390498587303,22.4229704579044,26.967853497746237,22.843741257892646,28.88137705081969,21.700554184596445,27.973064683337036,22.13395285315924,26.656189672045862,19.401062274427165,22.648997509406595
22606143,2025-06-01,5417046,30.414842332887705,21.233196099866973,29.040329360319262,18.529526978356838,31.047308810004566,18.172228923291403,25.041637084122968,18.0731712449922,25.26921499282081,18.491683474720354,41.96036686390091,14.434161632455448
22820674,2025-07-01,5567234,46.587820810118636,40.92640977548277,43.38659018104861,43.543095188741844,43.02887214728175,45.317620922705956,44.94107846014735,44.86100278881757,44.82459332587781,43.85116558779458,42.123603058304084,47.385158822348274
23042514,2025-08-01,5568560,22.43344778542388,24.911108078210525,25.126226528941054,29.00049563980634,22.385500021549557,27.377239358110533,31.531060094530723,35.4467402703751,21.37662160414901,23.26883431264097,19.444206070483375,30.44690310158577
23264566,2025-09-01,5989657,23.11491292406226,24.975119610354984,21.86570950556935,24.891425335373963,21.26704417298019,25.50309642104715,22.808134088479523,23.232098265393162,23.74913955840877,28.376316039466033,20.97175134032004,31.23333626666541
23479244,2025-10-01,6087782,26.167494171111912,21.211551267768787,25.319845552945225,15.712454880940218,26.64983732991753,15.686583389484051,22.532065044379053,16.123442002358164,20.188042213075306,14.276578891951125,36.7015223448181,19.268803958783817
23700767,2025-11-01,6087201,79.77875217197527,81.69235745624303,80.24008078589814,78.75056203992607,81.35744162218398,79.92180642630332,79.11641163155284,76.84234511066744,83.13914720410908,81.68949899962232,85.69674607413172,79.03761050965973
23914921,2025-12-01,6337108,34.62202316892816,20.254507261040843,31.939932221448647,18.297400012750295,30.50263621828758,16.286577410389725,38.44499730792027,21.16410198469081,27.19047868522992,14.286611495338253,50.44912022244756,22.376834331413704
