block_number,date,vol_bin,sharpe_bin,n_wallets
9193266,2020-01-01,0.0,-0.7,4
9193266,2020-01-01,0.0,-0.5,5
9193266,2020-01-01,0.0,-0.4,5
9193266,2020-01-01,0.0,-0.3,1
9193266,2020-01-01,0.0,-0.2,573
9193266,2020-01-01,0.0,-0.1,702
9193266,2020-01-01,0.0,0.0,1099
9193266,2020-01-01,0.0,0.1,1357
9193266,2020-01-01,0.0,0.2,12
9193266,2020-01-01,0.02,-2.7,1
9193266,2020-01-01,0.02,-1.5,3
9193266,2020-01-01,0.02,-1.4,2
9193266,2020-01-01,0.02,-1.3,21
9193266,2020-01-01,0.02,-1.2,3
9193266,2020-01-01,0.02,-1.1,2
9193266,2020-01-01,0.02,-1.0,14
9193266,2020-01-01,0.02,-0.9,25
9193266,2020-01-01,0.02,-0.8,19
9193266,2020-01-01,0.02,-0.7,12
9193266,2020-01-01,0.02,-0.6,220
9193266,2020-01-01,0.02,-0.5,509
9193266,2020-01-01,0.02,-0.4,124
9193266,2020-01-01,0.02,-0.3,56
9193266,2020-01-01,0.02,-0.2,28
9193266,2020-01-01,0.02,-0.1,101
9193266,2020-01-01,0.02,0.0,501
9193266,2020-01-01,0.02,0.1,140
9193266,2020-01-01,0.02,0.2,14
9193266,2020-01-01,0.02,0.5,1
9193266,2020-01-01,0.02,1.1,1
9193266,2020-01-01,0.04,-3.0,1
9193266,2020-01-01,0.04,-1.4,14
9193266,2020-01-01,0.04,-1.3,1
9193266,2020-01-01,0.04,-1.2,3
9193266,2020-01-01,0.04,-1.1,24
9193266,2020-01-01,0.04,-1.0,43
9193266,2020-01-01,0.04,-0.9,79
9193266,2020-01-01,0.04,-0.8,96
9193266,2020-01-01,0.04,-0.7,278
9193266,2020-01-01,0.04,-0.6,238
9193266,2020-01-01,0.04,-0.5,527
9193266,2020-01-01,0.04,-0.4,528
9193266,2020-01-01,0.04,-0.3,92
9193266,2020-01-01,0.04,-0.2,124
9193266,2020-01-01,0.04,-0.1,78
9193266,2020-01-01,0.04,0.0,197
9193266,2020-01-01,0.04,0.1,27
9193266,2020-01-01,0.04,0.4,3
9193266,2020-01-01,0.04,0.5,1
9193266,2020-01-01,0.04,0.6,1
9193266,2020-01-01,0.06,-3.0,1
9193266,2020-01-01,0.06,-2.5,1
9193266,2020-01-01,0.06,-2.2,1
9193266,2020-01-01,0.06,-1.5,6
9193266,2020-01-01,0.06,-1.4,84
9193266,2020-01-01,0.06,-1.3,2
9193266,2020-01-01,0.06,-1.2,6
9193266,2020-01-01,0.06,-1.1,27
9193266,2020-01-01,0.06,-1.0,125
9193266,2020-01-01,0.06,-0.9,127
9193266,2020-01-01,0.06,-0.8,122
9193266,2020-01-01,0.06,-0.7,116
9193266,2020-01-01,0.06,-0.6,717
9193266,2020-01-01,0.06,-0.5,201
9193266,2020-01-01,0.06,-0.4,150
9193266,2020-01-01,0.06,-0.3,552
9193266,2020-01-01,0.06,-0.2,173
9193266,2020-01-01,0.06,-0.1,600
9193266,2020-01-01,0.06,0.0,76
9193266,2020-01-01,0.06,0.1,34
9193266,2020-01-01,0.06,0.7,1
9193266,2020-01-01,0.08,-3.0,2
9193266,2020-01-01,0.08,-2.2,1
9193266,2020-01-01,0.08,-2.1,1
9193266,2020-01-01,0.08,-2.0,1
9193266,2020-01-01,0.08,-1.8,1
9193266,2020-01-01,0.08,-1.6,1
9193266,2020-01-01,0.08,-1.5,17
9193266,2020-01-01,0.08,-1.4,22
9193266,2020-01-01,0.08,-1.3,28
9193266,2020-01-01,0.08,-1.2,16
9193266,2020-01-01,0.08,-1.1,148
9193266,2020-01-01,0.08,-1.0,149
9193266,2020-01-01,0.08,-0.9,132
9193266,2020-01-01,0.08,-0.8,56
9193266,2020-01-01,0.08,-0.7,52
9193266,2020-01-01,0.08,-0.6,53
9193266,2020-01-01,0.08,-0.5,48
9193266,2020-01-01,0.08,-0.4,172
9193266,2020-01-01,0.08,-0.3,269
9193266,2020-01-01,0.08,-0.2,413
9193266,2020-01-01,0.08,-0.1,141
9193266,2020-01-01,0.08,0.0,201
9193266,2020-01-01,0.08,0.1,109
9193266,2020-01-01,0.08,0.4,1
9193266,2020-01-01,0.08,0.5,1
9193266,2020-01-01,0.08,0.6,3
9193266,2020-01-01,0.1,-3.0,4
9193266,2020-01-01,0.1,-2.9,1
9193266,2020-01-01,0.1,-2.6,1
9193266,2020-01-01,0.1,-2.5,1
9193266,2020-01-01,0.1,-2.0,1
9193266,2020-01-01,0.1,-1.8,1
9193266,2020-01-01,0.1,-1.7,1
9193266,2020-01-01,0.1,-1.6,1
9193266,2020-01-01,0.1,-1.5,4
9193266,2020-01-01,0.1,-1.4,24
9193266,2020-01-01,0.1,-1.3,29
9193266,2020-01-01,0.1,-1.2,53
9193266,2020-01-01,0.1,-1.1,204
9193266,2020-01-01,0.1,-1.0,98
9193266,2020-01-01,0.1,-0.9,146
9193266,2020-01-01,0.1,-0.8,72
9193266,2020-01-01,0.1,-0.7,48
9193266,2020-01-01,0.1,-0.6,906
9193266,2020-01-01,0.1,-0.5,117
9193266,2020-01-01,0.1,-0.4,50
9193266,2020-01-01,0.1,-0.3,264
9193266,2020-01-01,0.1,-0.2,118
9193266,2020-01-01,0.1,-0.1,65
9193266,2020-01-01,0.1,0.0,59
9193266,2020-01-01,0.1,0.1,8
9193266,2020-01-01,0.1,0.2,2
9193266,2020-01-01,0.1,0.4,1
9193266,2020-01-01,0.1,0.5,2
9193266,2020-01-01,0.1,0.7,1
9193266,2020-01-01,0.1,1.2,1
9193266,2020-01-01,0.12,-2.8,1
9193266,2020-01-01,0.12,-2.7,3
9193266,2020-01-01,0.12,-2.6,2
9193266,2020-01-01,0.12,-2.5,3
9193266,2020-01-01,0.12,-2.4,2
9193266,2020-01-01,0.12,-2.3,1
9193266,2020-01-01,0.12,-2.1,3
9193266,2020-01-01,0.12,-2.0,3
9193266,2020-01-01,0.12,-1.9,3
9193266,2020-01-01,0.12,-1.8,1
9193266,2020-01-01,0.12,-1.7,5
9193266,2020-01-01,0.12,-1.6,2
9193266,2020-01-01,0.12,-1.5,14
9193266,2020-01-01,0.12,-1.4,30
9193266,2020-01-01,0.12,-1.3,34
9193266,2020-01-01,0.12,-1.2,74
9193266,2020-01-01,0.12,-1.1,387
9193266,2020-01-01,0.12,-1.0,260
9193266,2020-01-01,0.12,-0.9,228
9193266,2020-01-01,0.12,-0.8,51
9193266,2020-01-01,0.12,-0.7,48
9193266,2020-01-01,0.12,-0.6,37
9193266,2020-01-01,0.12,-0.5,30
9193266,2020-01-01,0.12,-0.4,54
9193266,2020-01-01,0.12,-0.3,159
9193266,2020-01-01,0.12,-0.2,156
9193266,2020-01-01,0.12,-0.1,42
9193266,2020-01-01,0.12,0.0,42
9193266,2020-01-01,0.12,0.1,11
9193266,2020-01-01,0.12,0.2,2
9193266,2020-01-01,0.12,0.4,2
9193266,2020-01-01,0.12,0.7,1
9193266,2020-01-01,0.12,0.9,1
9193266,2020-01-01,0.12,1.0,2
9193266,2020-01-01,0.14,-3.0,6
9193266,2020-01-01,0.14,-2.9,1
9193266,2020-01-01,0.14,-2.3,1
9193266,2020-01-01,0.14,-2.2,1
9193266,2020-01-01,0.14,-2.0,1
9193266,2020-01-01,0.14,-1.9,1
9193266,2020-01-01,0.14,-1.8,2
9193266,2020-01-01,0.14,-1.7,5
9193266,2020-01-01,0.14,-1.6,16
9193266,2020-01-01,0.14,-1.5,47
9193266,2020-01-01,0.14,-1.4,54
9193266,2020-01-01,0.14,-1.3,106
9193266,2020-01-01,0.14,-1.2,258
9193266,2020-01-01,0.14,-1.1,651
9193266,2020-01-01,0.14,-1.0,359
9193266,2020-01-01,0.14,-0.9,418
9193266,2020-01-01,0.14,-0.8,213
9193266,2020-01-01,0.14,-0.7,123
9193266,2020-01-01,0.14,-0.6,79
9193266,2020-01-01,0.14,-0.5,62
9193266,2020-01-01,0.14,-0.4,84
9193266,2020-01-01,0.14,-0.3,139
9193266,2020-01-01,0.14,-0.2,329
9193266,2020-01-01,0.14,-0.1,55
9193266,2020-01-01,0.14,0.0,34
9193266,2020-01-01,0.14,0.1,5
9193266,2020-01-01,0.14,0.2,6
9193266,2020-01-01,0.14,0.3,3
9193266,2020-01-01,0.14,0.4,4
9193266,2020-01-01,0.14,0.5,4
9193266,2020-01-01,0.14,0.6,1
9193266,2020-01-01,0.14,0.7,1
9193266,2020-01-01,0.14,0.8,2
9193266,2020-01-01,0.14,1.2,3
9193266,2020-01-01,0.16,-3.0,4
9193266,2020-01-01,0.16,-2.8,1
9193266,2020-01-01,0.16,-2.7,1
9193266,2020-01-01,0.16,-2.5,2
9193266,2020-01-01,0.16,-2.3,1
9193266,2020-01-01,0.16,-2.1,1
9193266,2020-01-01,0.16,-1.9,6
9193266,2020-01-01,0.16,-1.8,2
9193266,2020-01-01,0.16,-1.7,17
9193266,2020-01-01,0.16,-1.6,35
9193266,2020-01-01,0.16,-1.5,145
9193266,2020-01-01,0.16,-1.4,671
9193266,2020-01-01,0.16,-1.3,2800
9193266,2020-01-01,0.16,-1.2,1491
9193266,2020-01-01,0.16,-1.1,4941
9193266,2020-01-01,0.16,-1.0,2887
9193266,2020-01-01,0.16,-0.9,1766
9193266,2020-01-01,0.16,-0.8,1048
9193266,2020-01-01,0.16,-0.7,968
9193266,2020-01-01,0.16,-0.6,624
9193266,2020-01-01,0.16,-0.5,442
9193266,2020-01-01,0.16,-0.4,284
9193266,2020-01-01,0.16,-0.3,112
9193266,2020-01-01,0.16,-0.2,105
9193266,2020-01-01,0.16,-0.1,68
9193266,2020-01-01,0.16,0.0,49
9193266,2020-01-01,0.16,0.1,12
9193266,2020-01-01,0.16,0.2,2
9193266,2020-01-01,0.16,0.4,2
9193266,2020-01-01,0.16,0.6,1
9193266,2020-01-01,0.16,0.8,1
9193266,2020-01-01,0.16,0.9,2
9193266,2020-01-01,0.16,1.0,2
9193266,2020-01-01,0.16,1.2,1
9193266,2020-01-01,0.18,-3.0,5
9193266,2020-01-01,0.18,-2.9,1
9193266,2020-01-01,0.18,-2.8,1
9193266,2020-01-01,0.18,-2.6,1
9193266,2020-01-01,0.18,-2.2,1
9193266,2020-01-01,0.18,-2.1,4
9193266,2020-01-01,0.18,-2.0,3
9193266,2020-01-01,0.18,-1.9,1
9193266,2020-01-01,0.18,-1.8,11
9193266,2020-01-01,0.18,-1.7,33
9193266,2020-01-01,0.18,-1.6,96
9193266,2020-01-01,0.18,-1.5,1298
9193266,2020-01-01,0.18,-1.4,1234
9193266,2020-01-01,0.18,-1.3,4093
9193266,2020-01-01,0.18,-1.2,1484
9193266,2020-01-01,0.18,-1.1,6952
9193266,2020-01-01,0.18,-1.0,8584
9193266,2020-01-01,0.18,-0.9,4015
9193266,2020-01-01,0.18,-0.8,2464
9193266,2020-01-01,0.18,-0.7,1768
9193266,2020-01-01,0.18,-0.6,1842
9193266,2020-01-01,0.18,-0.5,1654
9193266,2020-01-01,0.18,-0.4,828
9193266,2020-01-01,0.18,-0.3,408
9193266,2020-01-01,0.18,-0.2,194
9193266,2020-01-01,0.18,-0.1,108
9193266,2020-01-01,0.18,0.0,55
9193266,2020-01-01,0.18,0.1,13
9193266,2020-01-01,0.18,0.2,5
9193266,2020-01-01,0.18,0.3,1
9193266,2020-01-01,0.18,0.6,1
9193266,2020-01-01,0.18,0.8,1
9193266,2020-01-01,0.18,0.9,2
9193266,2020-01-01,0.18,1.0,1
9193266,2020-01-01,0.18,1.1,2
9193266,2020-01-01,0.18,1.2,2
9193266,2020-01-01,0.2,-3.0,1
9193266,2020-01-01,0.2,-2.7,2
9193266,2020-01-01,0.2,-2.6,2
9193266,2020-01-01,0.2,-2.5,2
9193266,2020-01-01,0.2,-2.3,1
9193266,2020-01-01,0.2,-2.2,2
9193266,2020-01-01,0.2,-2.1,1
9193266,2020-01-01,0.2,-2.0,1
9193266,2020-01-01,0.2,-1.9,2
9193266,2020-01-01,0.2,-1.8,57
9193266,2020-01-01,0.2,-1.7,73
9193266,2020-01-01,0.2,-1.6,156
9193266,2020-01-01,0.2,-1.5,61992
9193266,2020-01-01,0.2,-1.4,3707
9193266,2020-01-01,0.2,-1.3,2752
9193266,2020-01-01,0.2,-1.2,4856
9193266,2020-01-01,0.2,-1.1,3482
9193266,2020-01-01,0.2,-1.0,9307
9193266,2020-01-01,0.2,-0.9,9517
9193266,2020-01-01,0.2,-0.8,3577
9193266,2020-01-01,0.2,-0.7,1980
9193266,2020-01-01,0.2,-0.6,1885
9193266,2020-01-01,0.2,-0.5,1263
9193266,2020-01-01,0.2,-0.4,1180
9193266,2020-01-01,0.2,-0.3,968
9193266,2020-01-01,0.2,-0.2,651
9193266,2020-01-01,0.2,-0.1,310
9193266,2020-01-01,0.2,0.0,350
9193266,2020-01-01,0.2,0.1,56
9193266,2020-01-01,0.2,0.2,9
9193266,2020-01-01,0.2,0.3,2
9193266,2020-01-01,0.2,0.4,3
9193266,2020-01-01,0.2,0.5,2
9193266,2020-01-01,0.2,0.6,1
9193266,2020-01-01,0.2,0.7,2
9193266,2020-01-01,0.22,-3.0,4
9193266,2020-01-01,0.22,-2.9,2
9193266,2020-01-01,0.22,-2.8,5
9193266,2020-01-01,0.22,-2.6,1
9193266,2020-01-01,0.22,-2.5,1
9193266,2020-01-01,0.22,-2.4,2
9193266,2020-01-01,0.22,-2.3,1
9193266,2020-01-01,0.22,-2.2,1
9193266,2020-01-01,0.22,-2.1,2
9193266,2020-01-01,0.22,-2.0,3
9193266,2020-01-01,0.22,-1.9,2
9193266,2020-01-01,0.22,-1.8,4
9193266,2020-01-01,0.22,-1.7,166
9193266,2020-01-01,0.22,-1.6,2428
9193266,2020-01-01,0.22,-1.5,198
9193266,2020-01-01,0.22,-1.4,9929
9193266,2020-01-01,0.22,-1.3,3935
9193266,2020-01-01,0.22,-1.2,941
9193266,2020-01-01,0.22,-1.1,8202
9193266,2020-01-01,0.22,-1.0,5680
9193266,2020-01-01,0.22,-0.9,5934
9193266,2020-01-01,0.22,-0.8,4415
9193266,2020-01-01,0.22,-0.7,2066
9193266,2020-01-01,0.22,-0.6,2322
9193266,2020-01-01,0.22,-0.5,1344
9193266,2020-01-01,0.22,-0.4,765
9193266,2020-01-01,0.22,-0.3,1202
9193266,2020-01-01,0.22,-0.2,4852
9193266,2020-01-01,0.22,-0.1,1235
9193266,2020-01-01,0.22,0.0,361
9193266,2020-01-01,0.22,0.1,91
9193266,2020-01-01,0.22,0.2,25
9193266,2020-01-01,0.22,0.3,13
9193266,2020-01-01,0.22,0.4,3
9193266,2020-01-01,0.22,0.5,2
9193266,2020-01-01,0.22,0.6,4
9193266,2020-01-01,0.22,0.7,3
9193266,2020-01-01,0.22,0.9,2
9193266,2020-01-01,0.22,1.1,1
9193266,2020-01-01,0.22,1.2,1
9193266,2020-01-01,0.24,-3.0,9
9193266,2020-01-01,0.24,-2.9,4
9193266,2020-01-01,0.24,-2.8,3
9193266,2020-01-01,0.24,-2.7,3
9193266,2020-01-01,0.24,-2.6,1
9193266,2020-01-01,0.24,-2.5,3
9193266,2020-01-01,0.24,-2.4,3
9193266,2020-01-01,0.24,-2.2,4
9193266,2020-01-01,0.24,-2.1,1
9193266,2020-01-01,0.24,-1.9,4
9193266,2020-01-01,0.24,-1.8,8
9193266,2020-01-01,0.24,-1.7,5
9193266,2020-01-01,0.24,-1.6,396
9193266,2020-01-01,0.24,-1.5,1061
9193266,2020-01-01,0.24,-1.4,6890
9193266,2020-01-01,0.24,-1.3,3302
9193266,2020-01-01,0.24,-1.2,669
9193266,2020-01-01,0.24,-1.1,1098
9193266,2020-01-01,0.24,-1.0,6049
9193266,2020-01-01,0.24,-0.9,4875
9193266,2020-01-01,0.24,-0.8,4393
9193266,2020-01-01,0.24,-0.7,2418
9193266,2020-01-01,0.24,-0.6,1904
9193266,2020-01-01,0.24,-0.5,1362
9193266,2020-01-01,0.24,-0.4,1010
9193266,2020-01-01,0.24,-0.3,1071
9193266,2020-01-01,0.24,-0.2,897
9193266,2020-01-01,0.24,-0.1,2059
9193266,2020-01-01,0.24,0.0,699
9193266,2020-01-01,0.24,0.1,230
9193266,2020-01-01,0.24,0.2,112
9193266,2020-01-01,0.24,0.3,12
9193266,2020-01-01,0.24,0.4,13
9193266,2020-01-01,0.24,0.5,3
9193266,2020-01-01,0.24,0.6,6
9193266,2020-01-01,0.24,0.7,8
9193266,2020-01-01,0.24,0.8,2
9193266,2020-01-01,0.24,0.9,1
9193266,2020-01-01,0.24,1.1,1
9193266,2020-01-01,0.26,-3.0,15
9193266,2020-01-01,0.26,-2.9,16
9193266,2020-01-01,0.26,-2.8,5
9193266,2020-01-01,0.26,-2.7,7
9193266,2020-01-01,0.26,-2.6,12
9193266,2020-01-01,0.26,-2.5,4
9193266,2020-01-01,0.26,-2.4,1
9193266,2020-01-01,0.26,-2.3,3
9193266,2020-01-01,0.26,-2.0,1
9193266,2020-01-01,0.26,-1.9,1
9193266,2020-01-01,0.26,-1.8,4
9193266,2020-01-01,0.26,-1.7,7
9193266,2020-01-01,0.26,-1.6,31
9193266,2020-01-01,0.26,-1.5,98
9193266,2020-01-01,0.26,-1.4,834
9193266,2020-01-01,0.26,-1.3,1230
9193266,2020-01-01,0.26,-1.2,709
9193266,2020-01-01,0.26,-1.1,1709
9193266,2020-01-01,0.26,-1.0,5152
9193266,2020-01-01,0.26,-0.9,3811
9193266,2020-01-01,0.26,-0.8,2842
9193266,2020-01-01,0.26,-0.7,6245
9193266,2020-01-01,0.26,-0.6,2166
9193266,2020-01-01,0.26,-0.5,1826
9193266,2020-01-01,0.26,-0.4,1119
9193266,2020-01-01,0.26,-0.3,630
9193266,2020-01-01,0.26,-0.2,763
9193266,2020-01-01,0.26,-0.1,3964
9193266,2020-01-01,0.26,0.0,1101
9193266,2020-01-01,0.26,0.1,660
9193266,2020-01-01,0.26,0.2,157
9193266,2020-01-01,0.26,0.3,19
9193266,2020-01-01,0.26,0.4,11
9193266,2020-01-01,0.26,0.5,9
9193266,2020-01-01,0.26,0.6,8
9193266,2020-01-01,0.26,0.7,3
9193266,2020-01-01,0.26,0.8,9
9193266,2020-01-01,0.26,0.9,3
9193266,2020-01-01,0.26,1.4,1
9193266,2020-01-01,0.28,-3.0,8
9193266,2020-01-01,0.28,-2.9,15
9193266,2020-01-01,0.28,-2.8,48
9193266,2020-01-01,0.28,-2.7,7
9193266,2020-01-01,0.28,-2.6,7
9193266,2020-01-01,0.28,-2.5,4
9193266,2020-01-01,0.28,-2.2,8
9193266,2020-01-01,0.28,-2.1,4
9193266,2020-01-01,0.28,-2.0,4
9193266,2020-01-01,0.28,-1.9,6
9193266,2020-01-01,0.28,-1.8,2
9193266,2020-01-01,0.28,-1.7,6
9193266,2020-01-01,0.28,-1.6,31
9193266,2020-01-01,0.28,-1.5,31
9193266,2020-01-01,0.28,-1.4,150
9193266,2020-01-01,0.28,-1.3,413
9193266,2020-01-01,0.28,-1.2,1149
9193266,2020-01-01,0.28,-1.1,3357
9193266,2020-01-01,0.28,-1.0,2200
9193266,2020-01-01,0.28,-0.9,1752
9193266,2020-01-01,0.28,-0.8,2233
9193266,2020-01-01,0.28,-0.7,3167
9193266,2020-01-01,0.28,-0.6,4339
9193266,2020-01-01,0.28,-0.5,2327
9193266,2020-01-01,0.28,-0.4,1207
9193266,2020-01-01,0.28,-0.3,1012
9193266,2020-01-01,0.28,-0.2,516
9193266,2020-01-01,0.28,-0.1,1654
9193266,2020-01-01,0.28,0.0,665
9193266,2020-01-01,0.28,0.1,368
9193266,2020-01-01,0.28,0.2,48
9193266,2020-01-01,0.28,0.3,23
9193266,2020-01-01,0.28,0.4,22
9193266,2020-01-01,0.28,0.5,3
9193266,2020-01-01,0.28,0.6,8
9193266,2020-01-01,0.28,0.7,11
9193266,2020-01-01,0.28,0.8,7
9193266,2020-01-01,0.28,0.9,2
9193266,2020-01-01,0.28,1.0,4
9193266,2020-01-01,0.28,1.1,3
9193266,2020-01-01,0.28,1.2,28
9193266,2020-01-01,0.3,-3.0,24
9193266,2020-01-01,0.3,-2.9,7
9193266,2020-01-01,0.3,-2.7,2
9193266,2020-01-01,0.3,-2.6,1
9193266,2020-01-01,0.3,-2.5,1
9193266,2020-01-01,0.3,-2.3,2
9193266,2020-01-01,0.3,-2.0,2
9193266,2020-01-01,0.3,-1.9,2
9193266,2020-01-01,0.3,-1.8,3
9193266,2020-01-01,0.3,-1.7,2
9193266,2020-01-01,0.3,-1.6,16
9193266,2020-01-01,0.3,-1.5,29
9193266,2020-01-01,0.3,-1.4,119
9193266,2020-01-01,0.3,-1.3,152
9193266,2020-01-01,0.3,-1.2,212
9193266,2020-01-01,0.3,-1.1,725
9193266,2020-01-01,0.3,-1.0,448
9193266,2020-01-01,0.3,-0.9,2680
9193266,2020-01-01,0.3,-0.8,1566
9193266,2020-01-01,0.3,-0.7,3027
9193266,2020-01-01,0.3,-0.6,2564
9193266,2020-01-01,0.3,-0.5,2430
9193266,2020-01-01,0.3,-0.4,1287
9193266,2020-01-01,0.3,-0.3,675
9193266,2020-01-01,0.3,-0.2,498
9193266,2020-01-01,0.3,-0.1,848
9193266,2020-01-01,0.3,0.0,566
9193266,2020-01-01,0.3,0.1,241
9193266,2020-01-01,0.3,0.2,168
9193266,2020-01-01,0.3,0.3,23
9193266,2020-01-01,0.3,0.4,34
9193266,2020-01-01,0.3,0.5,21
9193266,2020-01-01,0.3,0.6,9
9193266,2020-01-01,0.3,0.7,17
9193266,2020-01-01,0.3,0.8,11
9193266,2020-01-01,0.3,0.9,7
9193266,2020-01-01,0.3,1.0,5
9193266,2020-01-01,0.3,1.1,7
9193266,2020-01-01,0.3,1.2,8
9193266,2020-01-01,0.32,-3.0,9
9193266,2020-01-01,0.32,-2.7,1
9193266,2020-01-01,0.32,-2.6,2
9193266,2020-01-01,0.32,-2.3,3
9193266,2020-01-01,0.32,-2.2,2
9193266,2020-01-01,0.32,-2.1,12
9193266,2020-01-01,0.32,-2.0,1
9193266,2020-01-01,0.32,-1.9,1
9193266,2020-01-01,0.32,-1.8,29
9193266,2020-01-01,0.32,-1.7,12
9193266,2020-01-01,0.32,-1.6,31
9193266,2020-01-01,0.32,-1.5,13
9193266,2020-01-01,0.32,-1.4,65
9193266,2020-01-01,0.32,-1.3,2176
9193266,2020-01-01,0.32,-1.2,104
9193266,2020-01-01,0.32,-1.1,328
9193266,2020-01-01,0.32,-1.0,417
9193266,2020-01-01,0.32,-0.9,1236
9193266,2020-01-01,0.32,-0.8,2043
9193266,2020-01-01,0.32,-0.7,3282
9193266,2020-01-01,0.32,-0.6,4341
9193266,2020-01-01,0.32,-0.5,2681
9193266,2020-01-01,0.32,-0.4,1266
9193266,2020-01-01,0.32,-0.3,776
9193266,2020-01-01,0.32,-0.2,515
9193266,2020-01-01,0.32,-0.1,596
9193266,2020-01-01,0.32,0.0,866
9193266,2020-01-01,0.32,0.1,388
9193266,2020-01-01,0.32,0.2,95
9193266,2020-01-01,0.32,0.3,37
9193266,2020-01-01,0.32,0.4,20
9193266,2020-01-01,0.32,0.5,13
9193266,2020-01-01,0.32,0.6,12
9193266,2020-01-01,0.32,0.7,14
9193266,2020-01-01,0.32,0.8,22
9193266,2020-01-01,0.32,0.9,19
9193266,2020-01-01,0.32,1.0,8
9193266,2020-01-01,0.32,1.1,8
9193266,2020-01-01,0.32,1.2,2
9193266,2020-01-01,0.34,-3.0,13
9193266,2020-01-01,0.34,-2.7,1
9193266,2020-01-01,0.34,-2.5,52
9193266,2020-01-01,0.34,-2.4,1
9193266,2020-01-01,0.34,-2.0,2
9193266,2020-01-01,0.34,-1.8,5
9193266,2020-01-01,0.34,-1.7,15
9193266,2020-01-01,0.34,-1.6,20
9193266,2020-01-01,0.34,-1.5,20
9193266,2020-01-01,0.34,-1.4,110
9193266,2020-01-01,0.34,-1.3,207
9193266,2020-01-01,0.34,-1.2,76
9193266,2020-01-01,0.34,-1.1,271
9193266,2020-01-01,0.34,-1.0,483
9193266,2020-01-01,0.34,-0.9,560
9193266,2020-01-01,0.34,-0.8,1687
9193266,2020-01-01,0.34,-0.7,1602
9193266,2020-01-01,0.34,-0.6,3837
9193266,2020-01-01,0.34,-0.5,1945
9193266,2020-01-01,0.34,-0.4,1668
9193266,2020-01-01,0.34,-0.3,1251
9193266,2020-01-01,0.34,-0.2,867
9193266,2020-01-01,0.34,-0.1,652
9193266,2020-01-01,0.34,0.0,761
9193266,2020-01-01,0.34,0.1,483
9193266,2020-01-01,0.34,0.2,68
9193266,2020-01-01,0.34,0.3,49
9193266,2020-01-01,0.34,0.4,30
9193266,2020-01-01,0.34,0.5,29
9193266,2020-01-01,0.34,0.6,8
9193266,2020-01-01,0.34,0.7,11
9193266,2020-01-01,0.34,0.8,18
9193266,2020-01-01,0.34,0.9,16
9193266,2020-01-01,0.34,1.0,19
9193266,2020-01-01,0.34,1.1,9
9193266,2020-01-01,0.34,1.2,1
9193266,2020-01-01,0.36,-3.0,50
9193266,2020-01-01,0.36,-2.9,1
9193266,2020-01-01,0.36,-2.8,5
9193266,2020-01-01,0.36,-2.6,94
9193266,2020-01-01,0.36,-2.2,1
9193266,2020-01-01,0.36,-2.1,2
9193266,2020-01-01,0.36,-1.8,1
9193266,2020-01-01,0.36,-1.7,23
9193266,2020-01-01,0.36,-1.6,331
9193266,2020-01-01,0.36,-1.5,6
9193266,2020-01-01,0.36,-1.4,48
9193266,2020-01-01,0.36,-1.3,699
9193266,2020-01-01,0.36,-1.2,75
9193266,2020-01-01,0.36,-1.1,204
9193266,2020-01-01,0.36,-1.0,307
9193266,2020-01-01,0.36,-0.9,1012
9193266,2020-01-01,0.36,-0.8,717
9193266,2020-01-01,0.36,-0.7,2776
9193266,2020-01-01,0.36,-0.6,6847
9193266,2020-01-01,0.36,-0.5,3105
9193266,2020-01-01,0.36,-0.4,1177
9193266,2020-01-01,0.36,-0.3,505
9193266,2020-01-01,0.36,-0.2,640
9193266,2020-01-01,0.36,-0.1,824
9193266,2020-01-01,0.36,0.0,2577
9193266,2020-01-01,0.36,0.1,418
9193266,2020-01-01,0.36,0.2,142
9193266,2020-01-01,0.36,0.3,64
9193266,2020-01-01,0.36,0.4,35
9193266,2020-01-01,0.36,0.5,43
9193266,2020-01-01,0.36,0.6,35
9193266,2020-01-01,0.36,0.7,11
9193266,2020-01-01,0.36,0.8,9
9193266,2020-01-01,0.36,0.9,6
9193266,2020-01-01,0.36,1.0,21
9193266,2020-01-01,0.36,1.1,35
9193266,2020-01-01,0.36,1.2,20
9193266,2020-01-01,0.36,1.3,1
9193266,2020-01-01,0.38,-3.0,8
9193266,2020-01-01,0.38,-2.8,1
9193266,2020-01-01,0.38,-2.7,38
9193266,2020-01-01,0.38,-2.0,1
9193266,2020-01-01,0.38,-1.7,2
9193266,2020-01-01,0.38,-1.6,15
9193266,2020-01-01,0.38,-1.5,8
9193266,2020-01-01,0.38,-1.4,45
9193266,2020-01-01,0.38,-1.3,113
9193266,2020-01-01,0.38,-1.2,92
9193266,2020-01-01,0.38,-1.1,184
9193266,2020-01-01,0.38,-1.0,208
9193266,2020-01-01,0.38,-0.9,672
9193266,2020-01-01,0.38,-0.8,879
9193266,2020-01-01,0.38,-0.7,844
9193266,2020-01-01,0.38,-0.6,6300
9193266,2020-01-01,0.38,-0.5,4038
9193266,2020-01-01,0.38,-0.4,1893
9193266,2020-01-01,0.38,-0.3,1666
9193266,2020-01-01,0.38,-0.2,573
9193266,2020-01-01,0.38,-0.1,2900
9193266,2020-01-01,0.38,0.0,384
9193266,2020-01-01,0.38,0.1,288
9193266,2020-01-01,0.38,0.2,70
9193266,2020-01-01,0.38,0.3,86
9193266,2020-01-01,0.38,0.4,46
9193266,2020-01-01,0.38,0.5,119
