block_number,date,optimisation,token_group,mean_dist,median_dist,std_dist,count
22385294,2025-05-01 00:00:00,better_return,6-10,60.003484479255306,62.23590769894314,28.01283300873803,444761
22385294,2025-05-01 00:00:00,max_sharpe,11-20,82.77947845881644,89.15773099253188,18.84084635363376,133721
22385294,2025-05-01 00:00:00,max_sharpe,2,39.25220671572807,38.710208495953566,33.875318351017285,3204284
22385294,2025-05-01 00:00:00,max_sharpe,21+,88.27669710410292,92.60440995057935,13.612718967095464,38003
22385294,2025-05-01 00:00:00,max_sharpe,3,55.298221082771235,65.11992751074067,32.607270774321215,1027380
22385294,2025-05-01 00:00:00,max_sharpe,4,64.24425571235173,76.08517979260691,29.894996970490343,479538
22385294,2025-05-01 00:00:00,max_sharpe,5,69.31254182486218,80.55662079149087,27.74530939907907,269048
22385294,2025-05-01 00:00:00,max_sharpe,6-10,75.2800400625035,84.84345321454659,24.536173028359798,444761
22385294,2025-05-01 00:00:00,safer_risk,11-20,67.97206347676786,69.97195233452352,18.475327669530998,133721
22385294,2025-05-01 00:00:00,safer_risk,2,1.288964823707076e-05,4.4069530663604084e-08,0.022345738140838796,3204284
22385294,2025-05-01 00:00:00,safer_risk,21+,77.61450951669686,79.96272769094101,14.523673391706714,38003
22385294,2025-05-01 00:00:00,safer_risk,3,22.450105959059634,15.687107320854617,21.991050743456945,1027380
22385294,2025-05-01 00:00:00,safer_risk,4,35.85376325763564,33.137006092474905,23.690050835283056,479538
22385294,2025-05-01 00:00:00,safer_risk,5,44.389674128503486,43.54437581536001,23.623829709443044,269048
22385294,2025-05-01 00:00:00,safer_risk,6-10,54.69230093658849,55.48889123307513,22.37670531127145,444761
22606143,2025-06-01 00:00:00,better_return,11-20,71.304451944893,74.7361702662688,22.309629750352773,133256
22606143,2025-06-01 00:00:00,better_return,2,16.545896259916297,3.0268713813175196e-06,26.500251202023993,3239062
22606143,2025-06-01 00:00:00,better_return,21+,80.48797276949098,84.11497594313224,17.38634289175978,37112
22606143,2025-06-01 00:00:00,better_return,3,32.568076763790536,25.531080462304644,29.125661058424967,1046239
22606143,2025-06-01 00:00:00,better_return,4,43.607330082867335,40.38101467271393,29.72108196504932,486885
22606143,2025-06-01 00:00:00,better_return,5,50.96261667726665,50.241635203772084,29.049975989571923,272467
22606143,2025-06-01 00:00:00,better_return,6-10,59.540715046924674,61.227551616886096,27.107981642248138,448588
22606143,2025-06-01 00:00:00,max_sharpe,11-20,78.00435557027659,81.70736840719046,17.829409566128245,133256
22606143,2025-06-01 00:00:00,max_sharpe,2,34.53865122508111,26.884658666949697,32.54373049925136,3239062
22606143,2025-06-01 00:00:00,max_sharpe,21+,83.43106323242901,85.87559348617356,13.118895177530554,37112
22606143,2025-06-01 00:00:00,max_sharpe,3,53.01910782942871,58.965957589218775,31.793446369814095,1046239
22606143,2025-06-01 00:00:00,max_sharpe,4,62.23761465174338,69.86886779958601,28.648408994991488,486885
22606143,2025-06-01 00:00:00,max_sharpe,5,67.19107559199769,74.66688137633774,26.469226839916782,272467
22606143,2025-06-01 00:00:00,max_sharpe,6-10,71.82994412338552,77.65967394073465,23.383881808506015,448588
22606143,2025-06-01 00:00:00,safer_risk,11-20,64.97131148771106,66.42903716718229,18.08811942167017,133256
22606143,2025-06-01 00:00:00,safer_risk,2,1.2508067662955345e-05,4.2067935246414834e-08,0.02222544105774691,3239062
22606143,2025-06-01 00:00:00,safer_risk,21+,75.02226549573007,76.87823193945832,14.525819502713757,37112
22606143,2025-06-01 00:00:00,safer_risk,3,21.33934030192652,15.089884934247507,21.024704167969166,1046239
22606143,2025-06-01 00:00:00,safer_risk,4,34.24962394460782,31.63021599894973,22.65143837169052,486885
22606143,2025-06-01 00:00:00,safer_risk,5,42.241343733099065,41.38723281602454,22.504360994349256,272467
22606143,2025-06-01 00:00:00,safer_risk,6-10,51.860350461584545,52.34693448978171,21.544802345333455,448588
22820674,2025-07-01 00:00:00,better_return,11-20,73.3746846045175,78.49754158429877,23.107542896946246,129824
22820674,2025-07-01 00:00:00,better_return,2,17.644486645228483,1.619037279243507e-06,27.036374969446086,3279528
22820674,2025-07-01 00:00:00,better_return,21+,82.10115575811906,86.95625329164378,17.749067336306787,35327
22820674,2025-07-01 00:00:00,better_return,3,32.939548082741894,25.7002726919341,29.48552956597705,1044819
22820674,2025-07-01 00:00:00,better_return,4,44.14707425078837,40.79447215598452,30.427720623186836,483048
22820674,2025-07-01 00:00:00,better_return,5,51.86345399426872,51.687585721060174,29.785555448611017,269502
22820674,2025-07-01 00:00:00,better_return,6-10,61.273934519115365,63.96425235889034,27.967690691214692,442774
22820674,2025-07-01 00:00:00,max_sharpe,11-20,82.62818117648386,89.33238269798079,18.76425320197997,129824
22820674,2025-07-01 00:00:00,max_sharpe,2,39.54611890337412,38.93981786435687,33.85883821670267,3279528
22820674,2025-07-01 00:00:00,max_sharpe,21+,87.50037052699844,92.12002376575383,14.088692378429249,35327
22820674,2025-07-01 00:00:00,max_sharpe,3,55.164093470242626,65.15470908772758,32.724544154512735,1044819
22820674,2025-07-01 00:00:00,max_sharpe,4,65.04510913322963,77.34944656587757,29.507323100710444,483048
22820674,2025-07-01 00:00:00,max_sharpe,5,70.4772374903569,81.86163154820535,27.118000472779613,269502
22820674,2025-07-01 00:00:00,max_sharpe,6-10,76.04589897448959,85.72496034510576,23.969593332496792,442774
22820674,2025-07-01 00:00:00,safer_risk,11-20,65.34989964850766,66.84077611657985,18.186367199793963,129824
22820674,2025-07-01 00:00:00,safer_risk,2,1.2435468628961639e-05,4.1315058318946996e-08,0.022087910754588373,3279528
22820674,2025-07-01 00:00:00,safer_risk,21+,74.96569154403528,76.90002048283596,14.715788031961589,35327
22820674,2025-07-01 00:00:00,safer_risk,3,21.883382285553363,15.32897811945494,21.48406983717522,1044819
22820674,2025-07-01 00:00:00,safer_risk,4,34.735430015889484,32.38697516903312,22.934229389729243,483048
22820674,2025-07-01 00:00:00,safer_risk,5,42.72148181556066,42.00783399089747,22.724476673762755,269502
22820674,2025-07-01 00:00:00,safer_risk,6-10,52.59622043917923,53.07772705010677,21.68000966812725,442774
23042514,2025-08-01 00:00:00,better_return,11-20,71.32546201991424,75.10135874667313,23.103555476198647,131483
23042514,2025-08-01 00:00:00,better_return,2,18.239398769754974,1.7068365949779452e-06,29.071494703556475,3323048
23042514,2025-08-01 00:00:00,better_return,21+,80.71183282611969,84.6015405155454,17.743805236185086,35916
23042514,2025-08-01 00:00:00,better_return,3,32.838715568967466,24.68023007812479,29.77383730272029,1054601
23042514,2025-08-01 00:00:00,better_return,4,43.26445328386831,39.95411599429432,30.05200502922904,486962
23042514,2025-08-01 00:00:00,better_return,5,50.90540072672803,50.08423423410954,29.581159607385192,272017
23042514,2025-08-01 00:00:00,better_return,6-10,60.17140657563299,62.099489569499546,27.616622724293098,445233
23042514,2025-08-01 00:00:00,max_sharpe,11-20,78.47662133702167,82.65619300882992,18.23826789794736,131483
23042514,2025-08-01 00:00:00,max_sharpe,2,40.161827934390466,39.99815171984211,33.355579682707756,3323048
23042514,2025-08-01 00:00:00,max_sharpe,21+,84.00720346162706,86.67514397778746,13.034087031845964,35916
23042514,2025-08-01 00:00:00,max_sharpe,3,54.728925578688084,62.85602041378871,31.44120987002832,1054601
23042514,2025-08-01 00:00:00,max_sharpe,4,62.67378538870821,70.94484108207389,29.120921233689252,486962
23042514,2025-08-01 00:00:00,max_sharpe,5,67.5958657363847,75.53154400600587,26.860037599084258,272017
23042514,2025-08-01 00:00:00,max_sharpe,6-10,72.41630014158578,78.66252514927874,23.608884126816825,445233
23042514,2025-08-01 00:00:00,safer_risk,11-20,64.14575828435804,65.44390477850554,18.104342505018476,131483
23042514,2025-08-01 00:00:00,safer_risk,2,5.807296647208068e-05,3.274433640898522e-08,0.04388573846357249,3323048
23042514,2025-08-01 00:00:00,safer_risk,21+,73.83872576081127,75.50275994954305,14.697958571890721,35916
23042514,2025-08-01 00:00:00,safer_risk,3,21.99561397714991,15.61405577541852,21.468557802545348,1054601
23042514,2025-08-01 00:00:00,safer_risk,4,33.94040388952988,31.154094469128594,22.986555774654793,486962
23042514,2025-08-01 00:00:00,safer_risk,5,41.83112233054726,40.794827146423124,22.83444490669445,272017
23042514,2025-08-01 00:00:00,safer_risk,6-10,51.76635013146947,52.34167962421512,21.776892407738988,445233
23264566,2025-09-01 00:00:00,better_return,11-20,71.86586695519306,75.73234194472565,23.053836827820987,137873
23264566,2025-09-01 00:00:00,better_return,2,18.39090355547457,1.6710003762632208e-06,29.087439655648296,3556476
23264566,2025-09-01 00:00:00,better_return,21+,80.87158899837246,84.90362442442805,17.75968669457833,37166
23264566,2025-09-01 00:00:00,better_return,3,31.98444224980081,23.86791027523673,28.680410636609437,1150129
23264566,2025-09-01 00:00:00,better_return,4,43.89332146266942,40.918937560307704,29.863771638801452,521205
23264566,2025-09-01 00:00:00,better_return,5,51.56387828675792,51.094631647703835,29.355688518000722,289510
23264566,2025-09-01 00:00:00,better_return,6-10,60.85805494726114,62.99614516703903,27.491472429349034,469890
23264566,2025-09-01 00:00:00,max_sharpe,11-20,78.33500466697217,82.16329413675531,18.048119017065236,137873
23264566,2025-09-01 00:00:00,max_sharpe,2,38.371846132199686,37.23928602928386,32.97521381711373,3556476
23264566,2025-09-01 00:00:00,max_sharpe,21+,83.72252940919444,86.24313598847192,13.136445674433846,37166
23264566,2025-09-01 00:00:00,max_sharpe,3,55.770495207532775,61.500248934933325,30.907019890040726,1150129
23264566,2025-09-01 00:00:00,max_sharpe,4,63.233657045530684,70.5539077712564,28.30846338985366,521205
23264566,2025-09-01 00:00:00,max_sharpe,5,67.9337547062849,75.0701963819592,26.0804092245615,289510
23264566,2025-09-01 00:00:00,max_sharpe,6-10,72.64608339182406,78.322615198161,22.927868712223837,469890
23264566,2025-09-01 00:00:00,safer_risk,11-20,64.31336778521688,65.52838630410179,18.574405154462653,137873
23264566,2025-09-01 00:00:00,safer_risk,2,1.1566227412705863e-05,3.4189993891597936e-08,0.021210467534658196,3556476
23264566,2025-09-01 00:00:00,safer_risk,21+,74.0564940192024,75.64831916149063,14.809834122574793,37166
23264566,2025-09-01 00:00:00,safer_risk,3,23.407958740087675,16.566790433626704,22.71166968820304,1150129
23264566,2025-09-01 00:00:00,safer_risk,4,34.920826488000415,31.71073207360473,24.068498677652162,521205
23264566,2025-09-01 00:00:00,safer_risk,5,42.77893226842316,41.19362756873605,23.70100481098169,289510
23264566,2025-09-01 00:00:00,safer_risk,6-10,52.38163195599376,52.693200698957455,22.397422794553258,469890
23479244,2025-10-01 00:00:00,better_return,11-20,73.83528925475332,78.88572134393036,22.762472658106553,139377
23479244,2025-10-01 00:00:00,better_return,2,13.214709992823469,1.860598064507002e-07,25.395237581980382,3690209
