block_number,block_date,n_wallets,strategy,metric,quantile,value
11766939,2021-02-01,1421979,equal_weight,alpha,0.1,-0.03588343287042986
11766939,2021-02-01,1421979,equal_weight,alpha,0.25,0.1329818718306226
11766939,2021-02-01,1421979,equal_weight,alpha,0.5,0.40424695695240204
11766939,2021-02-01,1421979,equal_weight,alpha,0.75,0.8889139077035267
11766939,2021-02-01,1421979,equal_weight,alpha,0.9,1.8420760654213635
11766939,2021-02-01,1421979,equal_weight,alpha,0.95,2.4682816380470705
11766939,2021-02-01,1421979,equal_weight,alpha,0.99,3.7623560377845178
11766939,2021-02-01,1421979,equal_weight,excess_return,0.01,-0.44179135037660466
11766939,2021-02-01,1421979,equal_weight,excess_return,0.05,-0.36079482121895334
11766939,2021-02-01,1421979,equal_weight,excess_return,0.1,-0.2524471056747297
11766939,2021-02-01,1421979,equal_weight,excess_return,0.25,0.025617595264366688
11766939,2021-02-01,1421979,equal_weight,excess_return,0.5,0.2865446970998675
11766939,2021-02-01,1421979,equal_weight,excess_return,0.75,0.7458349097497357
11766939,2021-02-01,1421979,equal_weight,excess_return,0.9,1.755981861752016
11766939,2021-02-01,1421979,equal_weight,excess_return,0.95,2.3230513168469002
11766939,2021-02-01,1421979,equal_weight,excess_return,0.99,3.6380458845881156
11766939,2021-02-01,1421979,max_sharpe,alpha,0.01,-0.5947506225715942
11766939,2021-02-01,1421979,max_sharpe,alpha,0.05,-0.1367922227354803
11766939,2021-02-01,1421979,max_sharpe,alpha,0.1,-0.10468999959740996
11766939,2021-02-01,1421979,max_sharpe,alpha,0.25,0.03855346223252912
11766939,2021-02-01,1421979,max_sharpe,alpha,0.5,0.2776850027284858
11766939,2021-02-01,1421979,max_sharpe,alpha,0.75,0.8113021102096583
11766939,2021-02-01,1421979,max_sharpe,alpha,0.9,2.53763749911369
11766939,2021-02-01,1421979,max_sharpe,alpha,0.95,2.726325188269086
11766939,2021-02-01,1421979,max_sharpe,alpha,0.99,4.0790850792527245
11766939,2021-02-01,1421979,max_sharpe,excess_return,0.01,-0.6250940506824822
11766939,2021-02-01,1421979,max_sharpe,excess_return,0.05,-0.43746599012809284
11766939,2021-02-01,1421979,max_sharpe,excess_return,0.1,-0.2270299366705087
11766939,2021-02-01,1421979,max_sharpe,excess_return,0.25,-0.004741185101641232
11766939,2021-02-01,1421979,max_sharpe,excess_return,0.5,0.21466814385551336
11766939,2021-02-01,1421979,max_sharpe,excess_return,0.75,0.7018015137478206
11766939,2021-02-01,1421979,max_sharpe,excess_return,0.9,2.384154000061997
11766939,2021-02-01,1421979,max_sharpe,excess_return,0.95,2.615367434942396
11766939,2021-02-01,1421979,max_sharpe,excess_return,0.99,3.884185542178769
11766939,2021-02-01,1421979,mcap_weight,alpha,0.01,-0.5073494918937953
11766939,2021-02-01,1421979,mcap_weight,alpha,0.05,-0.10075209457523318
11766939,2021-02-01,1421979,mcap_weight,alpha,0.1,-0.05720138761512228
11766939,2021-02-01,1421979,mcap_weight,alpha,0.25,0.019480959513083006
11766939,2021-02-01,1421979,mcap_weight,alpha,0.5,0.2766083291452338
11766939,2021-02-01,1421979,mcap_weight,alpha,0.75,0.6234661752074846
11766939,2021-02-01,1421979,mcap_weight,alpha,0.9,1.9566285479026684
11766939,2021-02-01,1421979,mcap_weight,alpha,0.95,2.3133272709333084
11766939,2021-02-01,1421979,mcap_weight,alpha,0.99,4.457619911782536
11766939,2021-02-01,1421979,mcap_weight,excess_return,0.01,-0.515946911415923
11766939,2021-02-01,1421979,mcap_weight,excess_return,0.05,-0.43898039441004744
11766939,2021-02-01,1421979,mcap_weight,excess_return,0.1,-0.41846190172465847
11766939,2021-02-01,1421979,mcap_weight,excess_return,0.25,-0.17539017646906618
11766939,2021-02-01,1421979,mcap_weight,excess_return,0.5,0.20951337797314507
11766939,2021-02-01,1421979,mcap_weight,excess_return,0.75,0.5458552260355494
11766939,2021-02-01,1421979,mcap_weight,excess_return,0.9,1.8410767506161698
11766939,2021-02-01,1421979,mcap_weight,excess_return,0.95,2.203735835034246
11766939,2021-02-01,1421979,mcap_weight,excess_return,0.99,4.252753586163291
11766939,2021-02-01,1421979,safer_risk,alpha,0.01,-0.6807320251396913
11766939,2021-02-01,1421979,safer_risk,alpha,0.05,-0.12557759392034223
11766939,2021-02-01,1421979,safer_risk,alpha,0.1,-0.0699689443485441
11766939,2021-02-01,1421979,safer_risk,alpha,0.25,0.05815079442042598
11766939,2021-02-01,1421979,safer_risk,alpha,0.5,0.25752726112871
11766939,2021-02-01,1421979,safer_risk,alpha,0.75,0.8179665843962265
11766939,2021-02-01,1421979,safer_risk,alpha,0.9,2.110464957373998
11766939,2021-02-01,1421979,safer_risk,alpha,0.95,2.401834800500381
11766939,2021-02-01,1421979,safer_risk,alpha,0.99,4.079085077458395
11766939,2021-02-01,1421979,safer_risk,excess_return,0.01,-0.6714583704436727
11766939,2021-02-01,1421979,safer_risk,excess_return,0.05,-0.4374320955444956
11766939,2021-02-01,1421979,safer_risk,excess_return,0.1,-0.3433752889948087
11766939,2021-02-01,1421979,safer_risk,excess_return,0.25,-0.04802974129901094
11766939,2021-02-01,1421979,safer_risk,excess_return,0.5,0.20983172602752953
11766939,2021-02-01,1421979,safer_risk,excess_return,0.75,0.6916809038505658
11766939,2021-02-01,1421979,safer_risk,excess_return,0.9,2.015459876796081
11766939,2021-02-01,1421979,safer_risk,excess_return,0.95,2.298087878940084
11766939,2021-02-01,1421979,safer_risk,excess_return,0.99,3.8479679261250137
11948960,2021-03-01,1578989,baseline,alpha,0.01,-0.37937173095136106
11948960,2021-03-01,1578989,baseline,alpha,0.05,-0.1497173942397224
11948960,2021-03-01,1578989,baseline,alpha,0.1,-0.07810072286696358
11948960,2021-03-01,1578989,baseline,alpha,0.25,-0.00851279575916261
11948960,2021-03-01,1578989,baseline,alpha,0.5,0.24592137137078754
11948960,2021-03-01,1578989,baseline,alpha,0.75,1.4552445091304227
11948960,2021-03-01,1578989,baseline,alpha,0.9,4.712247499311302
11948960,2021-03-01,1578989,baseline,alpha,0.95,4.736248236302699
11948960,2021-03-01,1578989,baseline,alpha,0.99,4.90580916692784
11948960,2021-03-01,1578989,baseline,excess_return,0.01,-0.40136506309710906
11948960,2021-03-01,1578989,baseline,excess_return,0.05,-0.25322463809013374
11948960,2021-03-01,1578989,baseline,excess_return,0.1,-0.23912347909299614
11948960,2021-03-01,1578989,baseline,excess_return,0.25,-0.09541353232258215
11948960,2021-03-01,1578989,baseline,excess_return,0.5,0.18549448113547534
11948960,2021-03-01,1578989,baseline,excess_return,0.75,1.4070535772983053
11948960,2021-03-01,1578989,baseline,excess_return,0.9,4.69678487462522
11948960,2021-03-01,1578989,baseline,excess_return,0.95,4.721682064413673
11948960,2021-03-01,1578989,baseline,excess_return,0.99,4.817552030651882
11948960,2021-03-01,1578989,better_return,alpha,0.01,-0.36064452524584206
11948960,2021-03-01,1578989,better_return,alpha,0.05,-0.15572569165408193
11948960,2021-03-01,1578989,better_return,alpha,0.1,-0.07344205527361934
11948960,2021-03-01,1578989,better_return,alpha,0.25,6.233915890228186e-05
11948960,2021-03-01,1578989,better_return,alpha,0.5,0.35005372169419424
11948960,2021-03-01,1578989,better_return,alpha,0.75,2.0295437633605835
11948960,2021-03-01,1578989,better_return,alpha,0.9,4.308477502240823
11948960,2021-03-01,1578989,better_return,alpha,0.95,4.308477502240824
11948960,2021-03-01,1578989,better_return,alpha,0.99,5.045766044695836
11948960,2021-03-01,1578989,better_return,excess_return,0.01,-0.3808258995401643
11948960,2021-03-01,1578989,better_return,excess_return,0.05,-0.25358827770397957
11948960,2021-03-01,1578989,better_return,excess_return,0.1,-0.22183983309758845
11948960,2021-03-01,1578989,better_return,excess_return,0.25,-0.0931265896792976
11948960,2021-03-01,1578989,better_return,excess_return,0.5,0.2964947717980196
11948960,2021-03-01,1578989,better_return,excess_return,0.75,2.0075752154754896
11948960,2021-03-01,1578989,better_return,excess_return,0.9,4.294219462603264
11948960,2021-03-01,1578989,better_return,excess_return,0.95,4.294219462603265
11948960,2021-03-01,1578989,better_return,excess_return,0.99,4.953659635967025
11948960,2021-03-01,1578989,equal_weight,alpha,0.01,-0.22827519554166006
11948960,2021-03-01,1578989,equal_weight,alpha,0.05,-0.09224156979515621
11948960,2021-03-01,1578989,equal_weight,alpha,0.1,-0.049313755516929764
11948960,2021-03-01,1578989,equal_weight,alpha,0.25,0.009994415204653967
11948960,2021-03-01,1578989,equal_weight,alpha,0.5,0.4344730041080459
11948960,2021-03-01,1578989,equal_weight,alpha,0.75,2.1653611969770004
11948960,2021-03-01,1578989,equal_weight,alpha,0.9,2.5704161902978324
11948960,2021-03-01,1578989,equal_weight,alpha,0.95,2.6512019259451467
11948960,2021-03-01,1578989,equal_weight,alpha,0.99,4.483962668891613
11948960,2021-03-01,1578989,equal_weight,excess_return,0.01,-0.3122474877910608
11948960,2021-03-01,1578989,equal_weight,excess_return,0.05,-0.24931735677644035
11948960,2021-03-01,1578989,equal_weight,excess_return,0.1,-0.1938100503457682
11948960,2021-03-01,1578989,equal_weight,excess_return,0.25,-0.08271629884950044
11948960,2021-03-01,1578989,equal_weight,excess_return,0.5,0.37597314481255434
11948960,2021-03-01,1578989,equal_weight,excess_return,0.75,2.104081117250186
11948960,2021-03-01,1578989,equal_weight,excess_return,0.9,2.559282109524121
11948960,2021-03-01,1578989,equal_weight,excess_return,0.95,2.615264113519965
11948960,2021-03-01,1578989,equal_weight,excess_return,0.99,4.390928461956064
11948960,2021-03-01,1578989,max_sharpe,alpha,0.01,-0.3481330439308516
11948960,2021-03-01,1578989,max_sharpe,alpha,0.05,-0.1426876056132324
11948960,2021-03-01,1578989,max_sharpe,alpha,0.1,-0.08635922065712692
11948960,2021-03-01,1578989,max_sharpe,alpha,0.25,6.233915890228186e-05
11948960,2021-03-01,1578989,max_sharpe,alpha,0.5,0.4036154447178101
11948960,2021-03-01,1578989,max_sharpe,alpha,0.75,1.8767365812815842
11948960,2021-03-01,1578989,max_sharpe,alpha,0.9,2.4615518706627353
11948960,2021-03-01,1578989,max_sharpe,alpha,0.95,3.662535651504018
11948960,2021-03-01,1578989,max_sharpe,alpha,0.99,5.035924929570713
11948960,2021-03-01,1578989,max_sharpe,excess_return,0.01,-0.3544631392833049
11948960,2021-03-01,1578989,max_sharpe,excess_return,0.05,-0.2561735491525718
11948960,2021-03-01,1578989,max_sharpe,excess_return,0.1,-0.19984716808548514
11948960,2021-03-01,1578989,max_sharpe,excess_return,0.25,-0.04716073858640851
11948960,2021-03-01,1578989,max_sharpe,excess_return,0.5,0.35387978561606653
11948960,2021-03-01,1578989,max_sharpe,excess_return,0.75,1.8334341116084103
11948960,2021-03-01,1578989,max_sharpe,excess_return,0.9,2.4506134605790875
11948960,2021-03-01,1578989,max_sharpe,excess_return,0.95,3.6169978095469437
11948960,2021-03-01,1578989,max_sharpe,excess_return,0.99,4.933726530722907
11948960,2021-03-01,1578989,mcap_weight,alpha,0.01,-0.23458966554456717
11948960,2021-03-01,1578989,mcap_weight,alpha,0.05,-0.09944261409956065
11948960,2021-03-01,1578989,mcap_weight,alpha,0.1,-0.07439279491323492
11948960,2021-03-01,1578989,mcap_weight,alpha,0.25,-0.011837874015630693
11948960,2021-03-01,1578989,mcap_weight,alpha,0.5,0.14708837513875264
11948960,2021-03-01,1578989,mcap_weight,alpha,0.75,1.0344797706650724
11948960,2021-03-01,1578989,mcap_weight,alpha,0.9,2.776795071348314
11948960,2021-03-01,1578989,mcap_weight,alpha,0.95,3.55812023821995
11948960,2021-03-01,1578989,mcap_weight,alpha,0.99,4.731996699564729
11948960,2021-03-01,1578989,mcap_weight,excess_return,0.01,-0.2752158021861219
11948960,2021-03-01,1578989,mcap_weight,excess_return,0.05,-0.24650972974717383
11948960,2021-03-01,1578989,mcap_weight,excess_return,0.1,-0.23751039988795347
11948960,2021-03-01,1578989,mcap_weight,excess_return,0.25,-0.1501556020728827
11948960,2021-03-01,1578989,mcap_weight,excess_return,0.5,0.08036165558379588
11948960,2021-03-01,1578989,mcap_weight,excess_return,0.75,0.9769712009789233
11948960,2021-03-01,1578989,mcap_weight,excess_return,0.9,2.7652900490374206
11948960,2021-03-01,1578989,mcap_weight,excess_return,0.95,3.5106858578297304
11948960,2021-03-01,1578989,mcap_weight,excess_return,0.99,4.716647274854745
11948960,2021-03-01,1578989,safer_risk,alpha,0.01,-0.3237515251562689
11948960,2021-03-01,1578989,safer_risk,alpha,0.05,-0.1293027397667761
11948960,2021-03-01,1578989,safer_risk,alpha,0.1,-0.06077843672341376
11948960,2021-03-01,1578989,safer_risk,alpha,0.25,0.00281618540310391
11948960,2021-03-01,1578989,safer_risk,alpha,0.5,0.3418188844912888
11948960,2021-03-01,1578989,safer_risk,alpha,0.75,1.4950374312354158
11948960,2021-03-01,1578989,safer_risk,alpha,0.9,4.308477433041564
11948960,2021-03-01,1578989,safer_risk,alpha,0.95,4.308477433041565
11948960,2021-03-01,1578989,safer_risk,alpha,0.99,4.75440897476982
11948960,2021-03-01,1578989,safer_risk,excess_return,0.01,-0.34499797421494954
11948960,2021-03-01,1578989,safer_risk,excess_return,0.05,-0.25065292741170386
11948960,2021-03-01,1578989,safer_risk,excess_return,0.1,-0.22100783532101942
11948960,2021-03-01,1578989,safer_risk,excess_return,0.25,-0.0886408633691726
11948960,2021-03-01,1578989,safer_risk,excess_return,0.5,0.26067834922835226
11948960,2021-03-01,1578989,safer_risk,excess_return,0.75,1.4423203237005062
11948960,2021-03-01,1578989,safer_risk,excess_return,0.9,4.294219393528383
11948960,2021-03-01,1578989,safer_risk,excess_return,0.95,4.294219393528384
11948960,2021-03-01,1578989,safer_risk,excess_return,0.99,4.6923902133288715
12150245,2021-04-01,1695563,baseline,alpha,0.01,-0.5558189849951258
12150245,2021-04-01,1695563,baseline,alpha,0.05,-0.4436852475600471
12150245,2021-04-01,1695563,baseline,alpha,0.1,-0.3528784337363187
12150245,2021-04-01,1695563,baseline,alpha,0.25,-0.1677425138151601
12150245,2021-04-01,1695563,baseline,alpha,0.5,-0.00022775089275072237
12150245,2021-04-01,1695563,baseline,alpha,0.75,0.13562572936172324
12150245,2021-04-01,1695563,baseline,alpha,0.9,0.2555640469147979
12150245,2021-04-01,1695563,baseline,alpha,0.95,0.46802432475980676
12150245,2021-04-01,1695563,baseline,alpha,0.99,0.9992075745933191
12150245,2021-04-01,1695563,baseline,excess_return,0.01,-0.5539398957084767
12150245,2021-04-01,1695563,baseline,excess_return,0.05,-0.4481019799177955
12150245,2021-04-01,1695563,baseline,excess_return,0.1,-0.3580519969509694
12150245,2021-04-01,1695563,baseline,excess_return,0.25,-0.17588588988224463
12150245,2021-04-01,1695563,baseline,excess_return,0.5,-0.04179734172294351
12150245,2021-04-01,1695563,baseline,excess_return,0.75,0.13688844618503343
12150245,2021-04-01,1695563,baseline,excess_return,0.9,0.24864535411377103
12150245,2021-04-01,1695563,baseline,excess_return,0.95,0.4624961547139952
12150245,2021-04-01,1695563,baseline,excess_return,0.99,0.9816517170635836
12150245,2021-04-01,1695563,better_return,alpha,0.01,-0.5402577371402161
12150245,2021-04-01,1695563,better_return,alpha,0.05,-0.4239628393846041
12150245,2021-04-01,1695563,better_return,alpha,0.1,-0.3538321787038033
12150245,2021-04-01,1695563,better_return,alpha,0.25,-0.16817146595151777
12150245,2021-04-01,1695563,better_return,alpha,0.5,-0.046181617776124395
12150245,2021-04-01,1695563,better_return,alpha,0.75,0.10096584250815493
12150245,2021-04-01,1695563,better_return,alpha,0.9,0.2867116845364083
12150245,2021-04-01,1695563,better_return,alpha,0.95,0.695019733292637
12150245,2021-04-01,1695563,better_return,alpha,0.99,1.9421595775785714
12150245,2021-04-01,1695563,better_return,excess_return,0.01,-0.538708902361666
12150245,2021-04-01,1695563,better_return,excess_return,0.05,-0.4278066676231439
12150245,2021-04-01,1695563,better_return,excess_return,0.1,-0.3581570947426523
12150245,2021-04-01,1695563,better_return,excess_return,0.25,-0.1732141442487895
12150245,2021-04-01,1695563,better_return,excess_return,0.5,-0.07746638112947472
12150245,2021-04-01,1695563,better_return,excess_return,0.75,0.0919700271475979
12150245,2021-04-01,1695563,better_return,excess_return,0.9,0.28112683721235016
12150245,2021-04-01,1695563,better_return,excess_return,0.95,0.7122936755200365
12150245,2021-04-01,1695563,better_return,excess_return,0.99,1.9309581750472096
12150245,2021-04-01,1695563,equal_weight,alpha,0.01,-0.4494350922692239
12150245,2021-04-01,1695563,equal_weight,alpha,0.05,-0.4101983332002814
12150245,2021-04-01,1695563,equal_weight,alpha,0.1,-0.25978735952623716
12150245,2021-04-01,1695563,equal_weight,alpha,0.25,-0.11185159906203497
12150245,2021-04-01,1695563,equal_weight,alpha,0.5,-0.029084590836541385
12150245,2021-04-01,1695563,equal_weight,alpha,0.75,0.08289582883657903
12150245,2021-04-01,1695563,equal_weight,alpha,0.9,0.261958410629475
12150245,2021-04-01,1695563,equal_weight,alpha,0.95,0.4243539490168233
12150245,2021-04-01,1695563,equal_weight,alpha,0.99,1.8957619577289728
12150245,2021-04-01,1695563,equal_weight,excess_return,0.01,-0.4540286447891941
12150245,2021-04-01,1695563,equal_weight,excess_return,0.05,-0.4161307018624136
12150245,2021-04-01,1695563,equal_weight,excess_return,0.1,-0.270096509625742
12150245,2021-04-01,1695563,equal_weight,excess_return,0.25,-0.12774653955497034
12150245,2021-04-01,1695563,equal_weight,excess_return,0.5,-0.03172925107918505
12150245,2021-04-01,1695563,equal_weight,excess_return,0.75,0.05591253910037282
12150245,2021-04-01,1695563,equal_weight,excess_return,0.9,0.25456372328949134
12150245,2021-04-01,1695563,equal_weight,excess_return,0.95,0.4092265124578597
12150245,2021-04-01,1695563,equal_weight,excess_return,0.99,1.8877949009520574
12150245,2021-04-01,1695563,max_sharpe,alpha,0.01,-0.5260330997825586
12150245,2021-04-01,1695563,max_sharpe,alpha,0.05,-0.4224180739060997
12150245,2021-04-01,1695563,max_sharpe,alpha,0.1,-0.36072144322468624
12150245,2021-04-01,1695563,max_sharpe,alpha,0.25,-0.19433126640690368
12150245,2021-04-01,1695563,max_sharpe,alpha,0.5,-0.02232516057917225
12150245,2021-04-01,1695563,max_sharpe,alpha,0.75,0.10025464066603809
12150245,2021-04-01,1695563,max_sharpe,alpha,0.9,0.2873555382075558
12150245,2021-04-01,1695563,max_sharpe,alpha,0.95,0.5625045354913882
12150245,2021-04-01,1695563,max_sharpe,alpha,0.99,2.283596352937856
12150245,2021-04-01,1695563,max_sharpe,excess_return,0.01,-0.5272995405483804
12150245,2021-04-01,1695563,max_sharpe,excess_return,0.05,-0.42621702920123544
12150245,2021-04-01,1695563,max_sharpe,excess_return,0.1,-0.3632451448378033
12150245,2021-04-01,1695563,max_sharpe,excess_return,0.25,-0.19895559255887213
12150245,2021-04-01,1695563,max_sharpe,excess_return,0.5,-0.05825985872936405
12150245,2021-04-01,1695563,max_sharpe,excess_return,0.75,0.08758810965449067
12150245,2021-04-01,1695563,max_sharpe,excess_return,0.9,0.28163555104348054
12150245,2021-04-01,1695563,max_sharpe,excess_return,0.95,0.5641779497902454
12150245,2021-04-01,1695563,max_sharpe,excess_return,0.99,2.2753963679203193
12150245,2021-04-01,1695563,mcap_weight,alpha,0.01,-0.50450128347331
12150245,2021-04-01,1695563,mcap_weight,alpha,0.05,-0.4631910679347952
12150245,2021-04-01,1695563,mcap_weight,alpha,0.1,-0.294184184424979
12150245,2021-04-01,1695563,mcap_weight,alpha,0.25,-0.07567951101519524
12150245,2021-04-01,1695563,mcap_weight,alpha,0.5,0.028896181733178476
12150245,2021-04-01,1695563,mcap_weight,alpha,0.75,0.09749411228302907
12150245,2021-04-01,1695563,mcap_weight,alpha,0.9,0.26578417578797
12150245,2021-04-01,1695563,mcap_weight,alpha,0.95,0.3700504474085616
12150245,2021-04-01,1695563,mcap_weight,alpha,0.99,0.7613850892961107
12150245,2021-04-01,1695563,mcap_weight,excess_return,0.01,-0.505547321037058
12150245,2021-04-01,1695563,mcap_weight,excess_return,0.05,-0.4690928511376479
12150245,2021-04-01,1695563,mcap_weight,excess_return,0.1,-0.29529906361575425
12150245,2021-04-01,1695563,mcap_weight,excess_return,0.25,-0.09888218584877982
12150245,2021-04-01,1695563,mcap_weight,excess_return,0.5,-0.008998656011431391
12150245,2021-04-01,1695563,mcap_weight,excess_return,0.75,0.07619419507534493
12150245,2021-04-01,1695563,mcap_weight,excess_return,0.9,0.264375963810027
12150245,2021-04-01,1695563,mcap_weight,excess_return,0.95,0.36958964801683286
12150245,2021-04-01,1695563,mcap_weight,excess_return,0.99,0.7924420422982154
12150245,2021-04-01,1695563,safer_risk,alpha,0.01,-0.5246452460577763
12150245,2021-04-01,1695563,safer_risk,alpha,0.05,-0.44368524721950714
12150245,2021-04-01,1695563,safer_risk,alpha,0.1,-0.3298946388925993
12150245,2021-04-01,1695563,safer_risk,alpha,0.25,-0.1440052197491462
12150245,2021-04-01,1695563,safer_risk,alpha,0.5,0.0006944666232557954
12150245,2021-04-01,1695563,safer_risk,alpha,0.75,0.1023097553369967
12150245,2021-04-01,1695563,safer_risk,alpha,0.9,0.2594110499615691
12150245,2021-04-01,1695563,safer_risk,alpha,0.95,0.46593965822838085
12150245,2021-04-01,1695563,safer_risk,alpha,0.99,1.0106941782233245
12150245,2021-04-01,1695563,safer_risk,excess_return,0.01,-0.5223039404746084
12150245,2021-04-01,1695563,safer_risk,excess_return,0.05,-0.44810197956736336
12150245,2021-04-01,1695563,safer_risk,excess_return,0.1,-0.3342558859013468
12150245,2021-04-01,1695563,safer_risk,excess_return,0.25,-0.15344060271533938
12150245,2021-04-01,1695563,safer_risk,excess_return,0.5,-0.03916380829534842
12150245,2021-04-01,1695563,safer_risk,excess_return,0.75,0.10415706307228019
12150245,2021-04-01,1695563,safer_risk,excess_return,0.9,0.25423621065876556
12150245,2021-04-01,1695563,safer_risk,excess_return,0.95,0.46238051057094376
12150245,2021-04-01,1695563,safer_risk,excess_return,0.99,0.9944432133887346
12344945,2021-05-01,1822425,baseline,alpha,0.01,-0.4603893945237273
12344945,2021-05-01,1822425,baseline,alpha,0.05,-0.3130202991489043
12344945,2021-05-01,1822425,baseline,alpha,0.1,-0.24472371989038672
12344945,2021-05-01,1822425,baseline,alpha,0.25,-0.1597774484991943
12344945,2021-05-01,1822425,baseline,alpha,0.5,-0.10721104873930859
12344945,2021-05-01,1822425,baseline,alpha,0.75,0.005274123615826284
12344945,2021-05-01,1822425,baseline,alpha,0.9,0.14732267140905425
12344945,2021-05-01,1822425,baseline,alpha,0.95,0.28641518930683935
12344945,2021-05-01,1822425,baseline,alpha,0.99,3.618331573430111
12344945,2021-05-01,1822425,baseline,excess_return,0.01,-0.40911237664056616
12344945,2021-05-01,1822425,baseline,excess_return,0.05,-0.2998112164947461
12344945,2021-05-01,1822425,baseline,excess_return,0.1,-0.24378638971822447
12344945,2021-05-01,1822425,baseline,excess_return,0.25,-0.16722695096410606
12344945,2021-05-01,1822425,baseline,excess_return,0.5,-0.11901499327244297
12344945,2021-05-01,1822425,baseline,excess_return,0.75,0.04742925379616131
12344945,2021-05-01,1822425,baseline,excess_return,0.9,0.18555347688461815
12344945,2021-05-01,1822425,baseline,excess_return,0.95,0.2731227682210834
12344945,2021-05-01,1822425,baseline,excess_return,0.99,3.95574109787565
12344945,2021-05-01,1822425,better_return,alpha,0.01,-0.4380233103228084
12344945,2021-05-01,1822425,better_return,alpha,0.05,-0.30812945466833463
12344945,2021-05-01,1822425,better_return,alpha,0.1,-0.26314733155831344
12344945,2021-05-01,1822425,better_return,alpha,0.25,-0.16761644883677793
12344945,2021-05-01,1822425,better_return,alpha,0.5,-0.11114748353031803
12344945,2021-05-01,1822425,better_return,alpha,0.75,-0.004635350916434709
12344945,2021-05-01,1822425,better_return,alpha,0.9,0.1466588415136787
12344945,2021-05-01,1822425,better_return,alpha,0.95,0.3255846663321478
12344945,2021-05-01,1822425,better_return,alpha,0.99,3.394883403617338
12344945,2021-05-01,1822425,better_return,excess_return,0.01,-0.3951935392257851
12344945,2021-05-01,1822425,better_return,excess_return,0.05,-0.29756471497284526
12344945,2021-05-01,1822425,better_return,excess_return,0.1,-0.2522446620729025
12344945,2021-05-01,1822425,better_return,excess_return,0.25,-0.1726192540828862
12344945,2021-05-01,1822425,better_return,excess_return,0.5,-0.11972335188935962
12344945,2021-05-01,1822425,better_return,excess_return,0.75,0.044755449674186154
12344945,2021-05-01,1822425,better_return,excess_return,0.9,0.18402417931404902
12344945,2021-05-01,1822425,better_return,excess_return,0.95,0.36820689084670066
12344945,2021-05-01,1822425,better_return,excess_return,0.99,3.7575145925020133
12344945,2021-05-01,1822425,equal_weight,alpha,0.01,-0.371762931236587
12344945,2021-05-01,1822425,equal_weight,alpha,0.05,-0.26508148716598384
12344945,2021-05-01,1822425,equal_weight,alpha,0.1,-0.22974883244786454
12344945,2021-05-01,1822425,equal_weight,alpha,0.25,-0.16088837343924453
12344945,2021-05-01,1822425,equal_weight,alpha,0.5,-0.09830795920895513
12344945,2021-05-01,1822425,equal_weight,alpha,0.75,0.0016628086727240583
12344945,2021-05-01,1822425,equal_weight,alpha,0.9,0.10777521103393398
12344945,2021-05-01,1822425,equal_weight,alpha,0.95,0.4506147784813892
12344945,2021-05-01,1822425,equal_weight,alpha,0.99,2.5254746429492037
12344945,2021-05-01,1822425,equal_weight,excess_return,0.01,-0.34937360072527873
12344945,2021-05-01,1822425,equal_weight,excess_return,0.05,-0.25924249916875425
12344945,2021-05-01,1822425,equal_weight,excess_return,0.1,-0.23853842148895635
12344945,2021-05-01,1822425,equal_weight,excess_return,0.25,-0.16147281043305156
12344945,2021-05-01,1822425,equal_weight,excess_return,0.5,-0.09954104269527547
12344945,2021-05-01,1822425,equal_weight,excess_return,0.75,0.058449376376285056
12344945,2021-05-01,1822425,equal_weight,excess_return,0.9,0.18292753791050093
12344945,2021-05-01,1822425,equal_weight,excess_return,0.95,0.4304392610050243
12344945,2021-05-01,1822425,equal_weight,excess_return,0.99,2.7859186705694663
12344945,2021-05-01,1822425,max_sharpe,alpha,0.01,-0.4281237819987811
12344945,2021-05-01,1822425,max_sharpe,alpha,0.05,-0.3090002033048381
12344945,2021-05-01,1822425,max_sharpe,alpha,0.1,-0.28863684209289003
12344945,2021-05-01,1822425,max_sharpe,alpha,0.25,-0.17145287704543102
12344945,2021-05-01,1822425,max_sharpe,alpha,0.5,-0.1157419402981485
12344945,2021-05-01,1822425,max_sharpe,alpha,0.75,-0.0028913958105286908
12344945,2021-05-01,1822425,max_sharpe,alpha,0.9,0.18608056473131976
12344945,2021-05-01,1822425,max_sharpe,alpha,0.95,0.6229855007102274
12344945,2021-05-01,1822425,max_sharpe,alpha,0.99,3.3765772448337055
12344945,2021-05-01,1822425,max_sharpe,excess_return,0.01,-0.39616070618786264
12344945,2021-05-01,1822425,max_sharpe,excess_return,0.05,-0.32848930088279155
12344945,2021-05-01,1822425,max_sharpe,excess_return,0.1,-0.28044659203669114
12344945,2021-05-01,1822425,max_sharpe,excess_return,0.25,-0.18336150278242874
12344945,2021-05-01,1822425,max_sharpe,excess_return,0.5,-0.13162300560939594
12344945,2021-05-01,1822425,max_sharpe,excess_return,0.75,0.0273485800411582
12344945,2021-05-01,1822425,max_sharpe,excess_return,0.9,0.18757978065419573
12344945,2021-05-01,1822425,max_sharpe,excess_return,0.95,0.6364379135654626
12344945,2021-05-01,1822425,max_sharpe,excess_return,0.99,3.6500446351648437
12344945,2021-05-01,1822425,mcap_weight,alpha,0.01,-0.38686629770394043
12344945,2021-05-01,1822425,mcap_weight,alpha,0.05,-0.24485185581562874
12344945,2021-05-01,1822425,mcap_weight,alpha,0.1,-0.17801693542109437
12344945,2021-05-01,1822425,mcap_weight,alpha,0.25,-0.12739223186792706
