block_number,date,optimisation,token_group,mean_dist,median_dist,std_dist
10370274,2020-07-01 00:00:00,better_return,all,21.365895610392588,4.107343479223637,27.86871857808752
10370274,2020-07-01 00:00:00,better_return,gte5,53.12613625596531,51.66296111803981,25.580631049067556
10370274,2020-07-01 00:00:00,better_return,lt5,18.64891932539996,3.326922970864343e-05,26.333521328085805
10370274,2020-07-01 00:00:00,max_sharpe,all,32.71841546474625,25.39107699008746,30.257206819643866
10370274,2020-07-01 00:00:00,max_sharpe,gte5,59.93648356664566,60.184264565613724,21.62469495544889
10370274,2020-07-01 00:00:00,max_sharpe,lt5,30.390005980025308,20.558670541646784,29.749227075671854
10370274,2020-07-01 00:00:00,safer_risk,all,8.98220910771013,1.2613522448745584e-07,17.744605957511844
10370274,2020-07-01 00:00:00,safer_risk,gte5,43.365395917387154,42.742801840546285,18.604381365619588
10370274,2020-07-01 00:00:00,safer_risk,lt5,6.040849052952883,1.2613522309967706e-07,14.227187244974855
10570485,2020-08-01 00:00:00,better_return,all,24.240663198330562,9.717722198283667,30.17621434210798
10570485,2020-08-01 00:00:00,better_return,gte5,51.4962906287184,50.9554743419397,26.792062492075278
10570485,2020-08-01 00:00:00,better_return,lt5,21.905861260121046,3.8926831448826666,29.29217855359522
10570485,2020-08-01 00:00:00,max_sharpe,all,45.053924095402,47.2044882135707,32.35807010994498
10570485,2020-08-01 00:00:00,max_sharpe,gte5,57.56323594654701,57.80180776074546,22.78795735973458
10570485,2020-08-01 00:00:00,max_sharpe,lt5,43.98233747974553,44.30819068592143,32.82835929241652
10570485,2020-08-01 00:00:00,safer_risk,all,8.791916165778852,2.002793327016139e-07,17.322011304873406
10570485,2020-08-01 00:00:00,safer_risk,gte5,41.45556056542685,41.46965153397363,19.35598597274477
10570485,2020-08-01 00:00:00,safer_risk,lt5,5.993846649747295,1.6698765148426276e-07,13.944079644866934
10771925,2020-09-01 00:00:00,better_return,all,20.110014632094245,1.0943324379314445e-05,28.598996374797935
10771925,2020-09-01 00:00:00,better_return,gte5,47.79779029364453,46.59034779129345,26.723086641520776
10771925,2020-09-01 00:00:00,better_return,lt5,17.74013934340569,5.610575129488815e-07,27.487326423359338
10771925,2020-09-01 00:00:00,max_sharpe,all,34.25328685041184,27.17906310591757,26.025825203437705
10771925,2020-09-01 00:00:00,max_sharpe,gte5,56.42783631123988,56.40721400480492,20.126223197523235
10771925,2020-09-01 00:00:00,max_sharpe,lt5,32.35530423716813,22.08197226685064,25.592182735327192
10771925,2020-09-01 00:00:00,safer_risk,all,9.07422663633598,2.892133504905914e-07,18.056646223304735
10771925,2020-09-01 00:00:00,safer_risk,gte5,40.49009825473172,40.218031290829856,20.11421941882
10771925,2020-09-01 00:00:00,safer_risk,lt5,6.385253035454227,2.3968204712621066e-07,15.086859901042569
10966874,2020-10-01 00:00:00,better_return,all,23.501276218291384,7.299563960821271,30.690867182406112
10966874,2020-10-01 00:00:00,better_return,gte5,51.46655290553119,51.71328564709664,28.842837193374038
10966874,2020-10-01 00:00:00,better_return,lt5,21.06113267616796,2.019109936737036,29.619864829242253
10966874,2020-10-01 00:00:00,max_sharpe,all,34.110153220448545,21.92638280388678,33.9194500343155
10966874,2020-10-01 00:00:00,max_sharpe,gte5,69.15352954560939,76.15675773870392,25.475799580760008
10966874,2020-10-01 00:00:00,max_sharpe,lt5,31.052401659812205,15.54026247713801,32.82965031508362
10966874,2020-10-01 00:00:00,safer_risk,all,10.37378191110429,5.15537001977151e-08,20.248618609330507
10966874,2020-10-01 00:00:00,safer_risk,gte5,49.69546977997948,50.26205632925745,22.174413398384765
10966874,2020-10-01 00:00:00,safer_risk,lt5,6.942721178477928,5.119604740144723e-08,16.005965616295327
11167817,2020-11-01 00:00:00,better_return,all,34.66956340909193,22.558809371260256,34.1675206950763
11167817,2020-11-01 00:00:00,better_return,gte5,56.51309736624023,58.06033635438441,30.060569096636105
11167817,2020-11-01 00:00:00,better_return,lt5,32.48498284925612,16.58867937673496,33.78327674914171
11167817,2020-11-01 00:00:00,max_sharpe,all,49.68526732821873,63.342764110520925,35.13831546006615
11167817,2020-11-01 00:00:00,max_sharpe,gte5,75.71995408243907,87.9099767942353,26.4258214521637
11167817,2020-11-01 00:00:00,max_sharpe,lt5,47.081527902343154,56.66666666666666,34.83931825674921
11167817,2020-11-01 00:00:00,safer_risk,all,11.145486370327434,1.3020089936754964e-07,21.20274141498712
11167817,2020-11-01 00:00:00,safer_risk,gte5,50.8036932629627,51.953821586085056,21.967093697245748
11167817,2020-11-01 00:00:00,safer_risk,lt5,7.179253251384529,8.35366158191686e-08,16.529723856588184
11363270,2020-12-01 00:00:00,better_return,all,33.44401297855005,19.80491974311892,34.71789348541951
11363270,2020-12-01 00:00:00,better_return,gte5,56.45388828189322,57.52625615130038,28.44613108193656
11363270,2020-12-01 00:00:00,better_return,lt5,31.04200646459198,12.50585095313135,34.433231857180786
11363270,2020-12-01 00:00:00,max_sharpe,all,48.17633845335315,53.21071169012026,33.07551562451406
11363270,2020-12-01 00:00:00,max_sharpe,gte5,68.74365997646798,75.70238723453075,25.24175999108249
11363270,2020-12-01 00:00:00,max_sharpe,lt5,46.029310726261784,47.33742922803741,33.05921828369164
11363270,2020-12-01 00:00:00,safer_risk,all,10.615722667038781,1.1133106450622599e-07,20.368331511540834
11363270,2020-12-01 00:00:00,safer_risk,gte5,47.38467183890387,47.52086307805405,21.10353409637774
11363270,2020-12-01 00:00:00,safer_risk,lt5,6.777403064785922,7.544617222632333e-08,15.99445565750504
11565019,2021-01-01 00:00:00,better_return,all,34.54292024460131,23.313105380116824,33.97423194522099
11565019,2021-01-01 00:00:00,better_return,gte5,57.24850014527101,59.32040985486863,27.999033273316012
11565019,2021-01-01 00:00:00,better_return,lt5,32.29851865439442,16.650067770018044,33.68760835891633
11565019,2021-01-01 00:00:00,max_sharpe,all,35.40657548183962,31.471095478059944,32.51652889324561
11565019,2021-01-01 00:00:00,max_sharpe,gte5,67.56484595596723,72.57822120841068,23.52120572746111
11565019,2021-01-01 00:00:00,max_sharpe,lt5,32.22779415556729,24.865517097189382,31.540820476194135
11565019,2021-01-01 00:00:00,safer_risk,all,10.20900275333142,8.711826607332718e-08,20.22296461025427
11565019,2021-01-01 00:00:00,safer_risk,gte5,48.351191507822975,49.71844684185237,21.467746916806977
11565019,2021-01-01 00:00:00,safer_risk,lt5,6.438722960035955,7.272269800240316e-08,15.678552359418978
11766939,2021-02-01 00:00:00,better_return,all,29.540652637089085,21.420272878182605,29.728644166938395
11766939,2021-02-01 00:00:00,better_return,gte5,50.014779466090964,48.2032397812434,26.386112995898625
11766939,2021-02-01 00:00:00,better_return,lt5,27.470412414875103,21.420272878182605,29.258950817045623
11766939,2021-02-01 00:00:00,max_sharpe,all,35.723677657566526,27.14854274669566,28.54854176624081
11766939,2021-02-01 00:00:00,max_sharpe,gte5,58.95805612846292,60.17412273842543,23.103719221404802
11766939,2021-02-01 00:00:00,max_sharpe,lt5,33.374334740512,22.428080694079387,27.988426078876437
11766939,2021-02-01 00:00:00,safer_risk,all,9.70797872947235,9.118143878827922e-08,19.049469203428995
11766939,2021-02-01 00:00:00,safer_risk,gte5,45.173669504464456,45.21779394003957,20.98428789035057
11766939,2021-02-01 00:00:00,safer_risk,lt5,6.121867333162109,6.727124413075103e-08,14.663090482852608
11948960,2021-03-01 00:00:00,better_return,all,23.68663080643383,7.464736863141481,29.515665496613273
11948960,2021-03-01 00:00:00,better_return,gte5,49.35613934108722,47.44261156475113,26.114420727087303
11948960,2021-03-01 00:00:00,better_return,lt5,20.97741455818785,2.0897105359221313,28.535252679048664
11948960,2021-03-01 00:00:00,max_sharpe,all,36.08032995696529,34.63834923662881,25.12865413273201
11948960,2021-03-01 00:00:00,max_sharpe,gte5,54.0289217179344,52.64134300011776,21.153345898947585
11948960,2021-03-01 00:00:00,max_sharpe,lt5,34.18599620428382,31.697147536706858,24.764463217309604
11948960,2021-03-01 00:00:00,safer_risk,all,9.296120112537324,4.598519592891037e-07,18.008134652447964
11948960,2021-03-01 00:00:00,safer_risk,gte5,41.37452423284948,40.60043611939946,20.316450532262138
11948960,2021-03-01 00:00:00,safer_risk,lt5,5.910494963414594,3.061008169158441e-07,13.960243048128028
12150245,2021-04-01 00:00:00,better_return,all,32.9190697197322,20.698801484221104,32.85237845023247
12150245,2021-04-01 00:00:00,better_return,gte5,53.36757599049152,52.583340665060796,26.001716960376257
12150245,2021-04-01 00:00:00,better_return,lt5,30.666249033757282,19.409879649500716,32.74991216160767
12150245,2021-04-01 00:00:00,max_sharpe,all,38.15830484439906,36.86316287376448,26.105576641487932
12150245,2021-04-01 00:00:00,max_sharpe,gte5,61.032746313590216,61.43772117103285,20.922154607800145
12150245,2021-04-01 00:00:00,max_sharpe,lt5,35.638217839530334,36.112070999833044,25.384259303775245
12150245,2021-04-01 00:00:00,safer_risk,all,10.261188353890365,2.6595657620642754e-07,19.48002647720798
12150245,2021-04-01 00:00:00,safer_risk,gte5,44.03130909792122,43.14369874505219,20.728497655626338
12150245,2021-04-01 00:00:00,safer_risk,lt5,6.5407197009399605,2.659565727369806e-07,15.312040670800247
12344945,2021-05-01 00:00:00,better_return,all,22.140751645243352,2.996681341511882,28.938517211243628
12344945,2021-05-01 00:00:00,better_return,gte5,53.274057070496866,52.84296589231743,25.590831686044773
12344945,2021-05-01 00:00:00,better_return,lt5,18.53188416322771,4.165443633270295e-06,27.078006965719776
12344945,2021-05-01 00:00:00,max_sharpe,all,37.325480712867446,33.974072951622816,27.960743877195096
12344945,2021-05-01 00:00:00,max_sharpe,gte5,62.483574363381734,63.29370045937813,21.06816822882293
12344945,2021-05-01 00:00:00,max_sharpe,lt5,34.40923957352489,28.342135341962468,27.186471862085675
12344945,2021-05-01 00:00:00,safer_risk,all,10.568427581259307,8.831404565978751e-08,19.777951069741736
12344945,2021-05-01 00:00:00,safer_risk,gte5,44.96958172715952,44.214274186571494,21.034896014906916
12344945,2021-05-01 00:00:00,safer_risk,lt5,6.580762126365606,6.331786137070416e-08,15.236117859420686
12545219,2021-06-01 00:00:00,better_return,all,24.194257670540754,8.37968070184121,30.057688579772257
12545219,2021-06-01 00:00:00,better_return,gte5,55.943205586179204,56.65724945550457,27.948268755855025
12545219,2021-06-01 00:00:00,better_return,lt5,20.418041004816292,1.815713202999214,27.99763670548786
12545219,2021-06-01 00:00:00,max_sharpe,all,39.36270851835117,35.096136242613035,34.4236611036987
12545219,2021-06-01 00:00:00,max_sharpe,gte5,71.21724843245988,80.60036082192352,26.23866765020733
12545219,2021-06-01 00:00:00,max_sharpe,lt5,35.57393275096975,27.466635248223415,33.30165752965343
12545219,2021-06-01 00:00:00,safer_risk,all,11.325936712060207,9.674087017574884e-08,21.519347892131822
12545219,2021-06-01 00:00:00,safer_risk,gte5,49.183426857301484,49.01558437179854,23.665680312924398
12545219,2021-06-01 00:00:00,safer_risk,lt5,6.823170649109032,7.21073978304787e-08,16.149587452125935
12738509,2021-07-01 00:00:00,better_return,all,29.806711888424115,19.392180737168697,31.179154645499448
12738509,2021-07-01 00:00:00,better_return,gte5,58.646733385154135,61.37010445821598,29.247301145239646
12738509,2021-07-01 00:00:00,better_return,lt5,26.148943138030365,11.898098143673117,29.463132045130884
12738509,2021-07-01 00:00:00,max_sharpe,all,49.39324132071804,58.56550643545448,33.99516966310133
12738509,2021-07-01 00:00:00,max_sharpe,gte5,73.62120529133414,83.5542605619199,25.611673442216265
12738509,2021-07-01 00:00:00,max_sharpe,lt5,46.32041803910465,52.27817250410395,33.692134223018556
12738509,2021-07-01 00:00:00,safer_risk,all,12.613179188085638,1.696135495943274e-07,23.230777555108613
12738509,2021-07-01 00:00:00,safer_risk,gte5,53.38422012903827,53.95362240472865,24.735116994371676
12738509,2021-07-01 00:00:00,safer_risk,lt5,7.44220386507004,1.018881000403038e-07,17.115856606978838
12936340,2021-08-01 00:00:00,better_return,all,29.77210773754122,18.294693578750366,30.927072883229634
12936340,2021-08-01 00:00:00,better_return,gte5,59.10896728751714,61.336767895640676,27.663067181565857
12936340,2021-08-01 00:00:00,better_return,lt5,25.855454137439324,10.805430957129346,29.185154208053646
12936340,2021-08-01 00:00:00,max_sharpe,all,48.37584357180805,56.040312743178234,34.16348843229692
12936340,2021-08-01 00:00:00,max_sharpe,gte5,75.06658485088651,83.1663797407829,23.067741538876074
12936340,2021-08-01 00:00:00,max_sharpe,lt5,44.81246325354286,47.83752494182939,33.82479601070653
12936340,2021-08-01 00:00:00,safer_risk,all,12.809891110697224,3.002597816215147e-07,23.096472376789503
12936340,2021-08-01 00:00:00,safer_risk,gte5,52.471191184901315,52.70490271051912,23.263188070781037
12936340,2021-08-01 00:00:00,safer_risk,lt5,7.514860350648408,1.5168948319654874e-07,17.157219594471186
13136427,2021-09-01 00:00:00,better_return,all,31.21356030756219,23.282349902406875,31.708298205888145
13136427,2021-09-01 00:00:00,better_return,gte5,52.78587276401276,51.78428793769426,25.916868559281003
13136427,2021-09-01 00:00:00,better_return,lt5,28.36608900696104,16.243814773476874,31.303887214776722
13136427,2021-09-01 00:00:00,max_sharpe,all,44.299019871681736,44.09987795060468,31.265751477001515
13136427,2021-09-01 00:00:00,max_sharpe,gte5,62.367265303820886,63.3335706329879,22.163111715157925
13136427,2021-09-01 00:00:00,max_sharpe,lt5,41.91407340736102,39.65614266293972,31.511321761495754
13136427,2021-09-01 00:00:00,safer_risk,all,11.207941884554245,1.1147656409082884e-07,20.259267982249963
13136427,2021-09-01 00:00:00,safer_risk,gte5,45.62747565119535,44.903576073289635,20.979572272169346
13136427,2021-09-01 00:00:00,safer_risk,lt5,6.664681407568677,7.147787084438306e-08,15.14922606488898
13330090,2021-10-01 00:00:00,better_return,all,31.004291053536054,20.13390315496455,31.827470791693518
13330090,2021-10-01 00:00:00,better_return,gte5,54.836458970640805,54.63603547132377,26.37822615462286
13330090,2021-10-01 00:00:00,better_return,lt5,27.886605979570845,12.381985778929161,31.152201160401642
13330090,2021-10-01 00:00:00,max_sharpe,all,46.77859101209636,51.19693164818062,32.91735160413216
13330090,2021-10-01 00:00:00,max_sharpe,gte5,69.16970327936069,74.39556454309985,23.679902056320632
13330090,2021-10-01 00:00:00,max_sharpe,lt5,43.84942247199802,45.46223693557342,32.82953905564761
13330090,2021-10-01 00:00:00,safer_risk,all,12.059208657263124,9.49504169733828e-08,21.64117427527373
13330090,2021-10-01 00:00:00,safer_risk,gte5,48.481126553494136,47.853259175724425,22.19232903316908
13330090,2021-10-01 00:00:00,safer_risk,lt5,7.294553163678778,6.809226654747036e-08,16.39939886884587
13527859,2021-11-01 00:00:00,better_return,all,29.255910387601784,15.073874215403265,32.361165611300706
13527859,2021-11-01 00:00:00,better_return,gte5,53.138682739751445,52.53425546241877,26.690493080233026
13527859,2021-11-01 00:00:00,better_return,lt5,26.1035391023355,7.857564244884068,31.720974597947286
13527859,2021-11-01 00:00:00,max_sharpe,all,43.778178086294965,44.7757000592349,33.43939253734762
13527859,2021-11-01 00:00:00,max_sharpe,gte5,67.10830734729889,71.34484214764275,24.277220368152413
13527859,2021-11-01 00:00:00,max_sharpe,lt5,40.69875211013461,38.98323053441033,33.26659584374307
13527859,2021-11-01 00:00:00,safer_risk,all,11.805915542138314,9.937737507903499e-08,21.372141083350503
13527859,2021-11-01 00:00:00,safer_risk,gte5,47.85860519328065,47.71875598554433,22.261233688174638
13527859,2021-11-01 00:00:00,safer_risk,lt5,7.047193985985406,6.637315558277734e-08,16.04486941615085
13717847,2021-12-01 00:00:00,better_return,all,22.163088735194755,5.839480719519874,28.055085300874545
13717847,2021-12-01 00:00:00,better_return,gte5,50.63131657237815,49.31011692323489,25.673763993735946
13717847,2021-12-01 00:00:00,better_return,lt5,18.667658709290414,0.0033798770729214587,26.288228321506427
13717847,2021-12-01 00:00:00,max_sharpe,all,38.22964500801232,35.6084207324541,31.548036778215263
13717847,2021-12-01 00:00:00,max_sharpe,gte5,62.43313297664843,63.56215955501789,22.80108669012076
13717847,2021-12-01 00:00:00,max_sharpe,lt5,35.25785487548151,29.845149627834065,31.191177833963152
13717847,2021-12-01 00:00:00,safer_risk,all,10.756516876792112,1.0605680778041915e-07,19.927295725412858
13717847,2021-12-01 00:00:00,safer_risk,gte5,44.24403449320127,43.42473633707603,20.91115903308132
13717847,2021-12-01 00:00:00,safer_risk,lt5,6.644800642158727,7.377746052972256e-08,15.41319172928513
13916166,2022-01-01 00:00:00,better_return,all,23.64685817917923,4.735474233701634,30.302148501502742
13916166,2022-01-01 00:00:00,better_return,gte5,55.82090272574309,56.692216280068195,28.40223908839338
13916166,2022-01-01 00:00:00,better_return,lt5,19.95042233786178,0.0008809449782987144,28.2567063890009
13916166,2022-01-01 00:00:00,max_sharpe,all,42.24641203714792,42.858510357778286,34.87727087915438
13916166,2022-01-01 00:00:00,max_sharpe,gte5,71.79621982077913,81.00865438931292,25.596250117315257
13916166,2022-01-01 00:00:00,max_sharpe,lt5,38.85147148382805,36.5687133540772,34.19153144346269
13916166,2022-01-01 00:00:00,safer_risk,all,11.608186098715466,1.708230938646249e-07,21.59282754725345
13916166,2022-01-01 00:00:00,safer_risk,gte5,48.66172784434187,48.22524151641125,22.323638149804783
13916166,2022-01-01 00:00:00,safer_risk,lt5,7.3511509112974025,1.0649372356175135e-07,16.932290061776506
14116761,2022-02-01 00:00:00,better_return,all,24.38594779462804,6.076496668379064,30.447507998007815
14116761,2022-02-01 00:00:00,better_return,gte5,58.31393312460142,60.314601143713006,28.560439713815768
14116761,2022-02-01 00:00:00,better_return,lt5,20.294482199468753,0.03859946925342945,28.01649473605213
14116761,2022-02-01 00:00:00,max_sharpe,all,43.7322655620089,45.79868508642237,35.05112842210956
14116761,2022-02-01 00:00:00,max_sharpe,gte5,74.03443281859745,83.93191359925618,25.123828619833503
14116761,2022-02-01 00:00:00,max_sharpe,lt5,40.07804696979665,38.929090195757375,34.3006821538243
14116761,2022-02-01 00:00:00,safer_risk,all,12.200788397694868,3.778860051262267e-07,22.22481933900311
14116761,2022-02-01 00:00:00,safer_risk,gte5,50.97444930062243,51.772772950962114,22.536626762676875
14116761,2022-02-01 00:00:00,safer_risk,lt5,7.52496995342828,1.954215116117819e-07,17.002874320079016
14297759,2022-03-01 00:00:00,better_return,all,26.233976067287426,8.758892690860524,31.57800171015198
14297759,2022-03-01 00:00:00,better_return,gte5,61.46167110177027,65.80226671347711,29.20270324221136
14297759,2022-03-01 00:00:00,better_return,lt5,21.646187132339378,0.6845998236840956,28.867063932785484
14297759,2022-03-01 00:00:00,max_sharpe,all,45.92378641439968,50.6949091459031,35.4221304626521
14297759,2022-03-01 00:00:00,max_sharpe,gte5,77.83165757586687,87.41169089581271,23.604837577000165
14297759,2022-03-01 00:00:00,max_sharpe,lt5,41.768346266838535,41.60357105402247,34.57905136739199
14297759,2022-03-01 00:00:00,safer_risk,all,12.772726705995197,3.706787855828342e-07,22.653092281482177
14297759,2022-03-01 00:00:00,safer_risk,gte5,51.51389498304838,52.137782360087485,22.885451911467836
14297759,2022-03-01 00:00:00,safer_risk,lt5,7.7273695523564605,1.9355599484294217e-07,17.05479449956309
14497034,2022-04-01 00:00:00,better_return,all,23.715518102143143,5.531721920728673,30.13330178297521
14497034,2022-04-01 00:00:00,better_return,gte5,58.2732454382811,60.32896663847338,27.655569301758156
14497034,2022-04-01 00:00:00,better_return,lt5,19.162920308766402,0.00010503221902491422,27.36467822990617
14497034,2022-04-01 00:00:00,max_sharpe,all,47.23061350466751,53.44093224875446,33.354438972269115
14497034,2022-04-01 00:00:00,max_sharpe,gte5,72.86514206959274,80.13694303087362,23.44916924762022
14497034,2022-04-01 00:00:00,max_sharpe,lt5,43.85354831042679,46.69552307966845,32.99497430822153
14497034,2022-04-01 00:00:00,safer_risk,all,13.10013557282974,1.1681332290347513e-07,23.39931853382381
14497034,2022-04-01 00:00:00,safer_risk,gte5,52.3764884929524,52.86875986425183,23.390284894801585
14497034,2022-04-01 00:00:00,safer_risk,lt5,7.925911125232631,7.818772886081238e-08,17.820960944752073
14688630,2022-05-01 00:00:00,better_return,all,24.588169989071897,5.939227095538699,30.912150889372256
14688630,2022-05-01 00:00:00,better_return,gte5,59.03159809216907,62.10839747254619,28.290978534525163
14688630,2022-05-01 00:00:00,better_return,lt5,20.027537505964244,0.07524696866107076,28.25288706439441
14688630,2022-05-01 00:00:00,max_sharpe,all,44.90335842529628,48.607476841265786,34.955370526262826
14688630,2022-05-01 00:00:00,max_sharpe,gte5,75.7687047293933,84.54751918879515,23.479250499127613
14688630,2022-05-01 00:00:00,max_sharpe,lt5,40.816497485221284,40.09603921190443,34.17348953852919
14688630,2022-05-01 00:00:00,safer_risk,all,12.87245744496822,1.3453985425737613e-07,22.684102412442112
14688630,2022-05-01 00:00:00,safer_risk,gte5,51.249207158383285,51.81541128785779,22.359281820689677
14688630,2022-05-01 00:00:00,safer_risk,lt5,7.791016340580659,8.153312122671785e-08,17.195221865033698
14881677,2022-06-01 00:00:00,better_return,all,27.456400889807124,15.006771900972188,30.828897217569992
14881677,2022-06-01 00:00:00,better_return,gte5,62.0517307913632,66.72325686194463,29.65124773228172
14881677,2022-06-01 00:00:00,better_return,lt5,22.812842093402264,7.469195572128211,27.888585032322613
14881677,2022-06-01 00:00:00,max_sharpe,all,46.02546188200171,51.08343882863877,35.558529325684724
14881677,2022-06-01 00:00:00,max_sharpe,gte5,77.71766651919368,87.96902557068162,24.023033378231535
14881677,2022-06-01 00:00:00,max_sharpe,lt5,41.77157512794353,41.67123237736611,34.69512699431202
14881677,2022-06-01 00:00:00,safer_risk,all,12.73653654495188,2.2308206809595887e-07,22.58032261478823
14881677,2022-06-01 00:00:00,safer_risk,gte5,51.49152359297424,51.95575224572039,23.00914851252271
14881677,2022-06-01 00:00:00,safer_risk,lt5,7.534647691066029,1.1031737537359199e-07,16.69096176250087
15053226,2022-07-01 00:00:00,better_return,all,29.56720040690103,15.041526975920668,32.6726935067878
15053226,2022-07-01 00:00:00,better_return,gte5,59.10756780545782,61.89272118663834,29.169410275517233
15053226,2022-07-01 00:00:00,better_return,lt5,25.616460117442518,8.262657054243274,31.051013114042394
