block_number,block_date,n_wallets,mean_ret_baseline,median_ret_baseline,std_ret_baseline,mean_ret_better_return,median_ret_better_return,std_ret_better_return,mean_ret_safer_risk,median_ret_safer_risk,std_ret_safer_risk,mean_ret_max_sharpe,median_ret_max_sharpe,std_ret_max_sharpe,mean_ret_equal_weight,median_ret_equal_weight,std_ret_equal_weight,mean_ret_mcap_weight,median_ret_mcap_weight,std_ret_mcap_weight,mean_market_return,median_market_return,std_market_return
11167817,2020-11-01,1233035,0.14969189424233595,0.07219371465945579,3.033915401411711,0.4053176384514397,0.07274316230225186,6.77075303111944,0.19309292040683054,0.05897056128934386,3.3509871366431456,0.31670759664182635,0.07274316221451649,5.789870190192499,0.3379408133896294,0.06442682669953159,5.170788000924215,0.10349466304694022,0.06462350225074964,0.7915354911039578,0.2912624302732507,0.2912624302732232,6.122191796448544e-17
11363270,2020-12-01,1312844,0.21249900457942592,0.12875340873288532,1.4245000028953418,0.19133607653940674,0.07376489593686042,1.3502916566198129,0.20369177318274465,0.12180632628201926,1.3271411889913403,0.21012597303768726,0.072154750387877,1.5187950623128803,0.1865351261492067,0.12989358041677312,0.9485544369288348,0.14240450648086514,0.10263310059864539,1.0879476686214649,0.10976981235452615,0.10976981235451691,4.095100846684367e-17
11565019,2021-01-01,1344924,0.4314674727469918,0.32043329461672365,0.4438127326929819,0.4511474352913509,0.3732091258811563,0.47536982772445285,0.41463060397225604,0.3490786860770314,0.408571770904865,0.48597039798799435,0.3490786859737396,0.4860194799872167,0.42733471407572743,0.4217801422280545,0.3677567521724411,0.4326947598297683,0.3973449285719599,0.39418169034818373,0.41321609910714424,0.41321609910720464,1.1610345780557888e-16
11766939,2021-02-01,1421979,0.9621409579262532,0.6569697970760997,1.3045976695315376,1.048009164852269,0.6640010789300279,1.762625212625649,0.9758243448902532,0.6591646611020441,1.2473844536885748,1.0450451071545257,0.6640010789300279,1.4658987618594985,1.0384017431236947,0.7358776321743821,1.3739953261244469,0.8794197784640775,0.6588463130476596,1.1763694391645754,0.44933293507449634,0.44933293507451455,1.1739147955412352e-16
11948960,2021-03-01,1578989,1.3576393553752566,0.43666367972565534,1.8434205948273783,1.422895581644601,0.5476639703881996,1.767821469837685,1.3055215045162059,0.5118475478185323,1.6720068103150465,1.2316118672997798,0.6050489842062465,1.3784294547438318,1.2105880199462211,0.6271423434027343,1.2337632516085095,0.9821877800382146,0.3315308541739759,1.3528787451798268,0.2511691985901574,0.25116919859018,6.787405560086309e-17
12150245,2021-04-01,1695563,0.1241131735275938,0.03400080008204509,1.364467354020185,0.13135953564402306,-0.0016682393244861204,1.5152388444379974,0.1180527926801879,0.03663433350964018,1.2325024611327822,0.12395488983613322,0.01753828307562455,1.3685954773895883,0.12010435983190412,0.044068890725803556,1.0074085716854244,0.09261353804597881,0.06679948579355721,0.6807560043865555,0.07579814180497912,0.0757981418049886,5.784947962928297e-17
12344945,2021-05-01,1822425,-0.15916482612107005,-0.30069214397842636,0.6268185236678019,-0.16868799740734297,-0.301400502595343,0.5853800981609368,-0.15396832428395085,-0.2784322217918618,0.5894110770744784,-0.16516814303269187,-0.31330015631537933,0.6445259919492556,-0.17086376437388906,-0.28121819340125886,0.4539103876921553,-0.121135517584291,-0.27159657004864024,0.6194364748941085,-0.18167715070601476,-0.1816771507059834,3.722113426510915e-17
12545219,2021-06-01,1944649,-0.04218059182787703,-0.0495851020945115,2.468585903159671,-0.023892498231438106,-0.04630089258251524,3.0570621315822035,-0.024471624397273784,-0.04161040476526945,2.9397346911464832,-0.011635656771022055,-0.03636083306007465,3.9658057138997185,-0.0094902929869163,-0.06909098105708,2.005139378275054,-0.03204068845527096,-0.02513714088674346,0.1828520358248468,-0.11516856810020973,-0.11516856810019971,5.481314383932932e-17
12738509,2021-07-01,2077642,-0.193118325344803,-0.21226003035320484,0.23907129524245802,-0.17409987274413685,-0.2003747037038634,0.3115355631800611,-0.18010750121290225,-0.19226624049911012,0.23978690640630748,-0.13562398539350057,-0.1598440700769428,0.36154476669169666,-0.17753748035865144,-0.19379571888656355,0.2429519240281668,-0.16289142842206733,-0.18693437781834366,0.25508967208422284,-0.20128841833155692,-0.20128841833154598,3.6226813132584293e-17
12936340,2021-08-01,2186002,0.29947525887461535,0.2400234682994251,0.38374236218644364,0.31758226460180244,0.2724264324189207,0.36310958155404005,0.29985847613256433,0.2336199821910072,0.3707699783187301,0.2869647169180969,0.2313810500763125,0.3536987364535142,0.3307085985296682,0.30445081889174697,0.3193647691995038,0.26237969119959237,0.20906026163540492,0.2900557155409917,0.20881636930131997,0.20881636930135145,7.73308263769647e-17
13136427,2021-09-01,2286203,640012.6822916222,-0.12226580250741659,771336187.0060923,9.246132079162314e+31,-0.1292502230857483,9.989296323037529e+33,8.491141446673202e+31,-0.11134712748963038,9.653224200848867e+33,1.1748133311044803e+32,-0.1426114608734086,1.4603272561227053e+34,1.2029625898937283e+32,-0.10996088808843718,1.081798843579902e+34,-0.03711303313533767,-0.06881794050130297,0.3316260643959504,-0.12824937151367516,-0.12824937151367427,7.355557411532128e-17
13330090,2021-10-01,2385506,0.4658199158323843,0.30515002534464364,0.7602411531174643,0.43262275798134286,0.29275118822922064,0.7316603728875964,0.44779089814185613,0.2976832276343121,0.7300480594087733,0.3882160462814109,0.28645266107707146,0.6345435307028954,0.45577052137470336,0.29669590833715986,0.7103825623334952,0.40429417920852395,0.26425006220227165,0.6756168794757704,0.36495615926957153,0.36495615926955605,1.3249514277696263e-16
13527859,2021-11-01,2504425,0.21042594344449736,0.011634133923118295,3.946341275776193,0.1577249983852189,0.01960811886714242,4.87005626631672,0.19906479829091417,0.019526271580248666,3.6299174461913846,0.12890255856469185,0.006577899286493771,1.7294985910497707,0.19541240859624648,0.04087404779188275,3.4902032533183895,0.1750243135044618,0.004548818281745248,0.47956201537452114,0.004512641607605221,0.004512641607605996,3.597405788751359e-18
13717847,2021-12-01,2579086,258495858.14988977,-0.2878390442043482,314562263161.2618,4.610708482468982e+21,-0.2929350757313133,9.88134121807445e+23,4.2675268824318576e+21,-0.2808061275377508,9.488301603733479e+23,1.4293465274763497e+21,-0.3114979617077944,5.504311267500168e+23,7.944281365323176e+21,-0.26728843541118075,1.176065856900123e+24,-0.1901779030508584,-0.2487404359255504,0.2862320861523805,-0.17548406682788315,-0.17548406682789144,1.175396385850372e-16
13916166,2022-01-01,2621359,-0.11897626825125733,-0.1747441011202393,3.9522871628545166,0.047649792301453206,-0.17332928800728775,10.367537838621315,-0.01712507727997864,-0.15957696684727884,5.314715040076429,-0.03345473133015845,-0.16613054334376776,6.960814764856158,0.11201891744193694,-0.15048492545422298,8.155544686729234,-0.1327730661192976,-0.14463239216191132,0.47415694347976955,-0.1659063492706287,-0.16590634927063835,8.985721102051661e-17
14116761,2022-02-01,2755033,114.31976537637429,-0.035298648164481805,103969.3356816911,21736.61914382382,-0.03619312278893139,1403359.2738777115,4867.563834257115,-0.02536051933865835,343928.9045443854,23726.648280408404,-0.027695443169865053,1530527.1661141594,11958.277512460803,-0.03294375682728845,713532.0039319728,-0.012991466889746603,-0.018382558965382767,0.3789092427109201,-0.010586413270283599,-0.010586413270282851,2.629859329090733e-18
14297759,2022-03-01,2928345,0.033578718193520166,0.028670415218138734,0.17159758650049203,0.028523817759502693,0.014839261242551416,0.17402021723181613,0.03196805703080692,0.023408739083061736,0.1577758330011069,0.01745754133410815,0.006342791622566679,0.20069240244692213,0.029964948511401357,0.026966862294482974,0.13641320311948418,0.0312764958966719,0.014103706113902437,0.12560287157920114,-0.032691447873048216,-0.03269144787304539,1.6113515114189604e-17
14497034,2022-04-01,2934000,-0.12629043187392724,-0.13908630222673263,0.15361121667746278,-0.12215883267649462,-0.13650034556115948,0.16327545363123935,-0.11628669268230277,-0.1239271447034852,0.14517927938113115,-0.11665181266392555,-0.11464915221201433,0.14244974924223583,-0.11851439034375803,-0.13291404377485938,0.1269870058171324,-0.11369463535323804,-0.10937215264172329,0.11035578633914994,-0.07988389753226159,-0.07988389753226108,6.803394626038356e-17
14688630,2022-05-01,3002002,35268.46537013771,-0.35272590694950096,55191252.09534635,4.4691347864664184e+27,-0.3524169952154225,2.6811438415378476e+29,3.305652113328458e+27,-0.34395413013214093,1.797777222786026e+29,5.107179536612706e+27,-0.35603533125269526,3.333154601017047e+29,3.813902776297727e+27,-0.3769050725697741,1.9016444048351655e+29,-0.19587225318878557,-0.33871815990920595,54.09113527423586,-0.2923615736912839,-0.2923615736912494,1.2454783851266653e-16
14881677,2022-06-01,3075701,-0.2553928491221823,-0.289857617679558,0.1788202072385343,-0.2280773538407063,-0.2598700507550944,0.26321774086738475,-0.24483773414630816,-0.26857148688256693,0.17213909901476906,-0.19542569836857607,-0.23423129688570932,0.31373453083661407,-0.23545149518702985,-0.25207496092818615,0.18940365623362537,-0.2255142004910281,-0.2607518399226798,0.17280558787552236,-0.48717654319271336,-0.4871765431927868,1.1719045806615041e-16
15053226,2022-07-01,3103058,0.1173193551995018,0.09467438928683347,0.2418714502527056,0.12374630609947458,0.0958964352829943,0.23141481723630333,0.11745942389670905,0.08994343524643444,0.2249479296083788,0.10975818768837668,0.0479552348735337,0.2796430827570916,0.13446356206652937,0.10556485375994784,0.20804067327548376,0.09964367339600762,0.05815029133588068,0.2035994160363785,0.2726200597457644,0.272620059745734,1.5813129490535166e-16
15253306,2022-08-01,3154145,-0.0721588351851217,-0.08667342688928814,0.15381866686083515,-0.06813648522441344,-0.08735851448285525,0.16845705422357993,-0.06851011067576926,-0.07536876909263246,0.14010291268981784,-0.07847526559342238,-0.10384025111596373,0.19194962037913121,-0.07135704468430526,-0.08521197915971646,0.12999075016861147,-0.06443646998577308,-0.0700850441062692,0.1356768086856793,-0.08306940864462484,-0.08306940864461561,4.909120344499502e-17
15449618,2022-09-01,3172900,-0.06735604736257449,-0.0788840556000196,0.15371809148261645,-0.0638563359056214,-0.08503088631349942,0.1871616966081565,-0.06221037507055747,-0.06681595393184225,0.1436548439582206,-0.06593341499775637,-0.09083994901630643,0.21766635231645318,-0.06240795268040672,-0.06737147912462205,0.13744469187871167,-0.06411732093598219,-0.059952176429726944,0.0944817633325967,-0.10765135181921681,-0.10765135181923506,4.409389903965646e-17
15649595,2022-10-01,3182512,-0.046011482841375975,-0.04214053804312762,0.12018378571387317,-0.052291831994849595,-0.042613929005127005,0.11826964461167573,-0.04558748504497561,-0.039888046700083446,0.11180414702063174,-0.059017557817910994,-0.05318211183592858,0.14393969240842044,-0.05044073075321094,-0.05971344820491842,0.09314026066213496,-0.04295292859365427,-0.03261507188856538,0.09575588742938607,-0.029124996574781462,-0.02912499657478622,1.1117575492385504e-17
15871480,2022-11-01,3245800,-0.21060552707114766,-0.24935941156517416,0.22481030496958923,-0.202876397261085,-0.24418525362062493,0.7522446957559943,-0.2018296474027162,-0.235536106080672,0.2932772552880354,-0.21744963827066338,-0.24635731961132312,0.9385440667243284,-0.20737193801915457,-0.2357753490228649,0.6275500107895825,-0.18741128126790588,-0.23059669304046337,0.14324862238461078,-0.27788574719959475,-0.2778857471995758,1.2628220955193023e-16
16086234,2022-12-01,3332213,-0.07670835628673657,-0.07265838713243,0.14440028498500945,-0.0820990527958401,-0.08009599362806097,0.1386863179337911,-0.07204593358265635,-0.0700093969070853,0.1371609598527919,-0.09290946076789211,-0.09229477273172604,0.144650541686807,-0.06838333568071121,-0.07927523014689197,0.1244309672328057,-0.0721513933139623,-0.06035772170391018,0.11461120791465451,-0.03839852353568131,-0.0383985235356778,2.4946005948219712e-17
16308190,2023-01-01,3362555,0.39797171245298707,0.31781987835401115,4.84485689455474,0.4311314116105706,0.3068925474427282,5.730313632555177,0.42963557857107676,0.30307703987643886,5.001609195954937,0.3487729252270279,0.27539509571305,3.6435126631967534,0.5167343859566008,0.3260053072261726,5.572508700417862,0.3029311084438379,0.2971842382077461,0.8788130229554074,0.32054209510674436,0.320542095106797,4.3109789195574177e-16
16530248,2023-02-01,3370814,0.21555284707150799,0.1476465814629312,0.6930675171736074,0.23135608658959594,0.15311975894596164,0.8879450628197408,0.21340011625338925,0.147113571457946,0.6526653542175137,0.2338560793947235,0.16259941729164917,0.895552346727012,0.22727755102885444,0.15907261037443554,0.726097863197993,0.18261062366137923,0.13171404849056478,0.3074902316170923,0.06903352079592077,0.06903352079592562,7.369205891099921e-17
16730072,2023-03-01,3392077,-0.047471094591389575,-0.060129308907239776,0.17963195484932518,-0.043623702781738036,-0.060086622348896945,0.1821293125611291,-0.04460492059534692,-0.05694736931938249,0.1664918717576039,-0.04703491362757525,-0.07978084564834775,0.17238173380517363,-0.04279149663249385,-0.05985153490591566,0.1459650238650199,-0.039302683842592424,-0.03305904755399719,0.1257934196825536,0.1388781727608997,0.13887817276090172,8.403160819511019e-17
16950603,2023-04-01,3417035,0.2406391126883261,-0.001625768675551309,31.23624021644278,0.48419896896077563,-0.003777213209791519,44.4166263908405,0.2523931755033577,-0.0049906708348885775,28.847222297752428,0.6512671653865364,-0.00028985555247373895,54.297388475782036,0.29906415434102024,-0.00683477496553675,26.152847891293355,0.003680768707745687,-0.0001885582415841469,3.2929637126664244,0.027044216081351755,0.027044216081353982,1.3015626104053391e-17
17162287,2023-05-01,3457737,-0.10870928244683425,-0.11216199516894709,0.12425571743146091,-0.1040945975944458,-0.10584554388391176,0.12856570018920116,-0.104503501679054,-0.10454400737146308,0.11522683576060945,-0.09984683957700238,-0.09428975996436673,0.1474571172014611,-0.11046933691094984,-0.11448436985993338,0.10285711127513067,-0.09438622656795564,-0.09425591469675643,0.09659611652402111,-0.057857076644483134,-0.05785707664447663,4.539199454545254e-17
17382266,2023-06-01,3442453,-0.11785287630168542,-0.15687289270813798,2.7956765170772018,-0.029914324452566563,-0.14227544564993277,8.052830904953135,-0.0698536145642082,-0.14746840987170884,3.870340991078471,-0.08326933882694232,-0.14693369960844282,4.571126215530708,-0.0017946702070273377,-0.14596740549214715,6.3591891604057915,-0.11445278932421296,-0.13382763375923112,0.24158629113104865,-0.005196855302538835,-0.005196855302539469,1.81906820566851e-18
17595510,2023-07-01,3533345,0.042847983115017196,0.015268222575337775,0.4355252640136374,0.043185977737649504,0.011718645996497301,0.9349115150141986,0.04208339218570142,0.015579931514477785,0.4675588491171858,0.04422388565750012,0.00832541280271104,1.0519317736653153,0.04700820706520251,0.031226607835929787,0.4856365907156561,0.04946442216513277,0.015180508887805866,0.1510079221192171,-0.022306421622742306,-0.022306421622740144,7.091262296661402e-18
17816434,2023-08-01,3527396,-0.027097030870691038,-0.0899727831415385,0.5589993983823391,-0.003675536731208665,-0.08590315658674541,0.8061910741630955,-0.010190900140900827,-0.07423177331716402,0.5360972842378078,-0.05725588128687227,-0.09682846761987896,0.5638337181387126,0.012345560470737286,-0.08597171491949251,0.6562605305347811,-0.03366104619060771,-0.04336551018776991,0.2631226889335424,-0.10217876787715607,-0.10217876787716892,4.175436486954759e-17
18037988,2023-09-01,3655348,-0.04293702323344546,-0.03954692450563835,0.3122840294454785,-0.03591530636935354,-0.039427715242812134,0.21161657159013478,-0.0405500087306764,-0.03866370211764142,0.2831979826039733,-0.034876192238381155,-0.030588094703541735,0.22259549420186367,-0.03182033916967003,-0.039523773170275056,0.1901969697483159,-0.034753853356377505,-0.023060710397281525,0.12845483038575195,0.014496194655830946,0.014496194655829374,1.2607981484877707e-17
18251965,2023-10-01,3693849,0.052052411816200274,-0.016181348969925402,4.60657144356487,0.1828337344223883,-0.018572560921741643,8.730456934555198,0.06935783806870777,-0.01632168389013333,4.180714301080248,0.15978222735645278,-0.010908239613417803,8.086337224094223,0.1573507943989702,-0.023322629181186105,5.67475672147365,0.00992441761025473,-0.008951850823821772,0.944957876107535,0.029591872908582666,0.029591872908582246,2.4078979864029072e-17
18473543,2023-11-01,3759567,0.12735654486409276,0.07892590367985974,0.29122989888697143,0.1313062868594208,0.08222455402849604,0.29133745806424943,0.1277445987878446,0.08144086652377158,0.2649849934575081,0.14998122254599597,0.10502479554857835,0.31921959473911277,0.14026887772650826,0.09520448976207874,0.2358135000721093,0.10359051490531669,0.06707237325965587,0.2345394022559462,0.09249123226246975,0.09249123226248593,3.837643294648639e-17
18687851,2023-12-01,3781817,0.29413346460177275,0.07778718758682723,44.75162043569974,1.0452988334787212,0.08536737860902077,107.01555274783125,0.5249258827951501,0.0938385441372469,48.789925623237274,0.5594128559251392,0.11735501946310944,64.81325016956677,1.0401318405862012,0.11756246683970173,76.0222560879951,0.13968198534933143,0.047642522936385046,0.3468734521440857,0.10334954519986764,0.10334954519985076,7.576710325994134e-17
18908895,2024-01-01,3855395,-0.0087151193888731,-0.06151592389874083,1.6050658124876285,0.02288529685120626,-0.05782264274750182,1.808784715245764,-0.0014453804991202072,-0.05463633997696904,1.4925256891915504,0.007059981809345972,-0.06788908274941885,2.0142891391294917,0.019167597308427455,-0.051688011435635284,1.1336699368993375,-0.023188532374013627,-0.020632207570552397,0.7876031126020206,0.0337829777830372,0.03378297778303765,1.6229808632878168e-17
19129889,2024-02-01,3977147,0.24851019929237445,0.15548229647050982,2.0771425089530644,0.24140233944734205,0.14379823823347126,4.468483176491281,0.24687539505211772,0.14274691449151544,2.4122522852812542,0.25450804245578235,0.15182082354574922,3.8026138286062547,0.24805762272417411,0.14287800277732132,3.1295434454957007,0.20500586369916426,0.1245466960514503,0.30925724419238326,0.24527707815372013,0.24527707815368016,7.405573697925755e-17
19336607,2024-03-01,4005064,0.36090483770255083,0.09038184706525187,14.327335920508673,0.51393277884249,0.11466663898680307,16.084577404093306,0.4123012036228153,0.10432409819048383,13.458507309377218,0.3800540236514633,0.08745425116638617,11.750725194128414,0.6971767060962805,0.16146753874676767,19.437897458142338,1.3968527710575083,0.04887448479894241,48.70439183095932,0.07519846756247571,0.07519846756248591,3.4616036347501304e-17
19557289,2024-04-01,4153412,-0.1545099622754694,-0.16424265672624427,0.43059277804702145,-0.1549833380714411,-0.17215831372209772,0.45169578281177264,-0.14850988325563966,-0.15852035252669622,0.43756621523384304,-0.17021491694628674,-0.18996777936244647,0.44091653663667807,-0.14216357722296993,-0.17001270936927482,0.6302069504961598,-0.1378444889696697,-0.13863396035326636,0.208254526557377,-0.11854266882895363,-0.11854266882897878,2.7066536267823905e-17
19771560,2024-05-01,4273747,0.09976661721012987,0.062304463962469026,0.2352613590039456,0.08337061781738292,0.04705605510855548,0.21813788958135855,0.08921753734957405,0.050947909537856884,0.21132960118255786,0.056554031694541075,0.04312887370121632,0.22163658158428134,0.07426146742550405,0.053073939896363775,0.16522786541497947,0.0923577302283664,0.047999090883293904,0.1854526912072906,0.17724736228840582,0.17724736228837107,9.647736259922805e-17
19993250,2024-06-01,4506122,-0.16612776786679553,-0.1780814037386359,0.44493957637237086,-0.15774347277348644,-0.169561148809607,0.526100998570219,-0.1601770591884627,-0.16948204749990214,0.40581147478820645,-0.13654238076135972,-0.13139368690879272,0.7524345816386446,-0.1708941730727433,-0.19322699532450566,0.371128729542902,-0.14926143485838397,-0.14352333509352128,0.23446488963149975,-0.05424533446433851,-0.054245334464342196,3.4819248210820015e-17
20207949,2024-07-01,4524722,0.03534299371879227,0.031154098637288463,0.20531206579694136,0.02679014945854284,0.0196083536498719,0.21056841293954193,0.029387724570050715,0.023753406516285214,0.1815607407630323,0.029185638493162774,0.01546422990968721,0.343279669478568,0.023316182293713458,0.013984991523849355,0.22043993938117698,0.03274217612899555,0.02278363675273032,0.12795266734838392,0.04583195881763914,0.04583195881763176,3.224683735377335e-17
20429973,2024-08-01,4668597,-0.14724689400032515,-0.17131569565813087,1.1234747015878854,-0.1326543652519027,-0.16636817494206635,1.1496238942343928,-0.13277049053337026,-0.1647842770231931,1.1714375019582122,-0.0839198821846637,-0.15200509720409516,3.2631159059793915,-0.11539007404808578,-0.15634166544592332,1.6442085289674537,-0.13175449223191193,-0.16338261778695384,0.4533854125567134,-0.15880129610240556,-0.15880129610238922,7.144363137997039e-17
20651994,2024-09-01,4693885,0.10050057428685133,0.04560674869611803,27.30411504547701,0.34946332136672614,0.042024542030716594,70.04195209028464,0.19663250770252677,0.041273055961507765,33.8909504413574,0.4761355653687701,0.025972328363991215,127.78724876010561,0.8064196914609496,0.05010102330615762,122.34240164923152,0.06805626362104651,0.02769901516761797,0.19739360465717018,0.04281525173409543,0.042815251734092195,2.1544759470146114e-17
20866919,2024-10-01,4793311,0.008882630252719995,-0.019016930792327913,0.4639784432753244,0.01267755778830182,-0.021515065406722433,0.7084392494288362,0.01087760386262834,-0.015906980495538625,0.46815464631253845,0.006739711644991554,-0.02545772742527641,0.566361396973962,0.021910721687128334,-0.019667143355602712,0.6094449457994544,-0.0030997548273280027,-0.007017618529381986,0.21760446564415134,0.07108168195524377,0.07108168195523967,2.5073994544361428e-17
21089069,2024-11-01,4748515,0.15739872163697216,0.07349835398014681,4.933491123708534,0.16809952889179777,0.07785768938052251,4.560877355538106,0.16374099597274874,0.07882568505560661,4.42373936968684,0.20370504361627242,0.10949273401786641,6.040569397236731,0.2200543577484794,0.09633715670250464,4.595915658540029,0.15333855656908896,0.06266962480901284,2.128255553003631,0.24638623370805082,0.24638623370799984,1.0081227112489362e-16
21303934,2024-12-01,4928177,-0.019271284188077737,-0.04381523078662963,0.3562731522831944,-0.019932034813625665,-0.053753723763525385,0.3813692951570354,-0.016867162341534476,-0.03982499387342975,0.3203000626096093,-0.027855748816817717,-0.05855139162819789,0.3830145928852001,-0.011492770019412395,-0.042771762752831566,0.32834475521871254,-0.017422919324405265,-0.013902158610449855,0.24168639029214342,-0.02878272529784499,-0.028782725297847728,1.2192306761996025e-17
21525891,2025-01-01,5105209,-0.07500306086492924,-0.06396372557337848,0.2658310114681571,-0.06652172729822096,-0.07168589976697903,0.3048005878469436,-0.07093508473714463,-0.06514274372383377,0.26049737196882816,-0.06722474585827955,-0.07317717990169648,0.34715427935389875,-0.06611598959413137,-0.0863265148151856,0.25537223547460897,-0.05447089314316621,-0.03160741189744937,0.1891273314689794,0.03361957297525161,0.033619572975253434,2.3867127985334983e-17
21747950,2025-02-01,5247405,-0.11440564581049084,-0.19069386654878617,7.354891074366726,-0.08483355881443444,-0.17752556780386286,7.380867841205053,-0.11088505475229112,-0.17648223674016306,6.323823214254514,-0.0031893684506309893,-0.16191206558347515,11.699127594140407,-0.09925474533747558,-0.18079072719971678,5.2352790489336964,-0.1431083409162311,-0.1668261023775286,2.107743116975479,-0.11262683481722914,-0.11262683481724084,2.3352829863328007e-17
21948292,2025-03-01,5268023,-0.08195326606871682,-0.11393432447231844,1.4322204294895435,-0.0521545958227949,-0.10767851140799611,1.5149838444721213,-0.07707595999178636,-0.10811751208352027,1.0993264953708837,0.0593007878479668,-0.08693784654294234,3.3572830163889487,-0.04585422399968815,-0.11576887417502102,1.3581746443873532,-0.08006419394790927,-0.08671372177608738,0.46353871612641073,-0.06170088860915604,-0.061700888609166574,4.89474180978955e-17
