block_number,block_date,n_wallets,mean_alpha_baseline,median_alpha_baseline,frac_positive_alpha_baseline,mean_alpha_better_return,median_alpha_better_return,frac_positive_alpha_better_return,mean_alpha_safer_risk,median_alpha_safer_risk,frac_positive_alpha_safer_risk,mean_alpha_max_sharpe,median_alpha_max_sharpe,frac_positive_alpha_max_sharpe,mean_alpha_equal_weight,median_alpha_equal_weight,frac_positive_alpha_equal_weight,mean_alpha_mcap_weight,median_alpha_mcap_weight,frac_positive_alpha_mcap_weight
20429973,2024-08-01,4668597,0.0337995097341351,0.022303930094609847,0.6747740274005231,0.03438003502643398,0.015179337275031374,0.6224615232370667,0.03663453630576427,0.015423090613216225,0.6356303617553625,0.06835262361198512,0.009730460140428544,0.6094674695631257,0.056302960863813464,0.01854863384904218,0.6285475058138451,0.03124767568578166,0.012808874606914877,0.7439402030203078
20651994,2024-09-01,4693885,0.06153019021547241,0.0025247675955271734,0.5182148689198819,0.3133307812564814,0.004440270908810884,0.5328568978575317,0.16027951087748427,0.004415557110356621,0.5370282825420734,0.4440352753132286,-0.0002599526885185598,0.4868402187100877,0.7691945731490214,0.01102527533494628,0.5588270696874764,0.03340998535269731,-0.00020793154026505943,0.47631887018961905
20866919,2024-10-01,4793311,-0.05418430440586893,-0.08453588667489939,0.14850236089417107,-0.046429708841842145,-0.08285713526291645,0.16637059435534227,-0.04737383955114126,-0.07351304353788446,0.1599493544232786,-0.054503537896478,-0.09069897077660576,0.16426182236036843,-0.0375477871499474,-0.07910730851383808,0.15959803150682272,-0.05877358894475179,-0.06165191046094677,0.10375333459481348
21089069,2024-11-01,4748515,-0.09263217413902963,-0.10921704492956663,0.2175166341477283,-0.07318520206338627,-0.10868584608697779,0.23193840600693058,-0.07006004030333862,-0.09605823329838792,0.23659143963955048,-0.06220823833691275,-0.12213941928559613,0.2138104228374555,-0.011859757643833973,-0.11016563007965137,0.24773176456218418,-0.07089651969976457,-0.058596370211458804,0.2857080582034594
21303934,2024-12-01,4928177,0.008838704081382459,-0.017773560714130048,0.3997920529234238,0.007465134072485725,-0.026981086404258368,0.3613646587774749,0.009474746983516106,-0.01784513451528217,0.3871360545694686,0.0012602588120219735,-0.028380805174167113,0.36528233462393905,0.014872919285083878,-0.011246029577149489,0.3880380108100825,0.007932825100293767,-0.0020153703249787304,0.3705865272290342
21525891,2025-01-01,5105209,-0.11097885297683799,-0.10206911012343808,0.14999503448340704,-0.10210222397068497,-0.10895546799851599,0.14805074581667468,-0.1049442854817902,-0.09889692746812,0.1485226168017803,-0.10511299976455062,-0.11449461399865273,0.1427281429614341,-0.1008027932512251,-0.12034193618781504,0.11949383463047253,-0.08674852418598131,-0.067921279033498,0.21738326481834533
21747950,2025-02-01,5247405,0.02462653882728477,-0.03433314128436585,0.3308898398351185,0.04577339974326738,-0.029620855152705322,0.3300902064925425,0.019406367613949833,-0.03126602434981526,0.3073362928914387,0.11608277738657671,-0.019424530700878007,0.3684388759777452,0.03599481788047928,-0.03646332019625509,0.28698337559231657,-0.01868928093533514,-0.016686532756532438,0.39752372839527345
21948292,2025-03-01,5268023,-0.009781717152482139,-0.03219414435119958,0.32322789782808464,0.014669890487661747,-0.033605977274240695,0.3024783680709063,-0.009115313208044552,-0.03501987714475677,0.28914414382776993,0.11921144321599123,-0.01798157273862326,0.31587276669065417,0.023253042394475967,-0.04300317584925603,0.2719050391389711,-0.0156870570310402,-0.00911446648808073,0.3597436837310695
22170335,2025-04-01,5341607,0.011731235323038346,0.002404293064666225,0.5589024052125138,0.010279992047819353,0.00036948173795360584,0.5251988774164779,0.006222101065909756,7.312332775864639e-05,0.5061297096547912,0.01181923491391478,0.0004999641827149917,0.5389810594452193,0.00992822944850043,0.0002865399540651069,0.5267214529260577,0.013689238616380422,0.0005561458683690079,0.6139057029092556
22385294,2025-05-01,5479943,-0.0616857169575422,-0.07911227109729985,0.2630390498587303,-0.06454357383962174,-0.07798275590952825,0.26967853497746236,-0.05160553601874157,-0.05769355829384326,0.2888137705081969,-0.05348601552288353,-0.08114480206062594,0.27973064683337034,-0.05224190329685811,-0.07608766745415096,0.2665618967204586,-0.06266764985125316,-0.03737893786231854,0.22406200210476643
22606143,2025-06-01,5417046,-0.07058647780331816,-0.06136791362814942,0.21233196099866974,-0.06673104512533151,-0.06270618134733924,0.1852952697835684,-0.06660539231379382,-0.05794589789785738,0.18172228923291403,-0.07939675880041785,-0.06622207161144894,0.18073171244992198,-0.06055466786223111,-0.06785013416161495,0.18491683474720355,-0.060348903415237354,-0.03233420026889686,0.14265376369334873
22820674,2025-07-01,5567234,-0.002857518931293291,-0.020528524774188955,0.40926409775482764,0.008427966298299104,-0.014081731131705258,0.4354309518874184,0.010127623540985608,-0.008200009757140886,0.4531762092270596,-0.008032620978299744,-0.011333264813625166,0.4486100278881757,0.015988158331994625,-0.017298873501771728,0.4385116558779458,-0.009379089811117096,-0.0008761163940424845,0.4633123019438378
23042514,2025-08-01,5568560,-0.030390253487952996,-0.0715633663023546,0.24911108078210525,0.49087269200208516,-0.04845631199102676,0.2900049563980634,0.158089020712116,-0.05729258906586872,0.27377239358110533,0.7591309531584258,-0.04422082485355515,0.35446740270375104,0.6135562205598923,-0.06861597993909585,0.2326883431264097,-0.04732007554528093,-0.026435217573877543,0.3032814587613315
23264566,2025-09-01,5989657,0.018951964450168696,-0.032090734007073386,0.24975119610354984,0.08911639970003234,-0.03371538553435286,0.24891425335373962,0.0719988395889597,-0.03129691430958138,0.2550309642104715,0.007104505736040682,-0.03734083129237761,0.2323209826539316,0.43358164396940685,-0.03688485463553894,0.2837631603946603,-0.021815540540752236,-0.009432430992547463,0.31050258804469105
