block_number,block_date,n_wallets,mean_beta_baseline,median_beta_baseline,mean_beta_better_return,median_beta_better_return,mean_beta_safer_risk,median_beta_safer_risk,mean_beta_max_sharpe,median_beta_max_sharpe,mean_beta_equal_weight,median_beta_equal_weight,mean_beta_mcap_weight,median_beta_mcap_weight
15253306,2022-08-01,3154145,0.7135280545180975,0.8063255457126886,0.6793678813656576,0.7778341961198523,0.673054965848927,0.7659353539358529,0.7269558648714808,0.8233954163738241,0.6976220454084008,0.7391436260274212,0.6332466728630515,0.7804155225957183
15449618,2022-09-01,3172900,0.7046874555049861,0.796055460402074,0.7037494012387666,0.7873394850403319,0.6697646264693569,0.7387722217282446,0.8064024816831932,0.8546679953531648,0.6979651172273397,0.7257454870419968,0.6288979077418168,0.7609514500808402
15649595,2022-10-01,3182512,0.7231788876419448,0.8199574124484312,0.6960806969902984,0.7794599022939639,0.6866427375949176,0.7597093987939632,0.7142151816185084,0.834216887039684,0.7130031026440967,0.7517651616721566,0.6424552816331119,0.7938874289466471
15871480,2022-11-01,3245800,0.6837331146217607,0.7682199939827606,0.6606164242622555,0.734353370800862,0.6491940399545103,0.7149600880191029,0.710814679581359,0.7778409995356671,0.6621507019116355,0.6839325192163686,0.6133622182278455,0.7256554662950683
16086234,2022-12-01,3332213,0.8874406912089414,1.0507784292309286,0.8839807090882267,1.0259385804653895,0.8374363727478624,0.9817128051269112,0.9015103920682448,1.0689554805750145,0.8911605171364079,0.9635829425644881,0.782848476563153,1.0411692013244767
16308190,2023-01-01,3362555,0.9222112941921171,1.075195131599516,0.9087689704376724,1.0581720623199138,0.8757623187573307,1.0196996342013025,0.8150129748049826,1.0239405164062485,0.9276010672953185,1.0065584373015306,0.8136486963903425,1.0259086495665661
16530248,2023-02-01,3370814,0.8868001897914645,0.9576698673563278,0.8322024773592085,0.9086002294285805,0.8477005190187329,0.9232999816354633,0.8981569414840395,0.9462147212873275,0.8399965879156063,0.9057260451184412,0.7901934533009222,0.914825757057509
16730072,2023-03-01,3392077,0.9087820644675443,0.9901966069211207,0.8844771856712342,0.9477535091279891,0.8814240842835861,0.9580987264874604,1.0118196779488962,1.0616868683237806,0.8625274726292211,0.9319389660965999,0.807758774521236,0.9525321134862145
16950603,2023-04-01,3417035,0.905552421938894,0.9876133805564893,0.877473982994027,0.9561423293223124,0.8479078058457068,0.9363961544105566,0.8853113421739516,0.9876852930600635,0.8730035516134576,0.9201803867294938,0.8177869504255698,0.9704948935104897
17162287,2023-05-01,3457737,0.8321870835868976,0.9279330357233954,0.7980350010845549,0.8753625877959889,0.7810115842272264,0.8582795835884286,0.7732410873477049,0.8998590016458236,0.8126896508145856,0.8620799831537792,0.7428094243539951,0.84929042192617
17382266,2023-06-01,3442453,0.7919291946804808,0.9025838784294067,0.779124842755589,0.8591370412135391,0.7484839685115521,0.8278839987290707,0.7895063736620714,0.9594513369461295,0.7849483061748825,0.8337299292352575,0.6965446037783403,0.8264549560248705
17595510,2023-07-01,3533345,0.9628369456845326,1.001436953084024,0.9246429271550731,0.9745514983410328,0.9044965682541536,0.9569020303781541,0.9351553761500194,0.9894694846399524,0.9362744068479864,0.9635723149695279,0.8514499790236512,0.9720979496541897
17816434,2023-08-01,3527396,1.0589047807725604,1.1198693074354042,1.0219222576746751,1.070982211884938,0.9962938911117523,1.0509922074762026,1.0294377226684621,1.1138246215304528,1.0098234152401189,1.069687452403069,0.9531144902810722,1.0542901084105891
18037988,2023-09-01,3655348,0.7731249397111306,0.8081902902632334,0.6923691920165465,0.7296133460211999,0.7368448520499508,0.7579239655220902,0.6811930116477087,0.724429864070242,0.7444083268415123,0.7721823809715052,0.7240578296815541,0.7558271834995569
18251965,2023-10-01,3693849,0.681368540858941,0.7422685821832326,0.6550085015254662,0.6954419037383595,0.6433383708650026,0.6823894559103019,0.6613766035539811,0.6736708696044696,0.6679847490856915,0.7106843185124141,0.6299496424990669,0.6851206619384188
18473543,2023-11-01,3759567,0.7948476651187076,0.8616431527326932,0.7873963454292179,0.8514746131211053,0.7628570764321324,0.8163288845828324,0.8154272689852025,0.8787105462725779,0.760302153706524,0.7842912577025403,0.7129087112484107,0.8434200528029309
18687851,2023-12-01,3781817,0.7541784052402716,0.7640972294219026,0.7442235213280671,0.7441251912302195,0.7211221586170674,0.7232176048982983,0.7836425264567427,0.8249517008650359,0.7100960243286056,0.6995638394360159,0.6731677085464052,0.708784147763267
18908895,2024-01-01,3855395,0.7250930300089043,0.7987084110734988,0.49026912734088157,0.7466482278583588,0.6847536451136222,0.7426203048476416,0.6075529313691895,0.8128664413325477,0.5831198196812748,0.7117615950830196,0.6184642453739214,0.7345807058367076
19129889,2024-02-01,3977147,0.839591371998813,0.9459900883827368,0.6433625321327592,0.8777277008021829,0.7890947724802545,0.8746032606712701,0.7521074768409962,0.9618718422548613,0.73944481151243,0.8294963682144103,0.7196438888576228,0.8921543603984302
19336607,2024-03-01,4005064,0.7955667548970404,0.8504770732162015,0.8116663131203952,0.8549319654185137,0.7604246189289817,0.8106130096853051,0.8755999820574467,0.9149425200273198,0.7772852777550397,0.7800551861913639,0.7062513274467742,0.8058496909331643
19557289,2024-04-01,4153412,0.8183553655643039,0.8387024920904753,0.831968731213469,0.8525807632595863,0.7880392849850384,0.8066050989579059,0.8803457277020555,0.9045083603879902,0.7588755800842196,0.7586087139791099,0.7189331180613336,0.7587043868742864
19771560,2024-05-01,4273747,1.037618793416162,1.1226943068665822,1.0003947892600846,1.0794839186609235,0.9720663300996343,1.046825077608877,0.9944196633340685,1.0513460682647875,0.9888600228546772,1.0637986618742707,0.9092672585638298,1.077786508375911
19993250,2024-06-01,4506122,1.0111157104341868,1.121241009281888,0.9725542088070959,1.066949740625621,0.9408306612882673,1.028437701642627,0.9408891656887146,1.0599988822180864,0.9674335193388879,1.0300472783690877,0.8921903619821147,1.064061790647381
20207949,2024-07-01,4524722,0.8908200247555583,0.9772889678112636,0.8507544135479678,0.9238956849877878,0.8336195743653545,0.8999765327833356,0.8624802523120507,0.9635901847615215,0.8519585267426959,0.8907468825279918,0.78644257302811,0.9211211804174642
20429973,2024-08-01,4668597,1.1400813984397677,1.253699035200919,1.0518453210271081,1.1356236769558514,1.0667735780311762,1.140824699287022,0.9588870464789337,0.9923677106662873,1.0811815717246824,1.133324646111702,1.0264536368305,1.1765345579442312
20651994,2024-09-01,4693885,0.9101986440114328,1.019749837002121,0.8439174977797372,0.9402947692480655,0.8490665207532961,0.9408242396788412,0.7497396080933443,0.8510369327709191,0.8694359323897907,0.9213332119172528,0.8092041238837829,0.9989156887431798
20866919,2024-10-01,4793311,0.8872459531599507,0.9785573117701527,0.8315400677682897,0.9298269698366853,0.8195000710654409,0.9018548031199749,0.8615897634503522,0.9407743140139132,0.8364814562845745,0.8788801118109697,0.7832374331333548,0.9509378846618611
21089069,2024-11-01,4748515,1.0147924744542383,1.1190869736475677,0.9792946924183316,1.079784055764808,0.9489208579452179,1.0299859445620596,1.0792538119979935,1.1513858597769886,0.9412624719413714,0.9998274814642935,0.9100957991614116,1.0946989501376585
21303934,2024-12-01,4928177,0.9766270559362926,1.0906977270632827,0.9518615281423739,1.044993144839115,0.9151985801365531,1.0075293436778168,1.0115792485785549,1.0845095067577981,0.9160247694289013,0.9658259153072775,0.8809361921886839,1.0845773496838642
21525891,2025-01-01,5105209,1.0700847431461933,1.2141702976012336,1.0583268472402516,1.1742674584838682,1.011589313453783,1.131854473351171,1.1269701115525572,1.2109037999028909,1.0317443259206334,1.0993443701217473,0.9600845039457923,1.199216761045531
21747950,2025-02-01,5247405,1.2344498969839899,1.407157200927745,1.159643336951066,1.2746875103177682,1.1568417293948068,1.278573876054954,1.0590029101923242,1.203851007441735,1.2008644603874743,1.263231862431991,1.104701736338334,1.3569820956749523
21948292,2025-03-01,5268023,1.1697003162043988,1.3142888812515015,1.0830392854427862,1.1475981346352355,1.1014532904740977,1.2142420999962884,0.9709852924083081,1.076380964297861,1.1200368090630233,1.1710579845555482,1.0433745504810314,1.2876668028335925
22170335,2025-04-01,5341607,0.9865909248367691,1.1132548899232833,0.9261756189903059,1.0414030844143574,0.9255556287123538,1.0280037255561965,0.8272051634150904,0.9379561889039136,0.946909050172746,0.9587004448642996,0.8759959414086277,1.0912932319458932
22385294,2025-05-01,5479943,0.8904632878255864,1.0072396936193224,0.8394744616937723,0.9594319183952698,0.8169405477398147,0.9141384763043495,0.8221118897448072,0.9212188996722416,0.844614669503842,0.8609838805430343,0.7871731084278659,0.9825217833369946
22606143,2025-06-01,5417046,0.923557378648815,1.0239687113565827,0.8889323790325867,0.9576657041348722,0.8546580316389781,0.9548727467199993,0.9602173098640788,1.0371805059104888,0.8946265262822005,0.8978356706038355,0.8157156229705571,1.0277167244792942
22820674,2025-07-01,5567234,1.0196819776377222,1.0873489970484638,0.9772461896330855,1.0635216641115908,0.9364400099192838,0.9597678957860721,1.0250577571834012,1.1065379674351654,0.9950474217477793,1.0329124789698076,0.8922282218342249,0.9586568541245356
23042514,2025-08-01,5568560,1.0803860682521198,1.254012276365529,1.0283568639871041,1.1370514710667543,1.0029123711208938,1.1326062239218517,1.1087093502542764,1.247617895612553,1.0409934661348004,1.110100270403521,0.9568149963510415,1.2131876872730212
23264566,2025-09-01,5989657,1.021781322266184,1.1973988902874855,0.999516878342321,1.1244713097906278,0.9549046640652222,1.0873025120909359,1.1393694484663972,1.303613616501927,0.9913156250021938,1.0517205808348613,0.9120154328638547,1.1608726527075928
23479244,2025-10-01,6087782,0.9948744095454466,1.1544897741713944,0.967909745856332,1.126042766054957,0.9266193359820647,1.065387238997646,1.0599361317561153,1.2834010983557014,0.9822553250793984,1.0623692047093312,0.8778076940607399,1.093138693549768
23700767,2025-11-01,6087201,1.1466580091519325,1.3151209915451416,1.12138620753902,1.2684589778150936,1.0778535153969346,1.2204951457233484,1.0070462429539235,1.2086302245553355,1.1494500552935234,1.2301913438606829,0.9967314757489302,1.3120206391885354
23914921,2025-12-01,6337108,0.9400416206101635,1.1292797715045748,0.8989301952315812,1.043670827624624,0.8952805331148009,1.044650296845754,0.8004747156193885,0.8325763521551512,0.9452278902409755,1.0316098217685752,0.8180455304879113,1.0450746157299329
