block_number,block_date,n_wallets,mean_beta_baseline,median_beta_baseline,std_beta_baseline,mean_beta_better_return,median_beta_better_return,std_beta_better_return,mean_beta_safer_risk,median_beta_safer_risk,std_beta_safer_risk,mean_beta_max_sharpe,median_beta_max_sharpe,std_beta_max_sharpe,mean_beta_equal_weight,median_beta_equal_weight,std_beta_equal_weight,mean_beta_mcap_weight,median_beta_mcap_weight,std_beta_mcap_weight,mean_alpha_baseline,median_alpha_baseline,std_alpha_baseline,mean_alpha_better_return,median_alpha_better_return,std_alpha_better_return,mean_alpha_safer_risk,median_alpha_safer_risk,std_alpha_safer_risk,mean_alpha_max_sharpe,median_alpha_max_sharpe,std_alpha_max_sharpe,mean_alpha_equal_weight,median_alpha_equal_weight,std_alpha_equal_weight,mean_alpha_mcap_weight,median_alpha_mcap_weight,std_alpha_mcap_weight
11167817,2020-11-01,1233035,0.9691414943895738,0.9195613686322986,0.5021056566582528,1.0038850640331478,1.069248608795265,0.49877982073983523,0.9320608750036922,0.902593630689634,0.47371398445610474,0.9362283409713397,1.0692486087227269,0.5435444666123822,0.97395156982238,0.9517118160793032,0.3969222125999988,0.954521127924092,0.9459063416626485,0.508830144074763,-0.1325826126921885,-0.21228486185946693,3.0312445289569223,0.11292363498615926,-0.20871396078091126,6.77113084026397,-0.07838139520932093,-0.19919841146106304,3.34842866555092,0.04401945475985091,-0.1731229039496281,5.788697921223383,0.05426531219474043,-0.1955297886266461,5.170986792178509,-0.17452148041937682,-0.20650141828396495,0.7833399100065842
11363270,2020-12-01,1312844,0.8243739123041953,0.9702476527201687,0.5179192893092995,0.7630905124043642,0.8251486138691462,0.5158559452571301,0.7921840371075076,0.9348537276154267,0.4947582768092174,0.7823242058251787,0.8251486139250505,0.5556296810965624,0.8030530110071452,0.9148885702636163,0.41141033473007194,0.7503867416602436,0.9106519416743752,0.5142269265138153,0.12200763491583361,0.03327254663409964,1.436645290299036,0.10757177418326692,0.0004958257286650988,1.3628197865098632,0.1167338800792072,0.03518083304450728,1.338843285154772,0.12425039176385955,-0.009296973789649457,1.533204589390251,0.09838414782022388,0.03824899271937697,0.9585658278692022,0.060034694655503984,0.01321726585161113,1.0978727298162116
11565019,2021-01-01,1344924,0.694749153813958,0.7047904979726654,0.37754650248394056,0.719155164638148,0.8177234790982245,0.38050601566144704,0.6698137313420368,0.7008907583940693,0.3584505818564361,0.7549389565111695,0.7443417296942718,0.3287839477527109,0.6873570171337685,0.7474056116271094,0.2970596746845437,0.6619162619910993,0.7610895059885168,0.38162428643777363,0.1443859375499601,0.04350596070436297,0.4019735424747651,0.15398094350677755,0.08808720621557886,0.4503345641261028,0.13785278677865884,0.05945934099314404,0.37118799430897814,0.17401746731438095,0.05945934091304056,0.4612050459247326,0.1433077287617507,0.12323416164063766,0.3402799050087439,0.15918030411418532,0.12298072298878682,0.31789782939179567
11766939,2021-02-01,1421979,0.742621987003909,0.8280252626860335,0.34622775432550407,0.7366169294219025,0.8270691003022446,0.3407688700348698,0.7260512818994906,0.8055405219491817,0.34081458294118305,0.7821846442826069,0.8543806031300873,0.2699641219350957,0.6860131966394871,0.7346271491677001,0.2769325285044629,0.6830804252665685,0.7913366071174561,0.34845384260863904,0.6284564408549103,0.2554214232974858,1.3099671045280408,0.717022917929571,0.2776850027284858,1.7621995307820142,0.6495855913797358,0.25752726112871,1.2508358376821105,0.6935837851688236,0.2776850027284858,1.477076395314243,0.730153419977796,0.40424695695240204,1.3644157502451046,0.5724892460870975,0.2766083291452338,1.1690262939144045
11948960,2021-03-01,1578989,0.735875878173497,0.8274501796601592,0.31230802900712884,0.7467596723138187,0.8274501871881299,0.3020238511146506,0.7267246185252743,0.8155332094948115,0.3075760611047245,0.7880275268948373,0.8355264738320336,0.24570226240369525,0.7010177454512033,0.746784027319964,0.2693047708763514,0.6750512831961173,0.8042586991550762,0.3494996015673087,1.1728100007925737,0.24592137137078754,1.8209138548172108,1.235332553210071,0.35005372169419424,1.7442777893945656,1.1229906644854641,0.3418188844912888,1.6479783045840692,1.0336836249026016,0.4036154447178101,1.3650572831483943,1.0345139546237447,0.4344730041080459,1.2060452243345772,0.8126356902305822,0.14708837513875264,1.3197679792214898
12150245,2021-04-01,1695563,0.820482350228851,0.9309531496372219,0.3419097926638889,0.8245210977503686,0.9266688062261385,0.33290689653790195,0.804273384873918,0.9236868460290621,0.341892953194922,0.8793824117159663,0.9498806276160492,0.2871847784488611,0.7821837771727017,0.8838677139801701,0.30144621844071606,0.7585790894956652,0.9104937153216734,0.38966668180533665,0.06192213599645623,-0.00022775089275072237,1.367571149383576,0.06886236855553457,-0.046181617776124395,1.5192427110763507,0.05709036460353665,0.0006944666232557954,1.235336996692832,0.05729933709207179,-0.02232516057917225,1.3722506505740333,0.06081628297220669,-0.029084590836541385,1.01027031925652,0.03511465265008738,0.028896181733178476,0.6804128680940097
12344945,2021-05-01,1822425,0.9019814668049284,1.0218732982216703,0.4926097672870035,0.8897417561768668,1.021873301246109,0.48899623392267444,0.8742850948375294,1.0060885498737848,0.48274408378308387,0.950077209650011,1.0849311167540094,0.4300247939497954,0.842383693041849,0.9897975499153775,0.4313637196889823,0.825272866028142,0.9958158532928204,0.5084760318786586,0.004704596757652913,-0.10721104873930859,0.5825351440794052,-0.007042250280988732,-0.11114748353031803,0.5382195980527918,0.004869300650840321,-0.09945830062587926,0.5452218454469341,0.007439177367212443,-0.1157419402981485,0.5974864809186305,-0.017821895220861146,-0.09830795920895513,0.41105133404598126,0.028797705270660067,-0.0710907462331111,0.5739487884772947
12545219,2021-06-01,1944649,1.1109526382347927,1.2882599474948433,0.4473235666363172,1.097712528398442,1.253246181126683,0.4448854224850284,1.059290867026601,1.253246181126683,0.4569859428149009,1.091665578615885,1.2867941181480804,0.5005582763872839,1.0890129573614222,1.2212755730792801,0.39530559946973387,1.0080560780643462,1.26062832512441,0.5298772832302628,0.08576623274476128,0.028594847268080904,2.4681505901685474,0.10252948184986029,0.033616936284650845,3.056639707101234,0.0975253879598001,0.03340520770833891,2.939346645659733,0.11408990476244403,0.021810090219935463,3.96520620618186,0.11592976995496104,0.03879813155756437,2.005452760882716,0.0840556866201014,0.019004237520905704,0.1832094209344692
12738509,2021-07-01,2077642,1.1115563025242536,1.2479977890837752,0.47013294105234943,1.1136346353962545,1.2307376048942973,0.48400728722776265,1.0614124233842313,1.1987043150805414,0.4721963907841796,0.9912664299789187,1.1845106795116718,0.6101061213275845,1.09579910555866,1.1973825398246243,0.4159275836963544,0.9944579172835957,1.2228944885802602,0.5537259538329476,0.030625084676763063,0.016625363122945325,0.21724258188621512,0.050061881614003156,0.01750985775878444,0.29159338312335426,0.03354252668756213,0.012156909689937056,0.21814022705397662,0.06390646644211577,0.012710934257013917,0.33944880233228986,0.043034188408378055,0.02107941399413321,0.22256358389893366,0.037281432845231936,0.009785651097393655,0.2264456559571208
12936340,2021-08-01,2186002,0.9677283581561473,1.0986247738456179,0.42243223532816415,0.9497919527737306,1.0567336819484776,0.43065512671172723,0.9120990224626062,1.0333918032079203,0.42348342080237944,0.8960155118421969,1.043406734309154,0.5053054109136159,0.9367311860343515,1.0060772124315902,0.37189305316203886,0.8584385422617904,1.0563547494246692,0.4918681489031776,0.09739773665448752,0.019114188792134112,0.36849106385245334,0.11925015743195466,0.06205383603826335,0.34377087511048476,0.10939726981860909,0.030953283824091987,0.3548240252568854,0.09986201089751343,0.030953283824091987,0.3239760002666355,0.13510379325062286,0.09133950608445832,0.3026142457507527,0.08312367153613956,0.009135387218407454,0.2606779021971075
13136427,2021-09-01,2286203,1.127738618556815,0.9881312495662612,5.212852085642599,1.3570890192863745,0.9191238262989988,8.153273872862975,1.111043382756322,0.9465824749915779,5.221864457394101,0.9491930768480368,0.9366936625621866,1.7750082121933082,1.2186849449054198,0.9035725160260839,5.467509679924465,0.8435790581053344,0.9416634813678537,2.8857274998404594,640012.8269233934,-0.0008680344311855492,771336187.0026659,9.246132079162314e+31,-0.009153402685383859,9.989296323037528e+33,8.491141446673197e+31,-0.005049734992944068,9.653224200848862e+33,1.1748133311044801e+32,-0.016773646842986933,1.4603272561227048e+34,1.2029625898937283e+32,-0.003886619902842138,1.0817988435799023e+34,0.07107545088877015,-0.0022800014297666964,0.48296748242041254
13330090,2021-10-01,2385506,0.9332084381499766,1.0411927146018671,3.8798519065785038,1.090940472695114,1.0344575717087965,5.691900361439976,0.9413331538723444,0.9993484699263383,3.5408675831066962,0.8860061117388377,1.0921991992165054,3.424561185964954,1.0575308336682268,0.9808742490408935,3.665450360147006,0.6699608016913534,0.9777550080581797,3.811004605528533,0.12523974844723215,-0.011009213401563241,1.5504389517509107,0.03447731307482751,-0.025449662577991153,2.135438813699983,0.10424556571150285,-0.010186805264825082,1.4201377539161546,0.06486265865185474,-0.023209569494895804,1.3542882618771974,0.06981813001001964,-0.0229272625480052,1.4224032463947256,0.1597878581621005,-0.008979188330575809,1.5026683857449505
13527859,2021-11-01,2504425,0.7165320014875945,0.8858818351244548,2.3685338375897134,0.6828490305393982,0.9573597766509864,2.6718173959479943,0.6969455707394207,0.8708018998398181,2.170911268339582,0.7144270061466019,1.0034098806786256,2.855941001756334,0.7319148995234158,0.9029086476126351,1.4669507461773084,0.5545775591524885,0.8657280798635383,3.013839208797655,0.20719249132140347,0.009035116819239946,3.946332756114962,0.15464354543829587,0.01711554051642467,4.870063035665896,0.19591973271016033,0.01694025681680768,3.6299057589435004,0.12567860553116028,0.0040874944934732186,1.7294746892751656,0.1921095389674293,0.03767287026911124,3.4902048623370434,0.17252170373638354,0.0043373225361935976,0.47912728343513816
13717847,2021-12-01,2579086,0.7413891646469876,0.8406668256504709,0.7739867534335363,0.7416329066499716,0.8319712229796611,0.9408853779629999,0.7171540370517167,0.8136850423949427,0.7417016773433661,0.8091213609126882,0.8855650995532418,0.7734849554813643,0.7057435450795578,0.7790911932098593,0.6765947305125374,0.6626015835215093,0.7896947296282265,0.48241718876041767,258495858.279993,-0.13392981004132154,314562263161.2633,4.610708482468982e+21,-0.13890878075501725,9.881341218074442e+23,4.2675268824318555e+21,-0.12999219554761823,9.488301603733476e+23,1.4293465274763497e+21,-0.15377979237776482,5.504311267500166e+23,7.944281365323176e+21,-0.12635198274118464,1.176065856900123e+24,-0.07390188248790103,-0.08760472787564524,0.2801072632882941
13916166,2022-01-01,2621359,0.9667517222854695,1.037687199651358,0.7227274095878754,0.933404374561956,1.0188002980572395,0.7800964516557964,0.9216204489102424,0.9842330922047693,0.6747963130615455,0.868416797963892,0.9577908727033134,0.8870166544109359,0.9120666224563245,0.9633066049966682,0.5507703926559124,0.8695150790282025,0.9628460867930866,0.6007828374894022,0.04141398064422837,0.0014555796795080373,3.9569483471766476,0.20250750447826957,-0.0007246950280852611,10.380004827563361,0.13577760681188616,0.00019071976828993883,5.321088876003129,0.11062112926533066,0.0007350958896369885,6.96944712846362,0.26333656106526654,-0.0034909256567021707,8.165027380388972,0.011485006278041537,-9.493669145090099e-05,0.47019655573727714
14116761,2022-02-01,2755033,0.9685051870888378,1.1304462117014955,0.9095841765115914,0.9335054516891398,1.0578255908680196,1.402365638164606,0.9295447461676022,1.0637448332522719,0.8562904245647063,0.8256346109325969,1.0357260516421785,1.2750469928479633,0.9537422273037642,1.0165674930390312,0.9783100171550961,0.8523343403857593,1.1048779424338901,0.7334263692699085,114.33001837253993,-0.025870020926264642,103969.33560010682,21736.62902629839,-0.027562608660607016,1403359.2727399613,4867.5736748019635,-0.01768149918041485,343928.90426498116,23726.657020917744,-0.02172000556663663,1530527.1648948959,11958.287609170118,-0.019398838470331674,713532.0033515472,-0.00396830331796899,-0.006407829830831763,0.37850068782766616
14297759,2022-03-01,2928345,0.9016871796708413,1.0036920350546479,0.7628395461149489,0.8826326386184951,0.9808162623634629,1.1969603798414297,0.8663998854487871,0.9744998310768768,0.7048688601640143,0.7505364102092993,0.9172036920808582,1.2033937748849495,0.8872148603259551,0.9531977721060297,0.8248493148510065,0.7873207473749999,0.9586422482877796,0.6687739156103555,0.06305617762552228,0.05948694373424923,0.1758399560148592,0.057378356655947364,0.04087990936147561,0.17948534225679275,0.060291923723168585,0.05223390874012555,0.16188853595214261,0.04199366326528824,0.016280099092317823,0.20627219175961237,0.058969286869939075,0.053442503606979455,0.140102517621451,0.05701515106884922,0.036978571459358456,0.1312665440650729
14497034,2022-04-01,2934000,0.820297404532197,0.9278993718507242,0.4601091250918763,0.8024558538113559,0.9065020832973567,0.4782158271951085,0.7680308012189331,0.8645986036479855,0.47017924244775416,0.8302108343904833,0.914611990232814,0.4243444148245409,0.7639926905257333,0.8047248401727468,0.4219330573071534,0.7237850300993216,0.8929661909687404,0.44859404638351247,-0.06076187806429799,-0.06887674831430374,0.1461447305951358,-0.05805553147646514,-0.06611550957298351,0.15824115128714136,-0.05493339885610991,-0.05858355064984126,0.13757044655134482,-0.05033133543930318,-0.045285084266442344,0.13847837116332873,-0.057483676538403444,-0.06904993615097127,0.12324921198509822,-0.0558758661733985,-0.03901775978220308,0.09398737586882366
14688630,2022-05-01,3002002,0.8810860901906074,0.9811345386583221,0.5948320572205996,0.8658510918674986,0.9343601716576133,0.8329172165529258,0.8346221550613483,0.9069039480269415,0.6085921814722439,0.9151440617008888,0.9892970456381549,0.8008145852307798,0.8555004130253455,0.8880792992982229,0.5975314909289985,0.7756639190635702,0.937860461258512,0.5115326965397741,35268.72296585368,-0.04984782591088181,55191252.099574804,4.4691347864664195e+27,-0.057436652957176176,2.681143841537846e+29,3.305652113328457e+27,-0.05813090729435833,1.797777222786026e+29,5.107179536612705e+27,-0.04038751945037154,3.333154601017048e+29,3.8139027762977256e+27,-0.08187394524079367,1.901644404835165e+29,0.030902070844160478,-0.016002788562293313,54.090749164216525
14881677,2022-06-01,3075701,1.0987548412046029,1.27660665904302,0.8636683426715901,1.0686337334465248,1.2308588635560302,1.185636152554763,1.0543806164126668,1.2247149697969804,0.8399916515616076,0.9181939678344753,1.13589484463426,1.3881347755707283,1.1158595691705921,1.1973836567533713,0.8289058922422016,0.9842208367065831,1.235614355894512,0.7010606489468529,0.2798947362322157,0.2649451910052545,0.40493059399855774,0.2925359343589712,0.29388415960548286,0.635773729565803,0.2688317697670945,0.27291605847679357,0.3946870792259173,0.25189686486149276,0.24204318882979614,0.7416285724333609,0.30816911241010037,0.324310898900134,0.4326229052796743,0.2539751044740079,0.2405503366628544,0.26897112720306243
15053226,2022-07-01,3103058,0.8999842709206748,1.0767841246567236,0.5765090087787796,0.8620845620830119,1.0256175626212782,0.7206893627428353,0.8596311907930345,1.0256175626212782,0.5672448695436054,0.7830034934132043,1.0256175626212782,0.8174837679580371,0.9041671668399732,0.9790940216258448,0.5392186677061274,0.8022848957022872,1.0711719257257926,0.5481588158421086,-0.1280344105091146,-0.12681040567114343,0.27742854396785804,-0.11127523872147238,-0.12450124646596517,0.29312206618632747,-0.1168932826965821,-0.11346464419013427,0.26195794140229295,-0.1037042714670492,-0.112423504427411,0.3435300701098063,-0.11203054497751166,-0.12900042800075412,0.25132237705239513,-0.11907528280345221,-0.09740359517498282,0.22511993070775016
15253306,2022-08-01,3154145,0.7135280545180975,0.8063255457126886,0.36768672798079527,0.6793678813656576,0.7778341961198523,0.3765580479625874,0.673054965848927,0.7659353539358529,0.3647964568483558,0.7269558648714805,0.8233954163738241,0.38137144910595505,0.6976220454084007,0.7391436260274212,0.29805173772769156,0.6332466728630516,0.7804155225957183,0.41797263077742103,-0.012886481644960743,-0.02657954635909933,0.1489286743452864,-0.0117017970672227,-0.03392901994072309,0.16375313933225819,-0.012599832677377113,-0.023423323634706412,0.1351400145976746,-0.018087471787813093,-0.04100859917543348,0.18793457335255503,-0.013405993914783134,-0.029564908267354237,0.12597179492074198,-0.011833043344868356,-0.014653198862679746,0.12844115434435438
15449618,2022-09-01,3172900,0.7046874555049863,0.796055460402074,0.38043139196057185,0.7037494012387671,0.7873394850403319,0.384170423239358,0.6697646264693571,0.7387722217282446,0.3756484853988654,0.8064024816831934,0.8546679953531648,0.36404047626293806,0.6979651172273393,0.7257454870419968,0.3061366708654311,0.6288979077418166,0.7609514500808402,0.4272437437615171,0.00850450983259515,-0.000595730632797811,0.15124339023360894,0.011903238479709597,-2.887209663656842e-05,0.1878492772036664,0.00989069236957354,0.0003388258826245409,0.14125020749433093,0.02087690226582458,0.0003882526924373177,0.22092352161446774,0.01272893571178693,9.39410945612339e-05,0.1373464782418569,0.0035843889887126933,0.00016482173971447652,0.08500318497284746
15649595,2022-10-01,3182512,0.7231788876419452,0.8199574124484312,0.4009888824704057,0.6960806969902985,0.7794599022939639,0.40654857822574647,0.6866427375949176,0.7597093987939632,0.39586403108386486,0.714215181618508,0.834216887039684,0.4455409502118427,0.7130031026440963,0.7517651616721566,0.325475664660293,0.6424552816331118,0.7938874289466471,0.4427195626212222,-0.02494890021584638,-0.017377880722613818,0.11892804817513195,-0.03201848407923199,-0.023800324225889742,0.1169164358923306,-0.02558901766442153,-0.019051787951157667,0.11039167525154807,-0.03821604309961119,-0.03262023444146545,0.14249823725198288,-0.029674517830890354,-0.031954609672772,0.09199406935305666,-0.024241420716636375,-0.009886088675518177,0.09324714884212996
15871480,2022-11-01,3245800,0.6837331146217605,0.7682199939827606,0.38119270279504336,0.6606164242622555,0.734353370800862,0.386682232814402,0.6491940399545104,0.7149600880191029,0.3748214700061688,0.710814679581359,0.7778409995356671,0.38240629307399204,0.6621507019116355,0.6839325192163686,0.31402550927452066,0.6133622182278458,0.7256554662950683,0.4181780162162971,-0.02060583962938767,-0.0018152236771724149,0.20894710727409288,-0.019300508592657147,-0.00961001912254466,0.7484723463224535,-0.02142787653244472,-0.008367492729213534,0.28126806390399123,-0.019924369914769237,-0.010550107136903575,0.9366723719265844,-0.02336969545971655,-0.022308541960922412,0.6237380214736186,-0.016966662951672942,0.00047039439625010115,0.09661155599598123
16086234,2022-12-01,3332213,0.8874406912089412,1.0507784292309286,0.4453935202149253,0.8839807090882266,1.0259385804653895,0.44362417106584207,0.8374363727478622,0.9817128051269112,0.440021869963655,0.9015103920682446,1.0689554805750145,0.47494538599675756,0.8911605171364075,0.9635829425644881,0.3626359674159833,0.7828484765631533,1.0411692013244767,0.507640134488342,-0.042631944018831906,-0.034913996624159616,0.14090021026133062,-0.04815549873283079,-0.0433821856232435,0.1360744243993104,-0.03988961331406448,-0.035207929696611025,0.13370847574368674,-0.05829279276040142,-0.04878503962355096,0.14120259236240093,-0.034164087589382115,-0.04218187685203901,0.12293992990805565,-0.04209116766178254,-0.025152900177669052,0.1084053173895142
16308190,2023-01-01,3362555,0.9222112941921172,1.075195131599516,0.4594975699075522,0.9087689704376725,1.0581720623199138,0.4617005009411463,0.8757623187573306,1.0196996342013025,0.4501391192005899,0.8150129748049826,1.0239405164062485,0.5501320489171088,0.9276010672953182,1.0065584373015306,0.3759208351531333,0.8136486963903424,1.0259086495665661,0.5254607294005115,0.10236417208149573,0.0006798486309868253,4.841439459995646,0.1398327018584336,0.0019275029080196987,5.726982326566532,0.1489168901010157,0.007695075458805711,4.998345614625272,0.08752695874381168,-0.0058049141191434065,3.638297177732401,0.21939919642245612,0.01127618063366645,5.569893924400298,0.042122450621962626,-0.0028891759847297256,0.8588274801738234
