block_number,block_date,n_wallets,mean_ret_baseline_pct,mean_ret_equal_pct,mean_ret_mcap_pct,mean_ret_better_pct,mean_ret_safer_pct,mean_ret_sharpe_pct,mean_alpha_baseline_pct,mean_alpha_equal_pct,mean_alpha_mcap_pct,mean_market_return_pct
16530248,2023-02-01,3370814,21.5552847071508,22.727755102885443,18.261062366137924,23.135608658959594,21.340011625338928,23.38560793947235,15.433390772770814,16.928962910847822,12.806078747012473,6.903352079592079
16730072,2023-03-01,3392077,-4.747109459138961,-4.279149663249382,-3.930268384259243,-4.362370278173805,-4.460492059534691,-4.703491362757521,-17.368108714252347,-16.257773598731738,-15.148274647968652,13.88781727608997
16950603,2023-04-01,3417035,24.063911268832612,29.90641543410203,0.3680768707745687,48.419896896077574,25.239317550335777,65.12671653865361,21.61491573164168,27.545445765140443,-1.8435638288075065,2.704421608135175
17162287,2023-05-01,3457737,-10.870928244683425,-11.046933691094987,-9.438622656795562,-10.409459759444578,-10.450350167905402,-9.984683957700238,-6.056137056920383,-6.344948949559759,-5.140944477086825,-5.785707664448313
17382266,2023-06-01,3442453,-11.785287630168538,-0.17946702070273415,-11.445278932421296,-2.9914324452566556,-6.985361456420824,-8.326933882694236,-11.373733486707426,0.228459256013643,-11.083294780661273,-0.5196855302538836
17595510,2023-07-01,3533345,4.284798311501721,4.700820706520252,4.946442216513276,4.318597773764949,4.208339218570142,4.422388565750015,6.432542997940768,6.789313873893417,6.845722438790715,-2.23064216227423
17816434,2023-08-01,3527396,-2.7097030870691037,1.2345560470737282,-3.36610461906077,-0.3675536731208665,-1.0190900140900818,-5.725588128687228,8.110055492789293,11.552807281348684,6.372701807218661,-10.217876787715607
18037988,2023-09-01,3655348,-4.293702323344547,-3.1820339169670033,-3.475385335637752,-3.5915306369353543,-4.05500087306764,-3.4876192238381156,-5.414439285277436,-4.261142717898458,-4.524993659751927,1.4496194655830943
18251965,2023-10-01,3693849,5.2052411816200275,15.735079439897012,0.9924417610254729,18.283373442238826,6.935783806870775,15.978222735645286,3.1889440551196233,13.758387459915532,-0.8716972149384496,2.9591872908582664
18473543,2023-11-01,3759567,12.73565448640928,14.026887772650824,10.359051490531671,13.130628685942078,12.77445987878446,14.998122254599593,5.384010485630337,6.994759463836991,3.765270971129038,9.249123226246974
18687851,2023-12-01,3781817,29.41334646017725,104.01318405862013,13.968198534933144,104.52988334787207,52.49258827951502,55.94128559251394,21.61894694206423,96.6743739423622,7.011040882783376,10.334954519986763
18908895,2024-01-01,3855395,-0.87151193888731,1.9167597308427462,-2.3188532374013633,2.288529685120625,-0.1445380499120206,0.705998180934597,-3.3210921112299077,-0.05319266047137963,-4.408209623508396,3.378297778303721
19129889,2024-02-01,3977147,24.85101992923744,24.805762272417407,20.50058636991642,24.140233944734206,24.687539505211774,25.450804245578233,4.257768072546578,6.668875990050678,2.8493713329012555,24.52770781537201
19336607,2024-03-01,4005064,36.09048377025507,69.71767060962804,139.68527710575083,51.39327788424899,41.23012036228153,38.00540236514633,30.107943689063237,63.87260443502206,134.37437535195468,7.519846756247568
19557289,2024-04-01,4153412,-15.450996227546938,-14.216357722296996,-13.784448896966978,-15.498333807144107,-14.850988325563968,-17.021491694628672,-5.749993319096296,-5.2204440650646315,-5.262023844514208,-11.854266882895361
19771560,2024-05-01,4273747,9.976661721012986,7.426146742550402,9.235773022836641,8.337061781738292,8.921753734957408,5.6554031694541065,-8.414857698372606,-10.101136329790286,-6.88074929672504,17.724736228840577
19993250,2024-06-01,4506122,-16.61277678667955,-17.089417307274328,-14.926143485838397,-15.774347277348644,-16.01770591884627,-13.654238076135975,-11.12794579721417,-11.841541824418968,-10.08642702668018,-5.424533446433853
20207949,2024-07-01,4524722,3.5342993718792264,2.331618229371346,3.2742176128995557,2.679014945854284,2.9387724570050717,2.9185638493162767,-0.5485032969726484,-1.5730745818287837,-0.33020274904610153,4.583195881763914
20429973,2024-08-01,4668597,-14.724689400032517,-11.539007404808581,-13.1754492231912,-13.26543652519027,-13.27704905333703,-8.391988218466365,3.379950973413509,5.630296086381346,3.1247675685781653,-15.880129610240562
20651994,2024-09-01,4693885,10.050057428685138,80.64196914609497,6.805626362104651,34.94633213667262,19.663250770252674,47.61355653687701,6.153019021547241,76.91945731490216,3.340998535269731,4.281525173409542
20866919,2024-10-01,4793311,0.8882630252719995,2.191072168712833,-0.30997548273280034,1.267755778830182,1.087760386262834,0.6739711644991553,-5.418430440586894,-3.7547787149947394,-5.877358894475179,7.108168195524374
21089069,2024-11-01,4748515,15.739872163697214,22.005435774847946,15.333855656908899,16.809952889179776,16.374099597274867,20.370504361627244,-9.263217413902963,-1.1859757643833977,-7.089651969976457,24.63862337080508
21303934,2024-12-01,4928177,-1.9271284188077744,-1.1492770019412397,-1.7422919324405268,-1.993203481362566,-1.6867162341534472,-2.7855748816817725,0.8838704081382461,1.487291928508388,0.7932825100293768,-2.8782725297845
21525891,2025-01-01,5105209,-7.500306086492925,-6.611598959413141,-5.447089314316623,-6.652172729822096,-7.093508473714462,-6.722474585827953,-11.097885297683801,-10.08027932512251,-8.67485241859813,3.3619572975251604
21747950,2025-02-01,5247405,-11.440564581049086,-9.925474533747558,-14.310834091623109,-8.483355881443442,-11.088505475229109,-0.31893684506309883,2.4626538827284774,3.5994817880479264,-1.8689280935335142,-11.262683481722904
21948292,2025-03-01,5268023,-8.195326606871681,-4.585422399968817,-8.006419394790926,-5.21545958227949,-7.707595999178634,5.93007878479668,-0.9781717152482133,2.325304239447597,-1.5687057031040204,-6.170088860915603
22170335,2025-04-01,5341607,-4.240361852469586,-4.202925540945005,-3.4377200133003125,-4.053983662602559,-4.456370835817378,-3.357002368987379,1.1731235323038345,0.9928229448500432,1.3689238616380428,-5.487061808996367
22385294,2025-05-01,5479943,14.50707053246005,14.386894109298362,12.010585450363525,13.03737671333714,13.807966176223996,13.739991471497518,-6.168571695754216,-5.2241903296858085,-6.266764985125316,23.218972091149123
22606143,2025-06-01,5417046,-10.175181334116111,-9.074373517652285,-8.787513154253586,-9.67279641078149,-9.544572745908734,-11.179917942201548,-7.0586477803318175,-6.05546678622311,-6.034890341523737,-3.374488283926503
22820674,2025-07-01,5567234,25.42950615031301,26.692817469852116,21.563105512899934,25.487870770106785,24.62874952008313,25.04756719354423,-0.2857518931293292,1.5988158331994633,-0.9379089811117094,25.21890021339458
23042514,2025-08-01,5568560,4.900032431195879,69.00520910556044,2.299006417248139,56.643998041457756,23.17865580700173,84.06028255894333,-3.0390253487952994,61.35562205598926,-4.732007554528093,7.348352605874853
23264566,2025-09-01,5989657,6.245662581125727,47.57891590490818,1.7015588682504006,13.16731017745362,11.26560752782403,5.561574873935281,1.8951964450168712,43.358164396940694,-2.181554054075223,4.257727207676044
23479244,2025-10-01,6087782,-11.675659766469806,-10.277024980680242,-9.991112750469993,-10.851943415073526,-10.924839448957375,-10.733309165258438,-7.99867243855375,-6.646676920219713,-6.746795943805606,-3.6959311573770943
23700767,2025-11-01,6087201,-14.360458164763411,-10.093724938077916,-10.135713127606847,-7.684283597944412,-13.163517779713061,-6.130634999468653,16.89742812873954,21.240272506372712,17.035177308293754,-27.259990375524595
23914921,2025-12-01,6337108,-8.206253721536068,-5.761643228320795,-5.000843704430678,-7.303685963955435,-7.322109659213481,-3.745196983682194,-7.092584393534102,-4.641829715542334,-4.031703406555173,-1.184702148910326
