block_number,block_date,n_wallets,mean_ret_diff_better_return_pp,mean_alpha_diff_better_return_pp,alpha_hit_rate_better_return_pct,mean_ret_diff_safer_risk_pp,mean_alpha_diff_safer_risk_pp,alpha_hit_rate_safer_risk_pct,mean_ret_diff_max_sharpe_pp,mean_alpha_diff_max_sharpe_pp,alpha_hit_rate_max_sharpe_pct,mean_ret_diff_equal_weight_pp,mean_alpha_diff_equal_weight_pp,alpha_hit_rate_equal_weight_pct,mean_ret_diff_mcap_weight_pp,mean_alpha_diff_mcap_weight_pp,alpha_hit_rate_mcap_weight_pct
11948960,2021-03-01,1578989,6.525622626933744,6.252255241749356,43.37826292646751,-5.211785085904954,-4.981933630711616,48.128454346420405,-12.602748807546648,-13.912637588996407,44.355343830767666,-14.705133542903287,-13.829604616882266,52.309230779948436,-37.545528837486096,-36.01767193627367,39.65075120852647
12150245,2021-04-01,1695563,0.7246362116427953,0.6940232559078969,44.36762302550834,-0.6060380847406142,-0.48317713929191414,46.668569672728175,-0.01582836914618824,-0.46227989043841,44.6126743742344,-0.4008813695690197,-0.11058530242500976,48.729124190608076,-3.1499635481614963,-2.680748334636863,49.596977523099994
12344945,2021-05-01,1822425,-0.9523171286270792,-1.1746847038641677,39.14235153710029,0.5196501837116771,0.016470389318747933,44.66921821199775,-0.6003316911621135,0.2734580609559469,42.28289230009465,-1.1698938252819324,-2.252649197851406,39.556195728219265,3.8200607050204596,2.4219479478713697,53.100401936979566
12545219,2021-06-01,1944649,1.828809359643862,1.6763249105098659,54.20628607013399,1.770896743060309,1.1759155215037886,51.190729021021276,3.0544935056854063,2.832367201768251,52.62281265153763,3.2690298840960543,3.0163537210201223,54.07942513019059,2.196244323384678,1.0107908380126567,50.866557409589085
12738509,2021-07-01,2077642,1.9018452600666238,1.9436796937240444,58.77148228616864,1.3010824131900276,0.2917442010798778,53.45786232661835,5.749433995130615,3.328138176535173,55.73703265528902,1.5580844986152167,1.2409103731614344,54.13805650829161,3.0226896922735382,0.6656348168469611,55.07175923474785
12936340,2021-08-01,2186002,1.8107005727189898,2.185242077746596,56.80214382237527,0.03832172579474699,1.19995331641218,57.96357917330359,-1.2510541956521033,0.24642742430258474,53.90786467715949,3.1233339655051213,3.7706056596134214,59.16188548775344,-3.674958608515471,-1.3870493158530182,54.46385684917031
13136427,2021-09-01,2286203,9.246132079162314e+33,9.246132079162314e+33,43.97601612805162,8.491141446673202e+33,8.491141446673202e+33,47.886167588792425,1.1748133311044803e+34,1.1748133311044803e+34,43.41954760797707,1.2029625898937286e+34,1.2029625898937286e+34,45.02727885493983,-64001299.93504965,-64001303.57938349,52.76976716415821
13330090,2021-10-01,2385506,-3.3197157851037855,-9.07624353724043,40.584513306610845,-1.802901769053079,-2.0994182735729314,46.29885651094568,-7.7603869550973785,-6.037708979537772,42.403791899915575,-1.0049394457678227,-5.542161843721234,45.70594247090554,-6.152577868619097,3.454806502551448,44.51122738739706
13527859,2021-11-01,2504425,-5.2700945059276885,-5.2548945883108,45.525699511864,-1.1361145153583687,-1.1272758611245002,48.36088124020484,-8.15233848798042,-8.151388579024463,43.845553370534155,-1.501353484824921,-1.5082952353971228,51.080906794972904,-3.567284385523624,-3.4947074065436254,44.44313564989968
13717847,2021-12-01,2579086,4.6107084824687235e+23,4.6107084824687235e+23,49.99856538324042,4.2675268824315955e+23,4.2675268824315955e+23,54.85784498849593,1.429346527476091e+23,1.429346527476091e+23,50.074444977794464,7.944281365322918e+23,7.944281365322918e+23,52.028354230917465,-25893751329.698704,-25893751331.084137,61.755249728004415
13916166,2022-01-01,2621359,16.66260605527104,16.10935238340403,51.124741021737194,10.1851190971279,9.436362616765772,53.537802338405385,8.552153692109938,6.920714862110204,51.53067550076125,23.099518569319414,22.192258042103756,48.56496191479305,-1.3796806795176313,-2.9928986897177308,57.12750523678748
14116761,2022-02-01,2755033,2162229.937844746,2162229.9007925806,47.94232954741377,475324.406888076,475324.36564294365,54.73625905751401,2361232.851503219,2361232.700254525,46.06950261575814,1184395.7747084363,1184395.7590797562,53.50738085532913,-11433.279832582197,-11433.402816197735,54.23717247669991
14297759,2022-03-01,2928345,-0.5054900434017826,-0.5677820969575154,46.0750014086455,-0.16106611627134945,-0.2764253902354381,45.110429269775246,-1.6121176859412074,-2.106251436023457,39.66178848462186,-0.36137696821185894,-0.40868907555836853,45.49487850646013,-0.2331957236741119,-0.6070011461582816,42.42020663548865
14497034,2022-04-01,2934000,0.41315991974327215,0.2706346587832575,47.308861622358556,1.000373919162445,0.5828479208188292,54.75081799591002,0.963861921000258,1.0430542624994685,51.17658486707567,0.7776041530171017,0.3278201525894823,50.99781867757328,1.2595790071211748,0.48860063495334793,58.272017723244716
14688630,2022-05-01,3002002,4.46913478646642e+29,4.46913478646642e+29,44.032615567877706,3.305652113328458e+29,3.305652113328458e+29,42.056034606239436,5.107179536612706e+29,5.107179536612706e+29,46.42568525937025,3.813902776297726e+29,3.813902776297726e+29,40.36369729267336,-3527325.5475696423,-3527328.630313593,52.74173701416588
14881677,2022-06-01,3075701,2.7315495281473345,1.2641198126756008,56.14479430867954,1.0555114975874254,-1.1062966465117907,50.77353097716586,5.996715075360797,-2.7997871370717693,44.56886413861426,1.9941353935155595,2.8274376177882985,55.42034157416472,2.9878587877308793,-2.591957382246958,47.176562351151816
15053226,2022-07-01,3103058,0.6426950899971872,1.6759171787642662,50.08504513934319,0.014006869720633794,1.1141127812530662,57.44098241154371,-0.7561167511126047,2.4330139042065544,56.07010890547325,1.714420686702806,1.6003865531603827,52.43601634258851,-1.760147101828332,0.9060745798055004,56.43462030036177
15253306,2022-08-01,3154145,0.40223499607079116,0.11846845777380233,40.94244240515258,0.3648724509352656,0.0286648967583701,49.20287431300717,-0.6316430408300484,-0.5200990142852522,41.12334721453833,0.08017905008161161,-0.051951226982244116,45.06587363612009,0.7722349619114971,0.10534231919460052,49.37166807486656
15449618,2022-09-01,3172900,0.34997114569536514,0.33987286471145395,52.64461533612783,0.5145672292016784,0.13861825369784037,52.146742727473296,0.1422632364817766,1.237239243322962,55.725078004349335,0.49480946821671234,0.4224425879191754,53.103627596205364,0.322586296277243,-0.4938289113960776,55.15052475653188
15649595,2022-10-01,3182512,-0.6280349153473359,-0.7069583863385511,41.89542725997576,0.042399779640053537,-0.06401174485749624,46.46524506427627,-1.3006074976535316,-1.3267142883765122,42.93655452045429,-0.44292479118354333,-0.4725617615043693,47.18634210962912,0.30586834936243923,0.07076026789538023,51.150317736429585
15871480,2022-11-01,3245800,0.7729129810062946,0.13053310367305399,50.59301250847249,0.8775879668432311,-0.08220369030569877,46.81126378704788,-0.6844111199516357,0.06814697146185246,46.7322077762031,0.32335890519929616,-0.2763855830328935,40.46903690923655,2.318978383601479,0.36259233947420494,56.64680510197794
16086234,2022-12-01,3332213,-0.539069650910304,-0.5523554713998594,50.00166555979465,0.4662422704080427,0.2742330704767381,53.83047242178096,-1.6201104481155724,-1.5660848741569748,51.65390087608445,0.8325020606025197,0.8467856429450072,51.873394647941176,0.45655556131250263,0.05489157706325909,53.78005547664571
16308190,2023-01-01,3362555,3.3159699157584552,3.7468529776937403,50.81757770504869,3.166386611808711,4.6552718019520425,54.38783900932476,-4.919878722596268,-1.4837213337684592,49.939227759843334,11.876267350361479,11.703502434096215,53.616580249245,-9.504548356123985,-6.023736848382107,51.871181289227984
16530248,2023-02-01,3370814,1.5803239518091483,1.95723118346933,57.31410869896707,-0.21527308181187246,0.05464571172848105,52.111329785624484,1.8303232323214493,1.7519235769070582,57.71775007461106,1.1724703957348905,1.495572138076939,55.629767765293494,-3.294152888998515,-2.6269899302776167,47.267039949400946
16730072,2023-03-01,3392077,0.3847391809650979,0.722280896606043,44.303799707376925,0.2866173996042884,0.6665600294423052,56.52819791531854,0.043618096381399823,-1.387349452211749,47.79080781479902,0.46795979588954534,1.1103351155205512,54.45961279770477,0.8176272375441003,2.22341754802658,60.43763157499078
16950603,2023-04-01,3417035,24.35598562724519,24.43192156425039,49.48345568599678,1.1754062815031845,1.3313016268582893,52.08620924280846,41.06280526982197,41.11754568331029,54.269271459028076,5.842504165269883,5.93053003349839,50.73875450500215,-23.695784167062317,-23.458426459857332,58.582016280196136
17162287,2023-05-01,3457737,0.46146848523892303,0.26387451974826753,49.40037371263344,0.4205780767779881,0.12449159790081403,49.51290396001778,0.8862442869832254,0.5451999847536263,51.50918071559521,-0.1760054464115948,-0.288811892639362,44.339231121395294,1.436259936704516,0.9173306203188271,53.47971809307648
17382266,2023-06-01,3442453,8.793855184911873,8.78720094849222,45.53073055754138,4.799926173747667,4.777348318349059,49.98464757543531,3.4583537474741806,3.4570946424485216,47.49000204214843,11.605820609465741,11.602192742721058,45.35178839042973,0.3407170892116307,0.29112200714921094,53.100216618788984
17595510,2023-07-01,3533345,0.03379946226322518,-0.05139772581526468,50.50081438410346,-0.07645909293157604,-0.20659559859077148,49.12240384111939,0.1375902542482864,0.07584257812667414,47.120844412306184,0.4160223950184948,0.35677087595265783,50.57329527685521,0.6609059741558396,0.4122136828053233,54.988290133004284
17816434,2023-08-01,3527396,2.3421494139482366,1.9642665496352425,43.801177979449996,1.6906130729790227,1.0508627168555833,45.84863735174616,-3.015885041618131,-3.3169758106222176,43.44258484162255,3.944259134142843,3.442751788559393,46.83738372442448,-0.6564039869107227,-1.7373589434235042,48.780460146805176
18037988,2023-09-01,3655348,0.7021716864092191,0.8192367902249984,49.65234500244573,0.2387014502769136,0.29129377156361963,51.98030392728681,0.8060830995063949,0.9393494119357026,52.08839213120064,1.1116684063775768,1.1532965673789997,51.91092612796374,0.7409408962017636,0.8146244271556062,55.15026202703546
18251965,2023-10-01,3693849,13.078132260618796,13.156136554000927,49.23173632706697,1.7305426252507659,1.843081020966013,53.52587504253693,10.772981554025334,10.832141440817782,52.64375993712791,10.529838258277003,10.569443404795887,50.50509644546921,-4.21342778157424,-4.06120869997366,56.28291789945934
18473543,2023-11-01,3759567,0.3949741995328903,0.46389237353919355,51.32229323217275,0.03880539237519227,0.3346902892176444,50.55228434551107,2.2624677681902656,2.072124476081745,53.682884225763225,1.2912332862416043,1.610748978206659,50.39428742724894,-2.371197659724497,-1.613158025189758,45.92728364729236
18687851,2023-12-01,3781817,75.11653688769503,75.2194201601793,53.26587722250971,23.079241819337813,23.42087662479006,56.78378937954957,26.527939132336588,26.22342877959296,54.67324304692691,74.59983759844285,75.0554270002976,57.56198673812085,-15.458464735457245,-14.61452726413571,49.368544273823936
18908895,2024-01-01,3855395,3.1600416240079356,3.95334669268391,50.82955183580411,0.7269738889752937,0.8632523433451592,54.80657623926991,1.577510119821909,1.974595573918016,51.326595588778844,2.788271669730058,3.267899450758518,53.60345697392874,-1.447280956917245,-1.0870519322869348,56.85676824294268
19129889,2024-02-01,3977147,-0.7107859845032505,4.102257664679963,49.367322857314555,-0.16348042402563567,1.0750854146351279,47.23393427499663,0.599784316340782,2.745563735322185,50.86696569173832,-0.04525765682000017,2.4111079175041352,48.75228398648579,-4.354812908820238,-1.4126719737135132,50.92190457129193
19336607,2024-03-01,4005064,15.302794113994242,15.181727903311398,46.932183855239266,5.1396365920268865,5.403900069193919,50.5364208911518,1.9149185948914644,1.3130809912371948,46.103757642824185,33.62718683937307,33.76466074595882,52.45079729063006,103.59730440112645,104.26866218095722,49.06745560120887
19557289,2024-04-01,4153412,-0.047337579597269995,0.11403888998242681,48.70617217844028,0.6000079019829657,0.2406329919529424,49.445949498869844,-1.5704954670817106,-0.8356451701331986,47.947855883307504,1.2346385052500126,0.5295492540316418,44.42260965201622,1.6752175851547808,0.48881871439610397,51.8247888723777
19771560,2024-05-01,4273747,-1.6395999392746847,-0.979814284227092,39.64984356818502,-1.0549079860555346,0.10699213538029788,47.039471452100464,-4.321258551558816,-3.555565365538556,41.76714250983973,-2.5505149784625836,-1.6862786314177796,45.44279294024658,-0.7457866656868036,1.5420235156573168,54.35101797088129
19993250,2024-06-01,4506122,0.8384295093308245,0.6292513540099018,47.491612521809216,0.5950708678331958,0.21380726795688837,49.41364215172159,2.958538710543569,2.577592469744276,52.067831274874486,-0.4766405205947873,-0.7135960272048041,45.10643520082235,1.6887291673028149,1.0429198896723313,54.80040265221403
20207949,2024-07-01,4524722,-0.8552844260249248,-0.6716558817379172,43.22411410026958,-0.5955269148741275,-0.333366046210754,45.09010719332591,-0.6157355225629282,-0.4858487942097381,45.189826026880766,-1.202681142507874,-1.024571284856151,43.76591534242324,-0.2633169776568621,0.2150607171010301,52.33581201231811
20429973,2024-08-01,4668597,1.459252874842246,0.05805252922990011,50.89717531840936,1.447640346695594,0.2835026571629138,49.50390877601986,6.332701181566229,3.455311387785007,46.890661155803336,3.1856819952239936,2.2503451129678607,51.33786445906554,1.5443583508242578,-0.25128632763498665,53.98866083322249
20651994,2024-09-01,4693885,24.896274707987473,25.180059104100934,49.660334669468895,9.613193341567545,9.874932066201222,50.26578196951992,37.56349910819187,38.25050850977607,51.20148874546351,70.59191171741013,70.76643829335467,53.343957084589846,-3.2455266536679197,-2.812953597019938,51.10966715204995
20866919,2024-10-01,4793311,0.3794927535581806,0.7754595564026702,44.65744033716986,0.19949736099084042,0.6810464854727795,52.98316758499501,-0.21429186077284532,-0.03192334906082702,46.40376975330831,1.3028091434408366,1.6636517255921617,50.02014265295951,-1.1460775168611153,-0.4077492803586409,53.96246978341276
21089069,2024-11-01,4748515,1.0700807254826041,1.9446972075643423,48.85264129943783,0.6342274335776438,2.25721338356912,55.79344279211501,4.630632197929858,3.042393580211594,45.86221165985577,6.265563611150665,8.077241649519538,55.572615859905675,-0.32902665503714523,2.2688588617529053,58.69660304326722
21303934,2024-12-01,4928177,-0.06607506255480414,-0.1373570008896719,46.473371390678544,0.24041218465432804,0.06360429021336739,52.30623818909101,-0.8584464628740148,-0.7578445269360491,47.370092429715896,0.7778514168665356,0.6034215203701432,51.180690141608146,0.20118625132130352,-0.0741195628157303,57.03315850871428
21525891,2025-01-01,5105209,0.8481333566708203,0.8876629006153325,47.291599619134104,0.4067976127784642,0.6034567495047565,52.341657315106985,0.7778315006649671,0.5865853212287652,49.50120553340716,0.8887071270797533,1.017605972561363,48.841291316379014,2.086173255439754,2.4553729784128775,63.15817824500427
21747950,2025-02-01,5247405,2.9572086996055886,2.114686091598242,51.50359082251131,0.3520591058200049,-0.5220171213335056,53.241802376603296,11.121627735985884,9.145623855929244,52.96936295178284,1.5150900473015199,1.1368279053194466,52.907522861300016,-2.857637576991056,-4.320473616705297,56.50486287984251
21948292,2025-03-01,5268023,2.9798670245921843,2.445160764014382,51.008566211650944,0.4877306076930178,0.06664039444375644,50.39159851807784,14.125405391668385,12.899316036847324,53.973321680638065,3.6099042069028626,3.303475954695795,49.22970154078674,0.2047937515158897,-0.5754190073759049,60.20425499281229
22170335,2025-04-01,5341607,0.18637818986699908,-0.14512432752190013,51.36832417660079,-0.21600898334782712,-0.5509134257128602,46.778918778562335,0.8833594834822039,0.008799959087641685,50.02445893155374,0.03743631152457328,-0.18030058745379687,48.81222074181047,0.7844612516377953,0.17737053384420326,53.50144628760596
22385294,2025-05-01,5479943,-1.4696938191228792,-0.28578568820796924,47.50609632253474,-0.6991043562360787,1.0080180938800856,52.45133024193864,-0.7670790609625546,0.819970143465861,47.42766484979862,-0.12017642316172346,0.9443813660683975,53.24369249826139,-2.4587231830006515,-0.04888423692029602,50.094535654841664
22606143,2025-06-01,5417046,0.5023849233346406,0.38554326779869663,46.17101276230625,0.6306085882073096,0.3981085489524078,52.254919009364144,-1.0047366080854077,-0.8810280997099259,47.38540156387817,1.1008078164638362,1.0031809941086605,49.11527426571604,1.3947175425334044,1.02053136660891,58.52126786444125
22820674,2025-07-01,5567234,0.05836461979381835,1.1285485229592376,50.056527173098885,-0.8007566302299294,1.2985142472278917,53.96529048356869,-0.3819389567689064,-0.517510204700638,51.01781243612178,1.263311319539302,1.8845677263287823,52.62694185299199,-3.8270795721950974,-0.543020883131195,54.29473594966549
23042514,2025-08-01,5568560,51.743965610261796,52.126294549004015,52.82040599365006,18.27862337580591,18.84792742000688,56.32120332725157,79.1602501277462,78.95212066463844,55.9443015788642,64.10517667436419,64.39464740478505,52.321120720617174,-2.53184109669336,-1.6157402523518902,58.141799675320016
23264566,2025-09-01,5989657,6.921647596327908,7.016443524986325,50.240573041160786,5.01994494669829,5.304687513879039,54.973298137105346,-0.6840877071904137,-1.1847458714127745,48.78342783234499,41.33325332378251,41.46296795192422,52.8964012463485,-4.540297726992762,-4.06711066001648,59.640410126990574
23479244,2025-10-01,6087782,0.8237163513962747,0.7240568107194915,48.454396034549205,0.7508203175125205,0.4985542644805994,53.04187962052518,0.9423506012114143,1.1828142474824626,51.3378928483313,1.398634785789619,1.351995518333974,48.74269479426169,1.6847841528552632,1.2466887491912315,56.80310168793823
23700767,2025-11-01,6087201,6.676174566819007,5.987265498078549,49.93457584200029,1.1969403850504223,-0.6786694525037115,43.59460119683907,8.229823165294748,4.424007762426787,39.587636419431526,4.2667332266855515,4.342844377633277,48.8880193047675,4.156368519822565,-0.026979969770299757,40.37914962886883
23914921,2025-12-01,6337108,0.9025677575806437,0.8538629635898748,45.949650850198545,0.8841440623226128,0.8311155057792893,49.53619221891121,4.4610567378538555,4.29571152559455,50.67977380218232,2.444610493215348,2.4507546779918012,47.977594827167216,3.2525478717685803,3.109672190467371,54.05225853812181
