,month,log_value_usd,num_tokens,beta_baseline,holds_eth,holds_btc,expected_value,feat_month,feat_log_value_usd,feat_num_tokens,feat_beta_baseline,feat_holds_eth,feat_holds_btc
0,21.950858128002817,-0.45740685199332975,-0.26643222074781675,-16.722944389848333,-0.03698939352057209,-0.005274153255376531,-1.037906402570357,14.0,5.885408546928804,2.0,0.07241791064156045,0.0,0.0
1,-9.887585241579911,0.28363605276124554,0.039058669929728645,3.7276516885667266,-0.0025044641236170065,-0.006030634417226081,-1.037906402570357,56.0,8.121798196347445,7.0,0.31793264309890745,0.0,0.0
2,2.111505163168327,0.1304403730704858,-0.029742352472730438,0.6402015284077929,-0.08046373598115049,-0.010653516266606607,-1.037906402570357,69.0,4.381653681951157,4.0,1.199016237919322,0.0,0.0
3,-11.652971761915682,-1.453751530362087,-0.007042860695971435,1.8756559716378465,-0.03404887396682551,-0.007424696303322679,-1.037906402570357,62.0,0.0018183050172185312,2.0,0.3259161464886703,0.0,0.0
4,-3.9161913482631747,-0.030783908823719692,-0.01562564697980205,-0.7279615288822885,0.0073736560694825405,-0.009834624003705036,-1.037906402570357,64.0,2.3586466817176355,2.0,0.6661641990890733,0.0,0.0
5,2.4045183162214183,-4.64498981889945,4.569620295722486,6.419151158267111,-0.04076569097154317,-0.004738790251640033,-1.037906402570357,44.0,1.5333262264446486,4.0,1.7787257276056894,0.0,0.0
6,-14.650707706577187,0.5098739738086056,0.031123924161976367,-1.5605448348748805,-0.3126911389699357,-0.024089781982310026,-1.037906402570357,42.0,0.23219750683793505,4.0,1.0649672193531379,0.0,0.0
7,1.59788798643219,-0.41531216316558817,-0.0045009375085637805,-1.0040636313520546,-0.038790735831870274,-0.0062962611992048775,-1.037906402570357,27.0,1.2625752397064367,2.0,0.16929925377858462,0.0,0.0
8,14.724827059080948,-0.45275170310564483,0.653060327235554,1.6971750470019766,-0.022610381286461367,-0.007977896843303224,-1.037906402570357,47.0,0.7941441625666422,4.0,0.5153337710052591,0.0,0.0
9,-0.22825173942116866,-0.12959680514691715,0.028962080932542704,-1.0087206146265224,0.007009651975170032,-0.06515473067708652,-1.037906402570357,46.0,8.471557771362043,3.0,1.0456161582268815,0.0,0.0
