,coef,std_err,t_stat,p_value,significant
const,18.69227696897601,0.01965297537875824,951.1168975044566,0.0,***
month,-0.05745261029256647,0.0005999526936982445,-95.76190072323128,0.0,***
log_value_usd,0.2892968927770327,0.003682792245803129,78.55368249640266,0.0,***
num_tokens,3.586614621497165,0.0046400891403249045,772.9624395202947,0.0,***
