,coef,std_err,t_stat,p_value,significant
const,-6.694539820045236,0.010102875092413843,-662.6370967480441,0.0,***
month,0.014384743806696989,0.00030841371390216243,46.641064123563055,0.0,***
log_value_usd,0.9733995676446604,0.0018931886563534766,514.1587788295501,0.0,***
num_tokens,4.9137168461305265,0.0023852999405391006,2059.9995676099247,0.0,***
