,coef,std_err,t_stat,p_value,significant
const,-70.1062657778926,0.026154437089685397,-2680.4731272744775,0.0,***
month,0.01087447215912874,0.00023359755408257257,46.55216618956895,0.0,***
log_value_usd,0.11366549784265985,0.0021202563637207792,53.609318093587234,0.0,***
num_tokens,-3.4400898107895648,0.006784673726095719,-507.0383558103958,0.0,***
num_tokens_sq,0.004588356717301604,1.2009866151783949e-05,382.04894703343956,0.0,***
log_value_x_tokens,-0.014188350812895534,0.0004968380012253929,-28.557297907771996,2.3183136529173698e-179,***
log_num_tokens,70.54020639281516,0.03149655881448272,2239.616296126275,0.0,***
