,coef,std_err,t_stat,p_value,significant
const,-19.98396056329056,0.06549356562084542,-305.12860880077085,0.0,***
month,0.14477286481136875,0.0005849537760921461,247.49453842069582,0.0,***
log_value_usd,0.4596686013387513,0.005309353392473732,86.57713423076227,0.0,***
num_tokens,-2.2825590130688234,0.01698956365883005,-134.3506554320776,0.0,***
num_tokens_sq,0.0031328042209716567,3.0074015900714373e-05,104.16979997996346,0.0,***
log_value_x_tokens,-0.047797954899081736,0.0012441365923726083,-38.41857493149487,0.0,***
log_num_tokens,49.62553385135518,0.07887082159228202,629.2001636282097,0.0,***
