,coef,std_err,t_stat,p_value,significant
const,25.253225584389,0.01972130859102967,1280.5045602235314,0.0,***
month,0.14765536165785897,0.0006020387236240546,245.25891087042922,0.0,***
log_value_usd,0.9551872054047441,0.0036955972801266364,258.46625944372727,0.0,***
num_tokens,3.348835450634127,0.00465622268703086,719.2172015229761,0.0,***
